sec,ofi_best,ofi_sum,ofi_integrated
34200,4.54129,15.5035,8.61778
34201,3.033,13.5157,7.32203
34202,-0.445439,-3.24265,-1.75613
34203,-0.139769,-0.858062,-0.533244
34204,-1.87716,-17.439,-9.39771
34205,-0.196285,12.2432,6.39906
34206,-0.319646,-3.4602,-1.98011
34207,-0.295946,8.69852,4.55474
34208,1.24334,8.13275,4.35499
34209,-0.0632001,-3.27911,-1.72489
34210,-0.449693,-5.43946,-2.9413
34211,0.67697,2.7802,1.45198
34212,-0.545708,-3.60119,-1.96282
34213,0.0133692,-1.09081,-0.590165
34214,0.714647,3.89227,2.03819
34215,-0.982032,-6.11886,-3.34998
34216,1.45603,8.1838,4.42639
34217,0.1422,1.67055,0.838288
34218,0.573662,14.7511,7.901
34219,-0.0109385,0.378593,0.19222
34220,-1.78601,-24.8868,-13.3846
34221,-0.720116,-6.73931,-3.70752
34222,0.0407154,0.545708,0.265514
34223,-0.470962,-3.95061,-2.16746
34224,-2.64833,-17.8722,-9.76549
34225,-1.02214,-14.1599,-7.38632
34226,0.247939,-1.29074,-0.682759
34227,-0.918832,-11.8689,-6.32704
34228,-0.649624,-3.88012,-2.16171
34229,-0.101485,-0.0559078,-0.0509501
34230,-0.927947,-8.11574,-4.37455
34231,-0.96137,-8.47792,-4.66255
34232,0.788785,4.96424,2.66941
34233,1.11694,9.49642,5.14193
34234,0.519577,2.27763,1.22327
34235,1.52166,7.97475,4.36743
34236,0.460024,2.92969,1.53345
34237,-0.119108,-1.66265,-0.9003
34238,0.519577,4.47262,2.42165
34239,0.145239,1.48642,0.758878
34240,-0.549354,-3.77985,-2.05681
34241,-0.0802155,0.151923,0.0244088
34242,0.312354,3.1126,1.671
34243,-0.754755,-4.89618,-2.7044
34244,0.571839,5.17937,2.77568
34245,-1.18743,-5.47957,-3.05075
34246,0.227277,3.41523,1.81344
34247,1.40438,7.00913,3.84712
34248,-0.940101,-4.72421,-2.66373
34249,-0.423562,-3.85763,-2.1063
34250,-0.889055,-4.25689,-2.38878
34251,-0.586424,-5.6005,-3.02387
34252,0.159823,1.1771,0.605913
34253,-0.545708,-3.67593,-2.02465
34254,-0.452124,-3.74157,-2.008
34255,-0.1817,-1.98959,-1.10054
34256,0.458808,4.44649,2.40178
34257,-0.539024,-4.8579,-2.67447
34258,-0.421739,-3.97917,-2.17593
34259,-0.883586,-4.18154,-2.36381
34260,0.271639,2.37669,1.26492
34261,-0.145846,1.08959,0.558536
34262,-0.345777,-2.66352,-1.48301
34263,-0.129439,0.0522616,-0.0182836
34264,0.0717078,1.35637,0.726771
34265,0.0662385,-0.410193,-0.241107
34266,-0.507424,-2.66899,-1.48938
34267,-0.923693,-4.01199,-2.27461
34268,1.10539,9.40891,5.13221
34269,-0.517754,-5.31488,-2.9548
34270,0.0303846,0.938278,0.497925
34271,1.30168,13.8767,7.47207
34272,0.647801,4.29517,2.20951
34273,-0.686085,-4.95938,-2.74248
34274,0.105131,-0.99844,-0.522335
34275,0.431462,5.28936,2.85676
34276,0.2291,3.55743,1.88149
34277,1.04462,5.68922,3.07908
34278,-0.383454,-0.731055,-0.460148
34279,0.0583385,-0.0528693,-0.0469776
34280,0.198108,2.38033,1.28744
34281,0.385277,10.2749,5.19136
34282,0.0449693,-0.934632,-0.482504
34283,0.582778,10.5605,5.55918
34284,-0.639901,-16.0437,-8.32029
34285,-0.0838616,0.841047,0.421861
34286,1.09628,22.0021,11.7166
34287,-0.0437539,-0.478254,-0.262573
34288,-0.000607693,0.206008,0.0900995
34289,4.64399,23.8526,13.0617
