sec,ofi_best,ofi_sum,ofi_integrated
34200,0.10957,-1.6255,0.587808
34201,0.0334682,4.45425,3.65669
34202,-0.0271495,0.761019,0.580129
34203,0.0213863,0.250386,0.68666
34204,-0.0405506,-0.156995,-0.298222
34205,-0.459944,-4.76019,-6.39918
34206,-0.723593,-3.70976,-8.64292
34207,-0.055896,-0.188519,-0.466048
34208,0.00930443,0.446265,0.44551
34209,-0.156648,-1.34352,-2.29861
34210,0.401826,3.24891,5.43716
34211,-0.0294409,0.197198,0.43581
34212,0.21671,1.46281,2.04198
34213,-0.131581,-1.30179,-2.08469
34214,-0.0311768,-0.0102765,0.0101038
34215,0.060826,0.787752,1.43115
34216,-0.000138872,-0.0481886,0.0601157
34217,0.116791,0.439044,0.771523
34218,0.427934,7.73628,8.36403
34219,1.24499,5.2327,14.7321
34220,-0.107418,-1.12098,-2.23427
34221,-0.0503411,-0.145052,-0.296203
34222,-0.132345,-1.11688,-1.7548
34223,-0.00277744,0.135609,0.163222
34224,-0.293367,-2.95478,-5.29273
34225,-0.142969,-1.76645,-2.82364
34226,0.0535352,0.157689,0.452711
34227,0.0265246,0.977312,1.39315
34228,-0.0601316,-0.495843,-0.732827
34229,0.0815179,0.84705,1.41699
34230,0.146927,1.59425,2.5428
34231,0.238999,3.61185,5.37256
34232,-0.127276,-2.00545,-3.07156
34233,-0.0205531,-0.467096,-0.576816
34234,-0.0888781,-1.44378,-2.25335
34235,-0.0659642,-0.520701,-0.914978
34236,-0.111098,-1.24624,-2.1862
34237,0.0206919,0.0368705,0.151305
34238,-0.026594,-0.250872,-0.556685
34239,-0.339542,-2.54469,-5.03997
34240,-0.047772,-0.703109,-1.03456
34241,0.166369,1.14715,2.39828
34242,0.0230528,-0.0024997,0.027182
34243,0.0111792,0.392522,0.606984
34244,0.000138872,0.345444,0.405065
34245,0.0172201,-0.126651,-0.170444
34246,-0.0976965,-0.906348,-1.50148
34247,-0.255108,-2.33701,-3.73319
34248,-0.122763,-1.67695,-2.85834
34249,-0.116097,-0.975159,-2.08638
34250,-0.27948,-1.87401,-3.39837
34251,0.0456889,0.0408284,0.0752687
34252,0.10957,0.544031,1.10335
34253,0.0140261,0.256913,0.483389
34254,-0.00034718,-0.00465221,0.0256651
34255,-0.388008,-3.65449,-6.31471
34256,-0.0927665,-1.22534,-2.27181
34257,0.00812401,0.302949,0.5411
34258,0.0974187,1.05626,1.90254
34259,0.0537435,0.863854,1.29481
34260,-0.0213169,-0.252817,-0.405738
34261,-0.0416616,-0.433906,-0.611348
34262,0.0324961,0.286562,0.351352
34263,-0.0413839,-0.708386,-1.01149
34264,-0.274203,-2.79119,-4.51008
34265,-0.0706164,-1.10952,-1.95405
34266,0.14408,2.78063,3.97396
34267,-0.00381898,0.0113875,-0.0118429
34268,-0.0967244,-2.44311,-3.49143
34269,-0.0668669,-0.33371,-0.676689
34270,0.0156231,-0.0128457,0.0602544
34271,0.0069436,0.0218723,0.070977
34272,0,-0.197545,-0.258515
34273,-0.0259691,-0.0403423,-0.106607
34274,0.0166646,0.0310379,0.0590739
34275,0.0639506,0.56271,1.09342
34276,0.0181228,0.0220112,0.120469
34277,0.0811707,0.991408,1.87493
34278,0.0825594,1.16285,1.6804
34279,0.0277744,0.98252,1.08029
34280,0.0544378,0.871561,1.09412
34281,0.0361762,0.781155,0.96131
34282,0.0131234,0.0251358,0.0904779
34283,-0.0190949,-0.0283993,-0.0691118
34284,-0.0295103,-0.562571,-0.915144
34285,-0.484455,-5.43038,-9.11514
34286,-0.404465,-4.59791,-7.23197
34287,-0.0329127,-0.0149982,-0.0505634
34288,-0.0620064,-0.245734,-0.430745
34289,0.0682556,0.309754,0.543323
34290,0.0596455,0.757061,1.20545
34291,-0.012429,0.0113875,0.0102594
34292,-0.0481886,-0.119916,-0.324058
34293,-0.0110403,-0.00576319,-0.0267788
34294,0.0381204,0.67714,0.994398
34295,-0.299339,-2.39888,-4.80441
34296,-0.0389536,-0.263996,-0.456847
34297,-0.00742965,-0.210808,-0.261485
34298,-0.20803,-6.957,-8.13404
34299,-1.52273,-12.4531,-23.9766
34300,0.381551,4.40502,6.72796
34301,0.00458278,0.233236,0.383088
34302,-0.00840176,-0.332043,-0.366496
34303,0.246081,2.78084,4.57285
34304,0.0142344,-0.198726,-0.234372
34305,0.0104154,0.255316,0.370041
34306,-0.104501,-2.08461,-3.28089
34307,-0.0260385,-0.034718,-0.0703764
34308,0.0521465,0.333848,0.719081
34309,0.0277744,0.309893,0.444791
34310,0.0562432,1.53627,2.43192
34311,-0.0680473,-0.967591,-1.51425
34312,-0.288229,-3.45215,-5.21431
34313,0.00499939,-1.10438,-1.39955
34314,-0.0199976,-0.590831,-0.798535
34315,-0.35461,-2.30666,-4.50129
34316,0.0475637,0.0948496,0.296782
34317,0.00958217,0.0355512,0.107586
34318,-0.1847,-1.92907,-2.98585
34319,-0.0283299,-0.3017,-0.292808
34320,0.125401,3.1717,4.25247
34321,0.0521465,0.345791,0.768306
34322,0.0295103,0.0170118,0.133681
34323,0.26594,3.28238,5.11785
34324,0.0937386,1.67362,2.34412
34325,0.0433975,0.860035,1.1069
34326,0.0191643,-0.0864478,-0.108246
34327,-0.103529,-0.28066,-0.599152
34328,-0.115472,-1.23735,-1.73812
34329,-0.02708,-0.698318,-0.979431
34330,-0.0147899,0.00951273,0.0177567
34331,0.0034718,0.03694,0.114832
34332,0.0350652,0.467652,0.890815
34333,0.0817956,2.83979,3.67439
34334,0.0742271,1.02356,1.57673
34335,0.00381898,0.0551322,0.0417519
34336,-0.282257,-2.29375,-3.75062
34337,-0.165813,-2.84299,-4.23393
34338,0.0122902,0.438211,0.652153
34339,0.0472859,0.964675,1.39296
34340,0.0384676,0.510771,0.713013
34341,-0.258857,-3.11768,-4.84594
34342,-0.189908,-1.18048,-2.07024
34343,-0.0557571,-0.308018,-0.499229
34344,-0.00312462,0.231083,0.171423
34345,-0.168521,-1.8804,-3.06267
34346,-0.0131234,-0.0143038,-0.0678407
34347,0.0380509,1.21159,1.77967
34348,-0.0782544,-1.33768,-1.99648
34349,0.0142344,0.153454,0.160288
34350,0.167688,2.29986,3.57009
34351,-0.0725606,-0.33732,-0.655686
34352,0.0277744,0.0351346,0.148764
34353,-0.0052077,0.00812401,0.0340423
34354,-0.03694,-0.532019,-0.736185
34355,-0.0988769,-1.18861,-1.79997
34356,0.00742965,0.00034718,0.0486046
34357,-0.010346,0.239971,0.272973
34358,-0.158106,-2.53837,-3.62486
34359,0.0149287,0.0778378,0.112777
34360,-0.0174979,-0.689222,-0.858916
34361,0.145191,1.48364,2.38153
34362,-0.115472,-1.3131,-1.81821
34363,0.00666586,0.655337,1.10599
34364,0.0975576,1.81804,2.43121
34365,0.0511743,0.83476,1.13368
34366,0.0115264,0.0319406,0.0769275
34367,-0.474456,-5.64064,-8.95058
34368,-0.121305,-0.980784,-1.65053
34369,-0.215529,-1.97018,-3.55647
34370,-0.0486052,-0.740882,-0.974762
34371,-0.0877671,-1.18618,-1.99768
34372,-0.247539,-2.6126,-4.41336
34373,0.151926,1.6046,2.67065
34374,0.00472165,0.00708247,0.0448699
34375,0.0948496,0.855035,1.43115
34376,0.127901,1.53627,2.31861
34377,-0.0186089,-0.00985992,-0.0985171
34378,0.045064,0.284341,0.600502
34379,-0.0685334,-0.691027,-1.09101
34380,-0.0602705,-0.684292,-1.04315
34381,0.0894336,1.30852,1.8877
34382,0.0344403,1.13764,1.68437
34383,0.00034718,-0.00659642,-0.00615231
34384,-0.0121513,-0.241012,-0.311627
34385,0.075477,0.78053,1.22231
34386,0.168591,2.43825,3.65936
34387,-0.0706859,-0.908779,-1.37233
34388,0.136997,1.60842,2.54994
34389,0.137275,1.11431,1.75716
34390,0.114222,1.46031,2.3657
34391,0.186436,2.46658,3.82932
34392,0.00854063,0.0723523,0.0457741
34393,0.388911,4.15255,6.9812
34394,-0.0233999,-1.19833,-1.52732
34395,0.0661031,1.15118,1.82932
34396,0.130123,0.394119,0.98421
34397,0.107279,1.42885,2.44254
34398,0.00194421,-0.646588,-1.16475
34399,-0.0522159,-0.453348,-0.746554
34400,-0.0734633,-1.12306,-1.68327
34401,0.00326349,-0.00611037,0.019774
34402,-0.0117347,-0.246498,-0.291318
34403,0.0122902,0.462444,0.691892
34404,0.0583263,0.778725,1.2693
34405,-0.224903,-2.24494,-3.50801
34406,0.129359,1.45281,2.18619
34407,0.102765,1.1116,1.95542
34408,0.0658948,0.952037,1.51592
34409,-0.0159008,0.239485,0.262462
34410,0.139011,2.23278,3.3526
34411,-0.0601316,0.733592,0.339279
34412,0.138317,1.70486,2.87998
34413,-0.0658253,-1.12445,-1.62191
34414,-0.0865173,-1.85477,-2.19347
34415,-0.0181922,-0.814762,-0.88502
34416,-0.0172896,-0.0283993,-0.0671213
34417,0.0548545,1.3022,1.45273
34418,0.0568681,1.26839,1.49981
34419,0.00680473,-0.0132623,-0.00979088
34420,-0.00381898,0.0185394,0.0485921
34421,0.246428,1.23589,2.53673
34422,-0.060201,-0.668044,-1.20127
34423,-0.19449,-1.79103,-3.0259
34424,-0.426545,-5.42677,-7.08223
34425,0.124152,2.83125,3.51491
34426,-0.0147899,-0.268579,-0.401725
34427,0.0397174,1.67563,2.16201
34428,-0.0397174,-1.38407,-1.67544
34429,-0.0109709,-0.256219,-0.329274
34430,-0.105959,-2.40512,-3.02252
34431,-0.486399,-2.97075,-6.7771
34432,-0.432309,-4.834,-7.64117
34433,0.0525631,0.721163,1.10061
34434,0.0132623,0.012429,0.0838022
34435,0.0638117,1.05203,1.56504
34436,-0.0615203,-1.12417,-1.83335
