sec,ofi_best,ofi_sum,ofi_integrated
34200,-0.204395,0.697848,2.22059
34201,0.876592,11.3796,30.7404
34202,-0.128631,-4.01516,-11.0326
34203,0.1675,5.2575,14.4051
34204,0.039334,-3.58144,-9.90688
34205,-0.0947702,-2.08965,-5.7159
34206,0.140917,0.928678,2.4751
34207,0.200337,1.77506,4.98413
34208,-0.460672,-6.0806,-16.7595
34209,0.159719,7.82014,21.6102
34210,0.0519552,2.84972,7.85013
34211,-0.0247955,-5.47776,-14.8353
34212,0.0355737,2.85703,7.65497
34213,0.191886,8.68772,24.2229
34214,0.152552,3.0784,8.63247
34215,0.172284,3.61177,9.32474
34216,-0.148531,-4.29742,-11.0175
34217,3.70685,12.7089,30.8067
34218,-0.276492,-4.72561,-12.8447
34219,-0.308753,-2.79985,-7.49781
34220,0.165974,0.565233,1.46858
34221,-0.0582657,-0.696713,-1.85411
34222,-0.166588,-0.825772,-2.12771
34223,-0.268972,-1.11846,-2.86004
34224,-0.282133,-1.99829,-5.2582
34225,-0.0473758,0.122581,0.37681
34226,0.0516387,0.6415,1.7292
34227,0.113572,0.632825,1.68239
34228,0.0161767,0.0332655,0.0991181
34229,0.0652092,1.47792,4.02388
34230,0.351363,4.44811,12.019
34231,0.260558,3.92704,10.6472
34232,0.0736792,1.66063,4.56463
34233,0.0351456,-0.556522,-1.57427
34234,-0.0966131,-0.168096,-0.373599
34235,0.0299519,1.22546,3.43359
34236,-0.0675734,-0.637498,-1.71969
34237,0.143114,1.45104,3.94366
34238,-0.150877,-1.24017,-3.31293
34239,-0.215323,-3.01919,-8.20679
34240,-0.280606,-3.30501,-8.88772
34241,-0.163032,-1.94758,-5.24395
34242,-0.227944,-2.51652,-6.75983
34243,-0.12932,-1.20528,-3.17659
34244,-0.359907,-1.64937,-4.24552
34245,-0.00485858,-0.330625,-0.87722
34246,0.20836,1.08519,2.83466
34247,0.0310316,0.34965,0.967
34248,-0.205643,-1.73647,-4.61254
34249,0.0445091,0.639825,1.72763
34250,0.0440065,0.602017,1.64524
34251,0.0130865,-0.561864,-1.54267
34252,0.105213,0.722086,1.91977
34253,-0.00130307,0.396765,1.10937
34254,-0.226883,-2.04515,-5.41097
34255,0.0315342,0.308864,0.843988
34256,0.0370257,0.308901,0.835775
34257,0.174779,1.88973,5.08709
34258,0.021482,0.615327,1.69983
34259,-0.00372305,-0.179246,-0.475824
34260,0.0922386,1.17935,3.18028
34261,-0.118207,-1.2591,-3.36247
34262,-0.0453654,-0.667878,-1.80091
34263,-0.0887017,-0.731449,-1.95771
34264,0.145664,1.5551,4.2254
34265,0,0.0194157,0.0787667
34266,-0.119491,-1.64203,-4.4264
34267,0.0279229,-0.0150597,-0.0460048
34268,-0.527761,-3.26774,-8.57364
34269,0.0220032,0.0438203,0.11823
34270,0.00225245,0.496413,1.39467
34271,-0.0524578,-0.886682,-2.39439
34272,-0.221577,-2.41283,-6.45141
34273,0.129655,1.22849,3.28916
34274,-7.4461e-05,0.00737164,0.0361844
34275,0.0858908,2.43862,6.71206
34276,0.041996,1.07816,2.9844
34277,0.0304732,0.0770671,0.203538
34278,0.00971716,0.908499,2.52699
34279,-0.00251306,-0.0433921,-0.106622
34280,0.143914,1.89583,5.16288
34281,-0.265416,-3.15497,-8.50731
34282,0.0459797,0.563819,1.50743
34283,-0.0204023,-0.471338,-1.25213
34284,0.0286489,0.482638,1.31971
34285,0,0.00558457,0.0313912
34286,0.0518435,-0.411453,-1.13688
34287,0.11454,2.45386,6.71996
34288,0.0225245,0.0632546,0.174101
34289,-0.0167537,-0.0111691,-0.00156706
34290,0.155623,2.83929,7.72003
34291,0.0521413,0.0242184,0.0555722
34292,-0.0739398,-0.0489395,-0.0752306
34293,0.380663,3.15955,8.40728
34294,0.0289839,-0.0809763,-0.234576
34295,0,0.0130307,0.0616734
34296,0.00372305,-0.0074461,-0.00711896
34297,0,-0.00893532,-0.00818537
34298,-0.0341031,-0.207113,-0.537353
34299,0.0919966,1.32222,3.54913
34300,-0.137064,-0.783758,-2.07706
34301,0.0778862,0.831003,2.24804
34302,0.0937278,0.549224,1.45038
34303,-0.0218915,-0.0447697,-0.0874661
34304,-0.108359,-1.68358,-4.53493
34305,0.148159,1.72733,4.65692
34306,0.213405,0.846808,2.20052
34307,0.00681318,0.0593826,0.17478
34308,-0.00558457,-0.00186152,0.01445
34309,0.00701795,0.0135333,0.0459037
34310,-0.396077,-3.82398,-10.1998
34311,0.0857977,0.512664,1.37892
34312,-0.00558457,-0.0335074,-0.0675872
34313,-0.00396505,-0.410745,-1.13233
34314,0.0617096,2.00136,5.4623
34315,0.0262661,0.892676,2.42163
34316,0.000558457,0.0829123,0.229968
34317,0.111263,1.15884,3.1566
34318,-0.0536305,-1.09983,-3.00945
34319,-0.0396505,-0.0719293,-0.134146
34320,-0.0985491,-1.16222,-3.07778
34321,1.86152e-05,-0.0856115,-0.207966
34322,0.442168,5.08448,13.7099
34323,0.0328001,0.65898,1.71842
34324,0.00640365,0.460132,1.3076
34325,0.177199,0.109923,0.140033
