sec,ofi_best,ofi_sum,ofi_integrated
34200,0.387961,9.59015,5.49021
34201,-2.52298,-18.0805,-10.4148
34202,-1.13569,-12.5592,-7.24485
34203,-2.1625,-12.8415,-7.37542
34204,-1.56065,-8.49991,-4.91568
34205,-1.71394,-4.29682,-2.45557
34206,0.557452,7.79552,4.55173
34207,-0.531729,-5.59496,-3.17401
34208,-2.36124,-17.256,-9.96141
34209,-2.14207,-19.662,-11.3072
34210,-0.423551,-3.35845,-1.89177
34211,-0.297754,0.678315,0.416315
34212,1.19031,15.5572,9.00864
34213,1.92078,9.54962,5.59502
34214,0.118749,-1.10222,-0.546916
34215,-1.28263,-12.3193,-7.06874
34216,0.0817502,4.2496,2.47764
34217,0.335105,3.26508,1.94777
34218,1.40949,8.31033,4.93161
34219,0.496844,3.82676,2.27773
34220,-0.255822,-3.62626,-2.02065
34221,-0.420732,-6.3818,-3.61063
34222,-0.292821,-0.39078,-0.208883
34223,0.545824,8.36847,4.86075
34224,0.255469,1.26713,0.795984
34225,0.10395,3.25838,1.94064
34226,0.56908,11.1008,6.40392
34227,0.446455,2.29182,1.41161
34228,-1.01906,-17.5654,-9.96928
34229,1.29038,13.4328,7.77827
34230,-0.357305,-7.13165,-3.97671
34231,-0.514463,-5.89764,-3.35176
34232,0.202614,0.0764646,0.111918
34233,-0.0232565,3.93634,2.28389
34234,0.198738,1.96095,1.17452
34235,-0.340391,-5.09635,-2.86149
34236,-1.28439,-14.0061,-8.05337
34237,-2.18153,-20.5655,-11.8139
34238,1.3517,11.4443,6.6496
34239,0.0810455,2.29323,1.36371
34240,0.211775,2.04834,1.23876
34241,0.1709,2.46801,1.48952
34242,-0.250184,3.313,1.9034
34243,-1.46058,-20.8724,-11.9425
34244,-0.17971,-3.30419,-1.82584
34245,-0.592337,-9.43933,-5.36122
34246,-0.00140949,0.306563,0.22512
34247,1.44014,18.5781,10.7297
34248,-0.0140949,-0.624402,-0.30428
34249,0.50072,5.80955,3.40277
34250,2.75766,33.4619,19.3135
34251,-0.62546,-8.61725,-4.90159
34252,-0.175129,-3.88067,-2.17005
34253,-0.351314,-5.16823,-2.89521
34254,-0.0916166,0.529262,0.339421
34255,0.200852,2.44194,1.45093
34256,0.171253,-0.556042,-0.242718
34257,0.500368,3.64,2.15356
34258,0.196976,4.80529,2.79279
34259,0.177948,0.459493,0.344228
34260,-1.40526,-15.5058,-8.8804
34261,-0.116635,-2.77845,-1.52218
34262,-0.152225,-0.95986,-0.499585
34263,-0.380914,-8.58201,-4.84807
34264,0.322068,6.68343,3.85096
34265,0.210366,3.35246,1.9897
34266,0.173014,3.39299,1.99445
34267,-0.229394,-3.07057,-1.70693
34268,-0.667392,-11.6265,-6.6021
34269,0.596565,10.4852,6.01418
34270,-0.0257231,-1.30096,-0.665695
34271,-0.140596,1.10151,0.669014
34272,-0.312906,-3.13082,-1.7495
34273,-0.409456,-4.64144,-2.61346
34274,-0.0352372,-0.484159,-0.219103
34275,0.257584,5.1552,3.00638
34276,-0.0144472,-0.882691,-0.452258
34277,0.275202,4.08469,2.40312
34278,-0.103597,-3.4698,-1.93474
34279,0.0884453,2.43771,1.44913
34280,0.320658,6.80112,3.92029
34281,0.241022,0.0475702,0.109916
34282,-0.103597,-5.14603,-2.82949
34283,0.0327706,-0.0377038,0.033977
34284,0.322068,4.22353,2.46864
34285,0.590575,7.50446,4.38514
34286,0.450683,9.74801,5.59594
34287,1.5522,18.663,10.791
34288,-0.571899,-12.2646,-6.93422
34289,-0.130025,0.261107,0.191745
34290,-0.278374,-2.77281,-1.53306
34291,0.524329,5.28275,3.05939
34292,-2.50677,-15.2813,-8.92502
34293,2.64807,17.0255,10.0229
34294,-0.0831597,-0.538424,-0.245178
34295,0.0581413,0.130377,0.138668
34296,0.209309,1.45635,0.895226
34297,0.591632,9.68176,5.61109
34298,-0.0866834,-1.53387,-0.824535
34299,-0.017971,0.603613,0.397287
34300,0.00387609,0.0278374,0.0718041
34301,-1.01413,-17.0622,-9.70935
34302,0.061665,4.10266,2.37744
34303,0,0.691705,0.443445
34304,0.290354,6.1732,3.58154
34305,0.452093,5.98186,3.48168
34306,0.0144472,0.480635,0.32924
34307,0.357657,0.413684,0.316777
34308,0.154339,1.43521,0.881215
34309,1.54304,14.184,8.26127
34310,0.134254,2.29359,1.37555
34311,-0.00281897,0.0665982,0.0907751
34312,-0.38338,-4.11887,-2.30244
34313,-0.327706,-6.0548,-3.38255
34314,-0.205785,-1.98738,-1.09319
34315,0.100426,1.50674,0.931357
34316,0.495082,7.08549,4.12431
34317,-0.965498,-8.1204,-4.65984
34318,0.300925,4.06531,2.37539
34319,0.046513,1.05042,0.644115
34320,0.292821,1.63818,1.02681
34321,0.13813,-1.12336,-0.587281
34322,0.407342,2.84434,1.72124
34323,0.696639,5.38177,3.15814
34324,0.0380561,0.274145,0.208241
34325,-0.609603,-8.75009,-4.93424
34326,0.190985,1.46657,0.903383
34327,0.0239613,0.174424,0.15833
34328,0.130025,-2.42678,-1.32695
34329,-0.365762,-2.47893,-1.37898
34330,-1.59201,-20.8519,-11.9181
34331,0.0845692,2.66393,1.57491
34332,-0.0792836,-0.125092,-0.0245133
34333,0,0,0.0538304
34334,0.114521,0.680077,0.480885
34335,-0.114521,-0.156101,-0.0353644
34336,-1.46974,-14.2274,-8.1517
34337,0.0472178,0.039818,0.078279
34338,-1.01871,-14.2932,-8.16553
34339,0.061665,0.12333,0.133918
34340,2.22135,25.9419,14.9606
34341,-0.121921,-3.95749,-2.20088
34342,0.489092,2.92151,1.75686
34343,-0.538071,-10.2938,-5.81878
34344,0.00810455,0.113816,0.118211
34345,0.151872,1.29285,0.79378
34346,0.844987,15.9949,9.21491
34347,0.159977,1.23295,0.762704
34348,0.21847,5.3268,3.10161
34349,0.366114,8.43613,4.87572
34350,-0.364,-7.35752,-4.12734
34351,-0.833006,-17.9273,-10.1666
34352,-0.154339,-2.96027,-1.63559
34353,0.144825,1.93276,1.1524
34354,0.188519,1.3154,0.808328
34355,-0.454207,-10.4002,-5.88597
34356,0.429541,6.15417,3.59191
34357,-0.263574,-3.33097,-1.84506
34358,0.474645,5.69961,3.33035
34359,-0.000352372,-0.473587,-0.220828
34360,-0.143063,-1.81929,-0.988636
34361,0.086331,0.976774,0.610019
34362,0.621583,8.6021,4.99974
34363,-0.0352372,0.360829,0.267547
34364,0.215651,3.38876,1.99895
34365,-0.498606,-6.916,-3.91882
34366,0.0225518,-5.44203,-3.04319
34367,0.675496,8.95623,5.19859
34368,0.00916166,-0.248774,-0.0859285
