sec,ofi_best,ofi_sum,ofi_integrated
34200,-0.505562,-3.19859,-1.55513
34201,0.35907,9.87498,5.25505
34202,0.209825,7.08778,4.26047
34203,-4.40962,-48.1468,-25.9372
34204,2.11422,24.2025,12.172
34205,-1.2193,0.74072,-0.147951
34206,-2.72992,-10.3293,-5.69321
34207,0.142637,1.74744,0.737735
34208,-0.272607,-4.79237,-2.28497
34209,-0.110144,4.55171,1.92234
34210,0.219738,2.83511,1.16327
34211,0.109043,-0.914197,-0.266664
34212,0.0644343,2.79326,1.19998
34213,-0.0523185,2.44961,0.976317
34214,0.0919704,0.885559,0.33204
34215,0.736865,2.59445,1.54039
34216,0.126666,-1.81573,-0.767388
34217,-0.0550721,-0.0600286,-0.108553
34218,1.83555,13.7091,8.08221
34219,0.0980283,1.33605,0.671588
34220,-0.0159709,-1.87961,-1.0959
34221,0.258288,1.52219,0.945045
34222,-1.00451,-4.77695,-3.06014
34223,-0.524286,-1.96112,-1.27238
34224,-0.1911,-0.125014,-0.210997
34225,-0.594779,-6.0717,-3.40342
34226,-0.188897,-0.463707,-0.458092
34227,-0.123912,-1.4104,-0.771066
34228,0.178984,1.76947,0.895803
34229,0.239013,1.41535,0.776292
34230,0.338693,3.41337,1.75672
34231,0.156955,1.13228,0.524339
34232,0.277563,1.76781,0.93704
34233,-0.712082,-4.17336,-2.39995
34234,-0.0418548,1.63399,0.817084
34235,0.28252,1.63839,0.929159
34236,0.908139,5.04956,2.81957
34237,-0.162463,-0.0567242,-0.0388313
34238,0.0402026,-0.00936225,-0.0652749
34239,-2.58233,-1.47813,-1.54034
34240,-1.21159,-4.17887,-2.63093
34241,0.110144,0.65701,0.29061
34242,-0.00550721,1.50787,0.747543
34243,-0.0688401,0.14539,-0.0973634
34244,-0.377244,-1.55138,-0.883078
34245,-1.65932,-2.18691,-1.6586
34246,-0.0176231,-0.514373,-0.325471
34247,0.158057,1.34211,0.705598
34248,-0.0759995,-1.42306,-0.863995
34249,0.110144,1.31402,0.675064
34250,-0.0291882,0.652604,0.300278
34251,-0.367331,-6.42967,-3.51432
34252,0.0550721,2.47659,1.1678
34253,0.115651,-1.41756,-0.699813
34254,0.61846,4.17722,2.30786
34255,0.0253332,-0.0346954,-0.0470567
34256,0.00550721,-0.506112,-0.298098
34257,0.193303,3.64687,1.7463
34258,0.0319418,-0.819473,-0.46551
34259,0.348606,2.139,1.17731
34260,0,0,-0.0594098
34261,-0.013768,0.453794,0.151955
34262,0.013768,0.135477,-0.00576572
34263,0.382751,6.63178,3.38843
34264,-0.051217,-1.04912,-0.788473
34265,-0.0897675,-2.87531,-1.57305
34266,-0.238462,-6.73311,-3.38383
34267,0.0341447,3.02125,1.30869
34268,0,-0.0528692,-0.0979728
34269,-0.322172,-6.40929,-3.22517
34270,0.437272,7.30366,3.57327
34271,0.00826081,0.00826081,-0.0528285
34272,0.0688401,0.629474,0.288874
34273,-0.0539706,-0.5733,-0.36785
34274,-0.0110144,-1.6428,-0.8689
34275,-0.952196,-8.85835,-4.70782
34276,0.344201,2.7883,1.50373
34277,-0.12226,1.05683,0.377408
34278,0.0688401,0.202115,0.0725749
34279,-0.12997,-1.35643,-0.758792
34280,0,-0.366229,-0.184338
34281,-0.051217,1.2573,0.435276
34282,0.132173,1.79755,0.813105
34283,0.047362,-1.16643,-0.484682
34284,-0.102985,-1.4148,-0.731891
34285,-0.239013,-0.640488,-0.432603
34286,-0.051217,0.587619,0.22169
34287,-0.0589271,-1.02654,-0.499679
34288,0,0.3822,0.0903154
