sec,ofi_best,ofi_sum,ofi_integrated
34200,-0.333689,-0.154459,-0.126621
34201,-1.65752,-30.4619,-20.3484
34202,-0.209102,1.98319,2.28676
34203,-0.606906,-3.37186,-2.34719
34204,0.652807,6.52807,4.70689
34205,-1.14897,-9.24494,-6.2724
34206,1.73912,9.07591,6.11753
34207,-0.65135,-2.69283,-1.8764
34208,0.0990868,-4.47639,-2.85676
34209,1.13003,4.70298,2.93826
34210,0.248446,0.233145,0.199401
34211,-0.587235,-3.02652,-2.16813
34212,0.0823295,-1.81781,-1.3533
34213,0.141344,0.260103,0.220595
34214,0.036429,0.23096,0.13157
34215,0,0.673207,0.48752
34216,-1.48849,-6.46687,-4.68788
34217,0.0728579,0.0174859,0.00761225
34218,-0.610549,-4.15509,-2.93026
34219,-0.0102001,-0.945696,-0.677975
34220,-0.767194,-4.04653,-2.89663
34221,-0.296532,-0.942053,-0.724329
34222,-0.659364,-3.6123,-2.57488
34223,-0.534049,-2.71906,-1.97771
34224,-0.202545,-0.883767,-0.618995
34225,0.209102,9.5269,6.27127
34226,0.393433,2.66879,1.76024
34227,-0.0888867,-1.17447,-0.807348
34228,0.0510005,0.332961,0.15546
34229,-0.817466,0.471391,0.227402
34230,-0.208374,-2.2892,-1.54325
34231,0.0728579,7.27778,4.92165
34232,0.121673,1.58393,1.07795
34233,0.0531863,0.372304,0.217278
34234,-0.0816009,-5.83883,-3.87904
34235,0.0102001,0.582863,0.371282
34236,-0.472848,-5.64867,-3.90186
34237,-0.211288,0.228045,0.130424
34238,1.09433,7.7346,5.24411
34239,0.885952,11.6245,8.02385
34240,0.568292,2.05386,1.40308
34241,0.0517291,2.71469,1.83569
34242,-0.720565,-9.88901,-6.76475
34243,-0.57922,-7.86064,-5.35093
34244,0.775208,6.10549,4.13215
34245,-0.190159,-1.71653,-1.16161
34246,-0.678307,-9.16553,-6.27287
34247,0.564649,10.1637,6.91076
34248,0.381047,4.60171,3.15521
34249,-0.13843,-1.5781,-1.04604
34250,-0.0218574,-1.48047,-1.01329
34251,0.358461,5.89493,3.92845
34252,0.464105,4.75179,3.2415
34253,0.252817,4.64834,3.08545
34254,-0.218574,-1.77482,-1.23853
34255,0.00874295,3.51612,2.38977
34256,0.0539149,0.405819,0.243909
34257,0.327861,4.02176,2.74731
34258,-0.52822,-5.03594,-3.43874
34259,0.145716,1.63347,1.08635
34260,-1.05061,-8.66354,-5.84698
34261,-0.204002,5.48474,3.54061
34262,-1.20653,-4.18277,-2.79051
34263,-0.296532,-1.91179,-1.29747
34264,0.893967,16.2633,11.0022
34265,-0.771565,-4.29789,-2.91975
34266,0.735865,6.82752,4.64977
34267,0.022586,4.57183,3.03748
34268,-0.0990868,2.83927,1.95281
34269,-0.103458,3.25311,2.19368
34270,0.0182145,-0.285603,-0.183452
34271,0.150816,2.14639,1.47122
34272,-1.69249,-18.7959,-12.7676
34273,-0.16393,-1.52637,-1.06595
34274,0.041529,5.0782,3.45282
34275,-1.21964,-6.93607,-4.72261
34276,-0.069215,4.64688,3.10701
34277,0.112201,2.80503,1.89122
34278,-0.272489,2.41815,1.63506
34279,-0.176316,0.929667,0.626248
34280,-0.628764,2.4269,1.62467
34281,-0.437148,3.15912,2.1013
34282,0.041529,0.417476,0.271394
34283,-1.74203,-4.49388,-3.13336
34284,-0.368661,1.78356,1.2357
34285,0.217845,2.49466,1.70454
34286,-0.0116573,0.150087,0.0986767
34287,0.0998154,3.53944,2.41504
34288,0.109287,0.0903438,0.0518883
34289,0.28196,2.58208,1.69968
34290,0.164659,9.72653,6.61301
34291,-0.022586,0.527491,0.361076
34292,0.370118,3.22906,2.27341
34293,0.123858,8.04351,4.88741
34294,-0.606178,-11.7731,-7.38879
34295,-0.590149,-2.99519,-2.07181
34296,-0.418204,-1.52492,-1.06957
34297,-1.16791,-15.9632,-10.7345
34298,-1.55333,-12.2991,-8.43773
34299,-0.468476,-3.5562,-2.42846
34300,0.183602,2.4932,1.67209
34301,0.036429,-0.349718,-0.254708
34302,0.354818,5.93063,4.03814
34303,0.457548,5.40606,3.65908
34304,-0.0335146,-0.671021,-0.479366
34305,0,0,-0.0103803
34306,-0.418933,-5.29896,-3.60841
34307,-0.273217,-2.79993,-1.89552
34308,0,0,-0.0103803
34309,0.0801437,2.71177,1.78942
34310,0.545706,8.43403,5.77968
34311,0.00947153,-0.117301,-0.0878971
34312,-0.0568292,1.24004,0.803938
34313,-0.0218574,-1.13003,-0.751772
34314,0.984311,-2.74529,-1.82767
34315,-0.859723,-1.30124,-0.919221
34316,0.286332,3.05348,2.14118
34317,0.829123,11.1596,7.56968
34318,-0.0663007,-1.33913,-0.910893
34319,-0.35919,-4.59661,-3.10188
34320,0.139887,2.21925,1.52568
34321,0.847338,8.91125,6.07064
34322,-0.314746,-0.875752,-0.578084
34323,0.593063,9.3994,6.29182
