sec,ofi_best,ofi_sum,ofi_integrated
34200,-1.1938,-24.5739,-14.5762
34201,-3.45111,-27.664,-18.866
34202,0.930683,5.50069,4.57707
34203,0.996778,12.086,7.67475
34204,-0.383037,-6.24096,-3.44933
34205,0.508933,6.32405,3.15012
34206,-0.258715,-0.938866,-0.782532
34207,-0.28956,-16.6484,-8.96852
34208,-0.142262,0.123378,0.111847
34209,-0.0705015,-21.7044,-15.6328
34210,-5.09122,-22.6776,-16.0468
34211,0.840353,3.25849,2.54021
34212,-0.594856,-7.6705,-5.14917
34213,0.226612,-4.81645,-3.23588
34214,0.0040916,2.4216,1.69339
34215,0.535686,4.38116,2.6941
34216,-0.731138,-11.4244,-7.60453
34217,-0.0443782,1.12834,0.647857
34218,0.327014,3.09168,2.08432
34219,-0.0937922,1.00811,0.796875
34220,-0.160832,-4.04691,-2.65822
34221,1.50886,13.992,9.36295
34222,0.259974,1.71029,1.10838
34223,-0.750023,-6.97367,-4.9248
34224,0.440949,11.031,7.37481
34225,-0.932256,-10.7845,-7.24216
34226,-0.137226,3.43884,2.20396
34227,0.252421,6.15472,3.89468
34228,-0.291133,-3.57952,-2.35972
34229,-0.163979,0.965934,0.660833
34230,-0.311591,0.274767,0.186009
34231,-1.20199,-15.3564,-10.1386
34232,0.672597,9.09564,5.95391
34233,-1.02983,-3.84642,-2.62355
34234,-0.911484,-9.54981,-6.37836
34235,-0.763556,-5.4006,-3.50646
34236,-0.57188,-7.69033,-4.90541
34237,-0.468646,0.629478,0.194258
34238,0.169644,0.874345,0.777419
34239,0.0509877,1.48557,1.02751
34240,-0.179716,-3.35826,-1.9789
34241,-0.0258086,1.83776,1.02634
34242,-0.021717,0.53002,0.330047
34243,0.780238,8.38905,5.57559
34244,-0.519319,-6.41658,-4.21618
34245,-0.231333,-7.67113,-4.45323
34246,-4.0617,-39.9898,-27.1807
34247,1.72068,23.6136,15.4529
34248,-0.497602,-1.71029,-1.286
34249,0.290189,1.61618,1.38014
34250,-0.623183,-4.57882,-2.93557
34251,-0.0393424,-1.50193,-0.967255
34252,-0.618777,-8.71134,-5.65769
34253,0.529391,5.72667,3.96563
34254,0.266269,2.73508,1.81671
34255,0.667246,8.33019,5.38384
34256,0.322922,5.54507,3.59038
34257,0.433395,7.11876,4.70286
34258,-0.528132,-6.50345,-4.26154
34259,0.0629478,1.07609,0.806436
34260,-0.580378,-12.2049,-7.78822
34261,-0.12023,1.99859,1.22076
34262,-0.181919,-3.91252,-2.40879
34263,-0.212449,-1.00307,-0.576772
34264,-1.29421,-12.1467,-8.02502
34265,-0.069872,-0.71131,-0.359881
34266,-0.394683,-7.58049,-4.88766
34267,0.208987,2.50878,1.63181
34268,-0.334253,-3.09986,-2.08723
34269,-0.36195,-3.7605,-2.44367
34270,0.462351,6.56419,4.31293
34271,-0.050673,-1.39964,-0.891916
34272,0.294596,3.75956,2.5571
34273,-0.169959,-2.23622,-1.47566
34274,0.0525614,0.697147,0.429521
34275,0.505156,6.95447,4.57233
34276,0.133764,1.05595,0.759215
34277,-0.37391,-4.55427,-2.98034
34278,0.125896,1.34362,0.974809
34279,-0.894488,-18.2977,-11.7085
34280,-0.777405,-9.9854,-6.48297
34281,0.343065,2.56732,1.78082
34282,0.337715,2.86224,2.01706
34283,0.86805,13.2537,8.14513
34284,-1.03392,-18.7934,-11.738
34285,0.697776,13.7972,8.67331
34286,-0.52467,-6.24725,-3.6756
34287,-0.111103,-4.07178,-2.55015
34288,0.175939,9.39275,5.86197
34289,0.07837,5.2467,3.18044
34290,-0.659378,-3.70542,-2.3062
34291,-0.267213,-2.2507,-1.27864
34292,0.664728,9.79625,6.41659
34293,-0.790624,-8.09917,-5.36121
34294,0.489104,8.5461,5.89583
34295,-0.0947364,-1.53183,-1.01426
34296,-0.503897,-2.65923,-1.80271
34297,1.51893,18.3688,12.2171
34298,-0.264381,-5.02418,-3.24119
34299,0.377687,3.54427,2.39253
34300,-0.445041,-4.33553,-2.85409
