sec,ofi_best,ofi_sum,ofi_integrated
34200,-0.328493,0.728684,-0.371342
34201,-1.76044,-6.6725,-6.74868
34202,1.67677,6.42579,6.39979
34203,0.0157386,-1.12282,-0.333588
34204,-0.0579773,0.540494,0.125146
34205,0.00645687,-3.10669,-1.30448
34206,-0.0290559,-0.0425077,-0.0596424
34207,-0.24415,-3.08934,-1.4108
34208,0.0330914,0.728953,0.308939
34209,-0.037127,-1.30348,-0.363093
34210,-0.603179,-6.04739,-3.22203
34211,-0.183348,-0.00188325,-0.294379
34212,0.248589,6.51484,2.57248
34213,-0.260561,-3.61706,-1.88502
34214,0.00417006,1.0826,0.371884
34215,1.51817,10.2773,6.99092
34216,-0.481171,-1.05166,-0.824939
34217,-0.0252894,0.680661,0.231679
34218,-0.169089,-0.951984,-0.578897
34219,-0.018429,-0.743347,-0.329382
34220,0.188729,2.57535,1.23933
34221,-0.0508478,-0.291904,-0.149461
34222,0.0305356,-0.00255584,-0.00301391
34223,-0.358087,-3.20005,-1.94421
34224,0.979022,11.9348,5.70291
34225,0.672321,5.05263,3.02987
34226,-0.480229,-9.64723,-4.22585
34227,-0.307508,-4.46627,-2.5066
34228,0.29446,2.82165,1.61221
34229,0.132231,0.941357,0.571377
34230,0.147701,1.79272,0.848689
34231,0.00887819,0.391179,0.163147
34232,0.201508,2.06929,0.978876
34233,0.354321,2.30712,1.40552
34234,-0.00981982,-0.761507,-0.52381
34235,-0.0200432,0.272668,0.103581
34236,0.599278,7.70076,3.64709
34237,0.0786931,5.14639,1.33753
34238,0.548968,8.60001,3.97331
34239,-0.433417,-12.8079,-4.52405
34240,0.0283833,0.665999,0.342864
34241,-0.856611,-8.40993,-4.4529
34242,-0.14501,-4.83606,-2.38903
34243,0.018698,1.40571,0.101805
34244,0.00995434,1.91554,0.856167
34245,-0.225318,-1.72654,-0.921959
34246,0.260427,3.15889,1.71111
34247,-0.00739849,0.188729,0.0521534
34248,-0.134384,-0.283161,-0.211096
34249,0.138285,0.260561,0.203383
34250,-0.652816,-5.82181,-3.23487
34251,-0.0439874,1.2642,0.304884
34252,0.0539417,0.432072,0.225113
34253,0.216978,3.61813,1.62248
34254,0.498255,11.947,4.43141
34255,-0.35042,-5.10577,-0.967342
34256,0.00578428,-1.61825,-0.496613
34257,0.0207158,1.92549,0.745964
34258,0.214825,6.90266,2.50543
34259,-0.0246168,1.33845,0.530827
34260,-0.114744,-6.888,-2.62529
34261,1.25384,12.9371,7.16801
34262,-0.702991,-9.0115,-3.81719
34263,-0.828631,-7.71286,-4.36258
34264,0.729626,5.88853,3.27188
34265,-0.218861,-3.89726,-1.52818
34266,0.33078,3.74714,1.75872
34267,0.358894,5.57967,2.558
34268,0.0961804,0.869256,0.388584
34269,-0.126043,-1.31612,-0.495216
34270,0.280201,5.71177,2.38539
34271,-0.025693,-1.38392,-0.554269
34272,-0.193975,-1.67825,-0.917009
34273,0.112188,1.43181,0.514028
34274,-0.104251,-1.35783,-0.565997
34275,-0.0224645,-0.152005,-0.146504
34276,-0.582329,-7.83433,-3.62431
34277,0.0917413,1.80833,0.895631
34278,0.326072,5.13913,2.42214
34279,-0.00901271,-0.305221,-0.13031
34280,-0.211597,-1.88836,-1.11959
34281,0.044929,0.0780205,0.0704219
34282,-0.306701,-3.46371,-1.56036
34283,-0.0465432,-0.567666,-0.150257
34284,0.077886,1.28572,0.488968
34285,-0.0123757,0.541839,0.180993
34286,0.183752,1.15632,0.685405
34287,-0.0437184,-0.0357818,-0.029715
34288,-0.0349747,-1.67421,-0.678159
34289,-0.0605331,-0.798903,-0.284884
34290,-0.0570357,-1.75183,-0.831848
34291,-0.0891855,-0.697476,-0.20496
34292,0.143934,0.223704,0.212379
34293,-0.244419,-5.47193,-2.41205
34294,-0.662232,-10.0952,-4.57992
34295,-0.0153351,-0.602103,-0.509779
34296,0.0934901,0.888895,0.424455
34297,0.0052462,0.465432,0.480861
34298,-0.0439874,-0.0406245,-0.0755288
34299,-0.0161422,-0.683217,-0.538778
34300,-0.924408,-9.02051,-5.05607
34301,-0.705682,-10.0159,-4.76337
34302,-0.096853,1.73986,0.55809
34303,-0.287331,-3.4021,-1.56541
34304,-0.273475,-4.03568,-1.62002
34305,-1.25357,-5.04429,-3.59332
34306,-0.44929,-6.04309,-2.37196
34307,-0.585423,-5.75818,-3.13811
34308,0.116224,-0.000538072,-0.0565995
34309,0.329569,6.12743,2.44992
34310,0.0605331,0.417948,0.233487
34311,-0.153754,-1.72035,-0.749415
34312,0.378803,5.13227,2.33854
34313,0.0217919,1.18201,0.532772
34314,0.0192361,0.0330914,0.0305342
34315,0.524889,4.70921,2.43286
34316,-0.0177564,-0.0160076,-0.0760421
34317,-0.154561,-2.80874,-1.14559
34318,0.294056,5.86041,2.43247
34319,0.0247513,-0.91284,-0.28192
34320,-0.0228681,0.633042,0.156515
34321,-0.0247513,-0.712139,-0.289649
34322,-0.356876,-1.41365,-0.741337
34323,-0.262176,-2.53378,-1.09065
34324,-0.0133173,-1.60736,-0.683583
34325,0.115686,1.2794,0.706393
34326,0.0577082,-0.652278,-0.19227
34327,-1.1095,-14.4361,-6.74226
34328,0.070622,-1.00983,-0.216331
34329,0.0605331,0.589862,0.653304
34330,0.48709,10.5275,4.03526
34331,-0.388085,-2.62647,-1.42557
34332,0.137881,1.59162,0.732104
34333,-0.642055,-5.01806,-3.04939
34334,-0.229353,-3.43532,-1.42995
34335,0.0956423,2.84667,1.05862
34336,-0.00470813,0.834416,0.342384
34337,0.177967,2.85394,1.45541
34338,-0.106942,-0.712139,-0.465528
34339,-0.389564,-6.64385,-2.90941
34340,0.266211,3.17059,1.42392
34341,0.120259,3.23207,1.44194
34342,0.0774824,-0.411625,-0.140584
34343,-0.0100889,0.0429113,0.0322112
34344,-1.01615,-8.55629,-4.55059
34345,-0.320018,-3.29314,-1.39115
34346,-0.0559595,-3.11275,-1.07557
34347,-0.118779,-1.73609,-0.374139
34348,0.0590534,3.61733,1.19015
34349,0.193975,2.69601,1.00477
34350,0.0396828,0.386067,0.174035
34351,0.17716,3.72346,1.4759
34352,-0.0365889,0.313158,0.178233
34353,-0.776573,-7.13201,-3.35677
34354,0.214825,3.94071,1.47626
34355,0.0269036,0.665057,0.285515
