sec,ofi_best,ofi_sum,ofi_integrated
34200,-0.0142364,-0.192057,-0.291216
34201,0.0825961,-1.45608,-2.24976
34202,-0.0538197,-1.1161,-1.78621
34203,-0.525693,-5.53373,-8.47136
34204,-0.493594,-2.12621,-3.90435
34205,-0.0595714,0.559167,0.936194
34206,-0.163442,-1.95903,-3.40036
34207,-0.00762728,-0.945693,-1.41253
34208,-0.509849,-4.05334,-6.82764
34209,0.00162549,-0.00616256,0.0440183
34210,-0.299625,-4.91154,-7.92049
34211,-0.365091,-2.72049,-4.74799
34212,-0.261328,-1.55157,-2.52134
34213,0.0980472,1.13955,1.91134
34214,0.0488182,1.02668,1.63944
34215,-0.00282227,-0.405818,-0.540695
34216,0.0213993,0.4648,0.746198
34217,-0.0881871,-0.68199,-1.02409
34218,-0.0208812,-1.10074,-1.73066
34219,-0.111837,-1.80129,-2.87403
34220,-0.0159691,0.0395833,0.139944
34221,-0.0304019,-0.813547,-1.38235
34222,-0.624633,-1.53482,-2.84565
34223,-0.327008,-2.72776,-4.27974
34224,-0.46605,-1.95416,-2.86196
34225,-0.194826,-5.69083,-8.85941
34226,-0.264686,-1.86892,-3.1758
34227,-0.00523371,0.155207,0.388555
34228,0.214153,10.4404,15.6566
34229,0.00973505,0.260917,0.445122
34230,0.0636976,0.265401,0.546107
34231,0.0157368,-0.0245431,0.0177959
34232,0.0557131,0.292409,0.547007
34233,-0.00364395,-0.246234,-0.339829
34234,0.0787914,1.44836,2.40636
34235,0.0187556,-0.195505,-0.257114
34236,-0.0151652,-0.00417982,0.0325054
34237,0.203472,1.74307,3.04697
34238,0.0035725,0.74901,1.26412
34239,-0.0230783,-0.138649,-0.193867
34240,0.00348318,-0.352963,-0.49655
34241,-0.0556238,-0.329456,-0.503691
34242,0.0629474,0.414463,0.72235
34243,-0.00707354,-0.344764,-0.47399
34244,-0.212831,-0.595106,-1.00551
34245,0.109836,0.913898,1.47941
34246,-0.140256,-1.13582,-1.77491
34247,-0.000839537,0.0295267,0.100281
34248,0.00350105,0.428503,0.679478
34249,-0.00714499,-0.0931707,-0.0862032
34250,0.0103781,0.371039,0.595244
34251,-0.0267401,-0.418929,-0.594255
34252,-0.00855613,-0.150599,-0.247089
34253,-0.0116642,-0.321614,-0.43782
34254,0.0214707,-0.145222,-0.147297
34255,-0.0504437,-0.609754,-0.954098
34256,-0.0866688,-1.68549,-2.71501
34257,-0.000910987,0.0212564,0.0853052
34258,0.00289372,0.354267,0.614047
34259,0.0979757,1.58831,2.69517
34260,0.0365109,0.0208991,0.116093
34261,0.0820424,1.32545,2.15864
34262,0.194755,1.92095,3.25783
34263,-0.0391724,0.413981,0.649818
34264,0.0441203,1.1099,1.85669
34265,-0.00907414,0.41014,0.680496
34266,0.0258292,-0.252254,-0.195013
34267,-0.0176124,-0.0797024,-0.0971144
34268,-0.0325454,-0.0571957,-0.0559236
34269,-0.217297,-1.84191,-3.06693
34270,-0.0112891,-0.48477,-0.690706
34271,-0.0263829,-0.729254,-1.09306
34272,-0.0526407,0.171033,0.264959
34273,0.0433522,-0.783967,-1.13246
34274,-0.0216851,0.271027,0.434542
34275,0.0307413,0.277351,0.519018
34276,-0.0178268,-0.0521942,-0.0226168
34277,-0.120465,-1.52335,-2.44161
34278,-0.116106,-1.99411,-3.16802
34279,-0.00503722,-0.366949,-0.532998
34280,-0.0168086,-1.47349,-2.30902
34281,-0.215457,-1.48389,-2.57144
34282,0.00409051,0.785735,1.25916
34283,-0.275475,-1.142,-1.8026
34284,0.0351176,0.0386008,0.145171
34285,0.0571778,0.980507,1.55441
34286,-0.0241858,0.522692,0.837271
34287,-0.0616256,0.313665,0.504297
34288,-0.150223,-0.535374,-0.764638
34289,-0.0607324,-0.330295,-0.448864
34290,0.0562132,0.775553,1.4134
34291,-0.000160762,0.110462,0.198689
34292,-0.10312,-1.12639,-1.8358
34293,-0.489182,-6.91582,-10.584
34294,-0.111337,-1.843,-2.76411
34295,0.00762728,3.7401,5.40136
34296,0.0274725,0.0548378,0.148655
34297,-0.0496934,-3.82068,-5.49422
34298,0.00814529,1.73077,2.57695
34299,-0.0170944,-2.0036,-2.91648
34300,-0.000392975,-0.0204883,0.00954467
34301,-0.311254,-7.75557,-13.5031
34302,-0.061572,-0.0897947,-0.12495
34303,0.0889552,2.29322,4.37596
34304,0.0124502,1.59031,2.78725
34305,0.319703,3.9878,6.42967
34306,-0.0168979,-0.00614469,0.0414357
34307,-0.0204704,-0.0307771,-0.0186715
34308,-0.049747,-0.336583,-0.486306
34309,-0.0995833,0.244305,0.35627
34310,-0.00803812,-1.16624,-1.72128
34311,0.0383329,5.16706,7.65373
34312,-0.156207,-2.01694,-2.94755
34313,-0.136201,-1.79772,-2.66457
34314,0.0233999,3.65206,5.35326
34315,0.109497,1.97773,2.86503
34316,-0.166675,-9.90432,-14.8258
34317,-0.10864,-2.07319,-3.52315
34318,0.0932422,-3.16023,-6.54147
34319,0.0652874,3.63818,7.45999
34320,-0.0104496,1.90929,3.24151
34321,-0.0183805,1.96414,3.18672
34322,-0.0351355,-3.46209,-5.71279
34323,-0.0451385,-1.36159,-2.3688
34324,-0.0959751,-2.57311,-5.02827
34325,-1.69733,-4.02826,-8.17001
34326,-0.747438,-8.56258,-13.3295
34327,0.016755,3.05875,4.8632
34328,-0.219923,-2.5713,-3.93043
34329,-0.0871332,-2.5715,-4.12633
34330,0.0593928,2.23508,3.59305
34331,-0.0262578,-1.14347,-1.73539
34332,-0.0113427,0.377649,0.579537
34333,-0.248163,-3.58527,-6.12671
34334,-0.612076,-3.2668,-5.98588
34335,-0.320542,-2.7746,-4.61077
34336,-0.123876,-0.0967432,-0.169166
34337,0.0347783,0.557077,0.956191
34338,-0.0834892,-0.562168,-0.88388
34339,0.00255434,-0.00800239,0.0369093
34340,-0.303519,0.143704,0.108059
34341,0.289497,-0.59575,-0.68707
34342,-0.128753,-1.87399,-2.74933
34343,-0.0912416,-3.69253,-5.5179
34344,0.0455136,1.85982,2.84983
34345,-0.0138434,-0.0200417,0.0162577
34346,-0.16755,-2.00406,-3.05172
34347,-0.0385472,-1.93333,-3.0856
34348,-0.424895,-6.12274,-10.466
34349,-1.33245,-4.3478,-8.47843
34350,-0.401763,-0.158369,-0.407039
34351,0.0197559,1.06741,1.68225
34352,0.00225067,-1.15986,-2.01517
34353,-0.065984,-1.20406,-2.0488
34354,-0.0473892,-0.539304,-0.834798
34355,0.00221495,-0.673934,-1.1116
34356,-0.250128,-0.245091,-0.473226
34357,-0.765854,-3.93809,-6.77822
34358,0.0229176,0.0282584,0.116287
34359,-0.303269,-0.256166,-0.514309
34360,-0.202596,-0.199756,-0.381926
34361,-0.0271867,-1.21256,-1.83084
34362,-0.240733,-1.2034,-1.91351
34363,0.0643049,2.14402,3.28535
34364,-0.0187556,-0.00501936,0.0309186
34365,-0.876566,-2.84083,-5.24561
34366,-0.273421,-6.91096,-11.4643
34367,-0.0916524,-0.129539,-0.205062
34368,-0.445597,-3.30493,-5.68487
34369,0.0147544,0.606003,0.992142
34370,0.0210777,0.0147008,0.0959978
34371,-0.0404764,-0.824282,-1.28835
34372,-0.284174,-2.59022,-4.23932
34373,0.0349033,0.0414945,0.165953
34374,0.00489432,-1.02234,-1.67953
34375,-0.0311522,0.925884,1.5919
34376,-0.0035725,0.0210241,0.085564
34377,0.0453707,0.0613219,0.151902
34378,-0.843216,-5.3845,-9.37269
34379,-0.589498,-5.91625,-9.16852
34380,-0.168658,-0.189539,-0.337126
34381,-0.121251,-4.08486,-5.78482
34382,-0.164728,-8.02942,-11.9095
34383,-0.0698244,-0.0439953,-0.0360142
34384,-0.0452457,7.67792,11.2256
34385,-0.20833,-4.32747,-6.47613
34386,0.0274368,0.853237,1.46361
34387,-0.0259721,3.11415,4.30692
34388,0.329777,-3.54965,-4.76339
34389,-0.0200596,-3.84095,-5.53297
34390,0.00334028,-0.0526229,-0.0479189
34391,0.0211492,0.0377077,0.127564
34392,-0.0913309,3.66493,5.21689
34393,-0.107657,-15.2155,-24.2283
34394,-0.102334,-0.174213,-0.275071
34395,0.30218,0.9784,1.74077
34396,0.0433344,0.0533374,0.169895
34397,0.0432987,0.422073,0.733871
34398,-0.0274904,-0.413481,-0.600229
34399,-0.0518727,-0.441793,-0.628593
34400,-0.0184877,3.58734,6.13601
34401,0.128145,3.8344,6.35503
34402,-0.0986188,-0.0919203,-0.151086
34403,0.210474,7.59961,11.7748
34404,-0.0413516,-7.43478,-11.2662
34405,-0.0987081,-0.120572,-0.203275
34406,0.442507,8.10987,12.721
34407,0.0240072,0.179947,0.350356
34408,0.139113,11.9398,17.1547
34409,-0.360411,-11.9352,-17.2832
34410,-0.01897,3.3732,4.65917
34411,-0.00903842,-3.22841,-4.37794
34412,0.0508188,7.29934,10.2194
34413,-0.0938673,-3.53304,-4.82284
34414,0.0416374,-0.262489,-0.393675
34415,0.190557,4.7142,6.95531
34416,0.0963145,5.7417,8.47189
34417,-0.0309021,-0.114963,-0.188174
34418,-0.061965,0.814118,1.18885
