session,side,size_normalisation,size,n,cost_bp,cost_sigma,cost_half_spreads,cost_sd,participating
AAPL_2024-10-01,buy,shares,1.0,23400,0.3799834604390436,0.002832444663160256,0.999999999999989,0.1568308814407734,1.0
AAPL_2024-10-01,buy,shares,2.0,23400,0.38134830702531924,0.0028426184018405195,1.0050498575498485,0.1572121861856773,1.0
AAPL_2024-10-01,buy,shares,3.5,46800,0.38224172804277673,0.0028492780748429407,1.0084199905032893,0.1579386575825207,1.0
AAPL_2024-10-01,buy,shares,5.0,23400,0.3828988363067484,0.002854176242761235,1.0109259259257388,0.15842299392606246,1.0
AAPL_2024-10-01,buy,shares,6.5,46800,0.38373215104509,0.002860387875974484,1.0140837403337797,0.15874189774785485,1.0
AAPL_2024-10-01,buy,shares,8.0,23400,0.38439534318510293,0.002865331393872498,1.0165811965811906,0.15914659279889537,1.0
AAPL_2024-10-01,buy,shares,9.5,46800,0.3849115258544064,0.0028691790846251297,1.0185164609052535,0.1595399087996082,1.0
AAPL_2024-10-01,buy,shares,11.0,23400,0.3860743573325149,0.0028778469771973945,1.0228813778814319,0.1596166172181637,1.0
AAPL_2024-10-01,buy,shares,13.5,46800,0.38808614890031135,0.002892843125406087,1.0304245327323636,0.16006866234414113,1.0
AAPL_2024-10-01,buy,shares,16.0,23400,0.38968329006528046,0.0029047484171885333,1.036419159544152,0.16079712713759356,1.0
AAPL_2024-10-01,buy,shares,19.0,46800,0.39125001126725956,0.0029164269547282424,1.042239751503535,0.1617685425784947,1.0
AAPL_2024-10-01,buy,shares,22.0,23400,0.39357019960144224,0.0029337219313493013,1.050763727013781,0.16237886944083454,1.0
AAPL_2024-10-01,buy,shares,26.5,46800,0.39793562135558935,0.002966262335965047,1.0667655779405325,0.16325213276175835,1.0
AAPL_2024-10-01,buy,shares,32.0,23400,0.40456123402718824,0.003015650488886634,1.0908682336182098,0.16444190875461956,1.0
AAPL_2024-10-01,buy,shares,37.5,46800,0.41046883514861154,0.003059686493109347,1.1116659493283265,0.16676259515028802,1.0
AAPL_2024-10-01,buy,shares,45.0,23400,0.41800782518608537,0.003115883076172695,1.1377291547956776,0.17029570346656114,1.0
AAPL_2024-10-01,buy,shares,53.0,46800,0.42562940981336117,0.0031726953297308066,1.1637566936303727,0.17402340086383658,1.0
AAPL_2024-10-01,buy,shares,63.0,23400,0.4352765430626567,0.003244606278315755,1.1958581829692432,0.17887638373295267,1.0
AAPL_2024-10-01,buy,shares,75.0,46800,0.44584288077551043,0.003323369092963901,1.2299354703901109,0.18515523881920568,1.0
AAPL_2024-10-01,buy,shares,89.0,23400,0.4576268696785777,0.0034112084332358888,1.267322145396167,0.1922462069456964,1.0
AAPL_2024-10-01,buy,shares,106.0,46800,0.47265785004740807,0.003523251257622426,1.3149990838492454,0.1998025389314469,1.0
AAPL_2024-10-01,buy,shares,126.0,23400,0.49309504606380117,0.003675592695641091,1.3808087081935383,0.20624547666953774,1.0
AAPL_2024-10-01,buy,shares,149.5,46800,0.5170264629654159,0.003853980497064136,1.4571353134674991,0.21392163797470584,1.0
AAPL_2024-10-01,buy,shares,178.0,23400,0.5448079942495989,0.004061067536929987,1.5447155810280082,0.22333020992912697,1.0
AAPL_2024-10-01,buy,shares,212.0,46800,0.5775007851010114,0.004304763725348042,1.6466036327146698,0.23450105885126754,1.0
AAPL_2024-10-01,buy,shares,251.0,23400,0.6163659907052249,0.004594469872213189,1.7676324080964378,0.2445586053770279,1.0
AAPL_2024-10-01,buy,shares,282.0,23400,0.6465338620591408,0.004819344992084392,1.8609389181870652,0.2528604807570936,1.0
AAPL_2024-10-01,buy,shares,335.5,46800,0.6981355238201775,0.005203990290320197,2.020025686205297,0.26697255402158904,1.0
AAPL_2024-10-01,buy,shares,398.0,23400,0.7579945182336866,0.0056501867881171884,2.2037712954269257,0.281084915271889,1.0
AAPL_2024-10-01,buy,shares,474.0,46798,0.8294439556003315,0.00618277991025236,2.422438101225755,0.2990203030026462,0.999957264957265
AAPL_2024-10-01,buy,shares,562.0,23397,0.9106490972999822,0.006788093283530737,2.6706221198447198,0.316206884869048,0.9998717948717949
