session,side,size_normalisation,size,n,cost_bp,cost_sigma,cost_half_spreads,cost_sd,participating
MSFT_2024-10-01,buy,shares,1.0,23353,0.6601680830125306,0.006288308483097307,1.0000000000000064,0.26038936075918895,1.0
MSFT_2024-10-01,buy,shares,2.0,23353,0.6638101792299946,0.006323000594288179,1.0078193169776775,0.2609438086130003,1.0
MSFT_2024-10-01,buy,shares,3.0,23353,0.6667905599554457,0.00635138965743887,1.0139550753925686,0.26223333879976335,1.0
MSFT_2024-10-01,buy,shares,4.5,46706,0.6700830764441214,0.00638275191183929,1.0206190440137506,0.2640581259175608,1.0
MSFT_2024-10-01,buy,shares,6.0,23353,0.6731438832127892,0.006411907058329719,1.0268231536119952,0.265528689607732,1.0
MSFT_2024-10-01,buy,shares,7.0,23353,0.6750398724226399,0.006429966951467477,1.0306431128168037,0.26652628894360425,1.0
MSFT_2024-10-01,buy,shares,8.0,23353,0.6767371106274207,0.006446133678814031,1.034103406436471,0.26745783215246915,1.0
MSFT_2024-10-01,buy,shares,9.5,46706,0.6790684444307558,0.006468340366034572,1.0389362279431686,0.2686280866105645,1.0
MSFT_2024-10-01,buy,shares,11.0,23353,0.6868760455427565,0.006542710220574029,1.0536906938526212,0.26914800223854457,1.0
MSFT_2024-10-01,buy,shares,13.0,23353,0.6987296343417624,0.006655619379495788,1.0758620974127864,0.2712144725651936,1.0
MSFT_2024-10-01,buy,shares,15.0,46706,0.7084813251288895,0.006748507299222846,1.0943985006745018,0.27398941150253997,1.0
MSFT_2024-10-01,buy,shares,18.0,23353,0.7210153496257696,0.006867897822029422,1.118493658277971,0.2781053820117402,1.0
MSFT_2024-10-01,buy,shares,20.0,23353,0.7278924961198134,0.006933404803888734,1.131814612954732,0.28084684283992917,1.0
MSFT_2024-10-01,buy,shares,22.0,23353,0.7350308429793312,0.007001399801325083,1.1454101106346892,0.2833196387536222,1.0
MSFT_2024-10-01,buy,shares,26.5,46706,0.7488766532219504,0.007133285495657213,1.1715586398025795,0.28899607108567277,1.0
MSFT_2024-10-01,buy,shares,32.0,23353,0.7641293838741953,0.0072785725490894645,1.199571705077469,0.29603920889115853,1.0
MSFT_2024-10-01,buy,shares,35.0,23353,0.7710917737940162,0.007344891501371515,1.212330673955705,0.2996569741009322,1.0
MSFT_2024-10-01,buy,shares,42.5,46706,0.7881196717960428,0.0075070875817497724,1.2424690694573373,0.3101326474107473,1.0
MSFT_2024-10-01,buy,shares,50.0,23353,0.8022616890912475,0.00764179474135636,1.2672596775030052,0.3196985754007173,1.0
