session,side,size_normalisation,size,n,cost_bp,cost_sigma,cost_half_spreads,cost_sd,participating
INTC_2024-02-01,buy,shares,1.0,23174,1.185498856794985,0.004026278336790708,1.0000000000000038,0.1746822396875084,1.0
INTC_2024-02-01,buy,shares,2.5,46348,1.189862492295487,0.004041098436350164,1.0027629143771901,0.20604964021236657,1.0
INTC_2024-02-01,buy,shares,4.5,46348,1.1916782161269388,0.0040472651310595395,1.0039778775064039,0.22255422030939095,1.0
INTC_2024-02-01,buy,shares,6.5,46348,1.1932034000336114,0.004052445072725328,1.005003383649706,0.23260064112325807,1.0
INTC_2024-02-01,buy,shares,8.5,46348,1.1945573650922545,0.004057043508356995,1.005900809975423,0.24118284918004151,1.0
INTC_2024-02-01,buy,shares,10.5,46348,1.1956362528779039,0.004060707706339381,1.0066289676779918,0.24810110236055427,1.0
INTC_2024-02-01,buy,shares,13.5,46348,1.1970955570014576,0.004065663902244401,1.0076313893523199,0.2568492825033059,1.0
INTC_2024-02-01,buy,shares,17.0,46348,1.1985765887269701,0.004070693891027901,1.0086563326077473,0.2655814198167337,1.0
INTC_2024-02-01,buy,shares,20.0,23174,1.1997359977504405,0.004074631561155478,1.009472541066141,0.2720859306543544,1.0
INTC_2024-02-01,buy,shares,23.5,46348,1.200860935656808,0.004078452157941954,1.010272170222064,0.2785561653411572,1.0
INTC_2024-02-01,buy,shares,30.0,46348,1.2026237542580103,0.004084439172020483,1.0115272477982626,0.28859781625120484,1.0
INTC_2024-02-01,buy,shares,37.5,46348,1.2041974231727537,0.004089783782033726,1.0126292756249862,0.29785782717854264,1.0
INTC_2024-02-01,buy,shares,47.5,46348,1.205825656962667,0.004095313709285855,1.0137426362238156,0.3075513173801655,1.0
INTC_2024-02-01,buy,shares,59.5,46348,1.2074653685498609,0.004100882618276583,1.0148417104920413,0.3167607921918928,1.0
INTC_2024-02-01,buy,shares,75.0,46348,1.20908734610016,0.004106391297627979,1.0159562882006195,0.3256720611454679,1.0
INTC_2024-02-01,buy,shares,94.5,46348,1.210575889459622,0.004111446797974708,1.0169956967788225,0.33385111732378037,1.0
INTC_2024-02-01,buy,shares,112.0,23174,1.2137524497329044,0.004122235265412295,1.019370281555335,0.34249718724054823,1.0
INTC_2024-02-01,buy,shares,133.5,46348,1.2192211489057996,0.004140808463424294,1.023485865817886,0.35764246595045207,1.0
INTC_2024-02-01,buy,shares,168.0,46348,1.2264426042784633,0.004165334500847614,1.028924775291971,0.3817635641148667,1.0
INTC_2024-02-01,buy,shares,212.0,46348,1.2355373421183655,0.004196222717849009,1.0358750261992922,0.40947344261637036,1.0
INTC_2024-02-01,buy,shares,266.5,46348,1.2516027665104281,0.004250785292777157,1.0484109953785319,0.4466752278187534,1.0
INTC_2024-02-01,buy,shares,335.5,46348,1.2735922771981674,0.004325467684928956,1.06589011305528,0.4926572913651104,1.0
INTC_2024-02-01,buy,shares,422.5,46348,1.3059744544911593,0.004435446415136569,1.0920342669956975,0.5503634815592651,1.0
INTC_2024-02-01,buy,shares,531.5,46348,1.3566019343421882,0.004607391182693403,1.1332212315786463,0.6246432669833049,1.0
