session,side,size_normalisation,size,n,cost_bp,cost_sigma,cost_half_spreads,cost_sd,participating
MSFT_2024-02-01,buy,shares,1.0,23375,0.5266770890637701,0.004628107728537477,1.0000000000000027,0.23842087574770426,1.0
MSFT_2024-02-01,buy,shares,2.0,23375,0.5314009757167585,0.00466961827984377,1.0117372826816708,0.2393387374799409,1.0
MSFT_2024-02-01,buy,shares,3.0,23375,0.5341427205537966,0.0046937110128170804,1.018901694304914,0.24037599480684027,1.0
MSFT_2024-02-01,buy,shares,4.5,46750,0.5366045326998191,0.004715343872980919,1.025310771349865,0.24165994548844366,1.0
MSFT_2024-02-01,buy,shares,6.0,23375,0.5387129217320286,0.004733871072620604,1.030625288793215,0.24268771715295132,1.0
MSFT_2024-02-01,buy,shares,7.0,23375,0.5400814366196032,0.0047458967226048495,1.0340374245567383,0.24323733080346652,1.0
MSFT_2024-02-01,buy,shares,8.5,46750,0.5417711335342007,0.004760744718676287,1.0383149492763133,0.24395187167486118,1.0
MSFT_2024-02-01,buy,shares,10.0,23375,0.5431500767879887,0.004772862006598219,1.041793411579507,0.2446191055857224,1.0
MSFT_2024-02-01,buy,shares,11.0,23375,0.5442888475679851,0.004782868809547067,1.0446952113841195,0.24492018929491083,1.0
MSFT_2024-02-01,buy,shares,13.5,46750,0.5467828842437276,0.004804784838654728,1.0509869355322616,0.24572208972765322,1.0
MSFT_2024-02-01,buy,shares,16.0,23375,0.5488315903669742,0.004822787582346037,1.056149829626707,0.24649131607531657,1.0
MSFT_2024-02-01,buy,shares,18.0,23375,0.5502294413582659,0.004835071019599101,1.0597389960010364,0.2470255826564508,1.0
MSFT_2024-02-01,buy,shares,21.0,46750,0.5520532008983812,0.004851097073889036,1.064469325215444,0.24770543069500217,1.0
MSFT_2024-02-01,buy,shares,25.0,23375,0.5542453488302042,0.0048703602941734085,1.0702013171901605,0.2484583388683629,1.0
MSFT_2024-02-01,buy,shares,28.0,23375,0.5557944587728203,0.00488397290016415,1.0740947709582465,0.24929665637269907,1.0
MSFT_2024-02-01,buy,shares,33.5,46750,0.5582592600060464,0.004905632026550455,1.0802186703354129,0.2507325706283244,1.0
MSFT_2024-02-01,buy,shares,40.0,23375,0.5607435254914949,0.0049274621925699804,1.086376730227303,0.25227169937869315,1.0
MSFT_2024-02-01,buy,shares,45.0,23375,0.5624203710540284,0.004942197259024685,1.090520015082377,0.2533496830325694,1.0
MSFT_2024-02-01,buy,shares,53.0,46750,0.5670943799551839,0.004983269515949974,1.100912310295821,0.25549571509343755,1.0
MSFT_2024-02-01,buy,shares,63.0,23375,0.5773757915823616,0.005073616108957469,1.1226443646939055,0.2596877031312594,1.0
MSFT_2024-02-01,buy,shares,71.0,23375,0.5847443193856612,0.005138366106978106,1.1383028649423867,0.26342095628666434,1.0
MSFT_2024-02-01,buy,shares,84.0,46750,0.5947935412087841,0.005226672361704428,1.1600672013203746,0.2691781672955534,1.0
MSFT_2024-02-01,buy,shares,100.0,23375,0.6050762408090119,0.005317030272610784,1.1825095586421703,0.275692652486235,1.0
MSFT_2024-02-01,buy,shares,112.0,23375,0.6179700334486901,0.005430332830487246,1.212360118127327,0.27842871157148075,1.0
MSFT_2024-02-01,buy,shares,126.0,23375,0.6320015213252932,0.00555363274011503,1.2448874384103454,0.282233069390604,1.0
MSFT_2024-02-01,buy,shares,149.5,46750,0.6536469532324127,0.005743839211550778,1.2945553208223601,0.2895754486561338,1.0
