session,side,size_normalisation,size,n,cost_bp,cost_sigma,cost_half_spreads,cost_sd,participating
INTC_2024-10-01,buy,shares,1.5,46162,2.220931041420697,0.005556435387394381,0.9999999999999978,0.1962052118449221,1.0
INTC_2024-10-01,buy,shares,3.5,46162,2.2209310414206342,0.0055564353873942245,0.9999999999999691,0.19620521184493223,1.0
INTC_2024-10-01,buy,shares,5.5,46162,2.220961528845256,0.00555651166234463,1.0000144418930124,0.19624280215932083,1.0
INTC_2024-10-01,buy,shares,7.5,46162,2.2210519022826203,0.005556737763090708,1.0000572517902904,0.19657457966475478,1.0
INTC_2024-10-01,buy,shares,9.5,46162,2.2211324519530096,0.005556939286249529,1.0000953164940838,0.19702572410355923,1.0
INTC_2024-10-01,buy,shares,12.0,46162,2.2212180551342895,0.005557153452532438,1.0001357335961487,0.19762048152183265,1.0
INTC_2024-10-01,buy,shares,15.0,46162,2.221308309110905,0.005557379254405691,1.0001783315900017,0.1983098227844363,1.0
INTC_2024-10-01,buy,shares,19.0,46162,2.2213838402574675,0.005557568221972799,1.0002139807152566,0.1990935586160108,1.0
INTC_2024-10-01,buy,shares,25.0,69243,2.2214520604534163,0.005557738898641203,1.0002461423734352,0.19993465635190946,1.0
INTC_2024-10-01,buy,shares,33.5,46162,2.2215721150489176,0.005558039257180222,1.0003021966119297,0.20085808429018173,1.0
INTC_2024-10-01,buy,shares,42.5,46162,2.221670496703851,0.005558285393282041,1.0003480496223476,0.20174219059421172,1.0
INTC_2024-10-01,buy,shares,53.0,46162,2.2218756714146806,0.0055587987095456195,1.0004436859012076,0.20269330748257183,1.0
INTC_2024-10-01,buy,shares,67.0,46162,2.2225089163413148,0.005560382993097706,1.000738861196,0.20484751270142246,1.0
INTC_2024-10-01,buy,shares,84.0,46162,2.223441626059724,0.0055627164925125365,1.0011746675524478,0.20892484665897257,1.0
INTC_2024-10-01,buy,shares,106.0,46162,2.2246621638284023,0.005565770094413295,1.0017456380325216,0.21524302413773752,1.0
INTC_2024-10-01,buy,shares,133.5,46162,2.2266024756911103,0.005570624462827019,1.0026538331937336,0.2244200121419216,1.0
INTC_2024-10-01,buy,shares,178.66666666666666,69243,2.229958531825972,0.005579020810449725,1.0042201634202381,0.24100629700259057,1.0
INTC_2024-10-01,buy,shares,237.5,46162,2.2350872540659736,0.005591852102018433,1.0066096543039984,0.26398615278323423,1.0
INTC_2024-10-01,buy,shares,299.0,46162,2.241114875797886,0.005606932304901095,1.0094152323091665,0.28888914008558336,1.0
INTC_2024-10-01,buy,shares,376.5,46162,2.2498433535131226,0.005628769643184231,1.013444149426336,0.3217241159189569,1.0
INTC_2024-10-01,buy,shares,474.0,46162,2.263318583479734,0.005662482641581453,1.0196392490336854,0.365354957621268,1.0
INTC_2024-10-01,buy,shares,596.5,46162,2.2847216417854277,0.005716029873958442,1.0294484809769375,0.42332613399894764,1.0
INTC_2024-10-01,buy,shares,751.0,46162,2.316822318130922,0.005796340937507404,1.044120363285022,0.49940101753681626,1.0
INTC_2024-10-01,buy,shares,945.5,46162,2.3622244830481205,0.005909930324618164,1.0648292955842256,0.5935666975420111,1.0
INTC_2024-10-01,buy,shares,1190.5,46162,2.42470742202348,0.006066253239087855,1.093280007956748,0.7051825005492286,1.0
INTC_2024-10-01,buy,shares,1592.0,69243,2.5343993395485382,0.0063406859165912035,1.1432052550162137,0.8720856046725111,1.0
INTC_2024-10-01,buy,shares,2117.0,46162,2.6917338609216666,0.0067343132223976815,1.214751497662303,1.0553164485297375,1.0
INTC_2024-10-01,buy,shares,2665.0,46162,2.882273721987579,0.0072110152932817,1.3012794161837955,1.2181352556050664,1.0
INTC_2024-10-01,buy,shares,3355.0,46162,3.149389320219027,0.007879298339831768,1.4224693771984345,1.3923185780657987,1.0
