session,side,size_normalisation,size,n,cost_bp,cost_sigma,cost_half_spreads,cost_sd,participating
AAPL_2024-04-01,buy,shares,1.0,23271,0.30785239509514545,0.002278690151944211,1.0000000000000262,0.07353418593358542,1.0
AAPL_2024-04-01,buy,shares,2.5,46542,0.3079639435919811,0.002279515821860227,1.000379585464048,0.0738379007387931,1.0
AAPL_2024-04-01,buy,shares,4.5,46542,0.30803235603527246,0.0022800222033705943,1.0006123501353872,0.0741162779633139,1.0
AAPL_2024-04-01,buy,shares,6.0,23271,0.3081049879331723,0.0022805598168278824,1.000859438786491,0.07428361546232508,1.0
AAPL_2024-04-01,buy,shares,7.5,46542,0.30818574562418544,0.002281157576527457,1.0011314665096103,0.07447078907033101,1.0
AAPL_2024-04-01,buy,shares,9.5,46542,0.30827945265366036,0.002281851185830599,1.0014417085643341,0.07473777139297536,1.0
AAPL_2024-04-01,buy,shares,12.0,46542,0.3083673269447246,0.0022825016218345,1.0017264903174041,0.07505339553357424,1.0
AAPL_2024-04-01,buy,shares,14.0,23271,0.3084297578385297,0.002282963728562131,1.0019214595727828,0.07530377191496103,1.0
AAPL_2024-04-01,buy,shares,17.0,46542,0.30851063075279794,0.0022835623411317854,1.0021792343673923,0.07561045696496024,1.0
AAPL_2024-04-01,buy,shares,21.0,46542,0.30859834691829896,0.0022842116067073597,1.0024603714077998,0.07595861783718438,1.0
AAPL_2024-04-01,buy,shares,26.5,46542,0.3087354528271998,0.0022852264498249165,1.0028894843571587,0.07643696920451212,1.0
AAPL_2024-04-01,buy,shares,32.0,23271,0.3089114886560334,0.0022865294480017813,1.0034332789022384,0.07697837691188605,1.0
AAPL_2024-04-01,buy,shares,37.5,46542,0.30919987860703096,0.0022886640792462603,1.004368609202979,0.0775257777629093,1.0
AAPL_2024-04-01,buy,shares,47.5,46542,0.3100410438716409,0.0022948902936112056,1.0071363499633703,0.07888124341672946,1.0
AAPL_2024-04-01,buy,shares,59.5,46542,0.31121000366577023,0.0023035428076515073,1.0109884535082088,0.08108275804853986,1.0
AAPL_2024-04-01,buy,shares,71.0,23271,0.3122261491184155,0.002311064206454236,1.0143369924040821,0.08339328415891648,1.0
AAPL_2024-04-01,buy,shares,84.0,46542,0.31316291309612027,0.0023179980321600003,1.0174185094662471,0.08588194841597634,1.0
AAPL_2024-04-01,buy,shares,106.0,46542,0.3149456409324608,0.0023311935909049973,1.0232555426127752,0.0898306471370699,1.0
AAPL_2024-04-01,buy,shares,133.5,46542,0.3182702723376249,0.0023558021531981397,1.0340184651047493,0.09564505550348457,1.0
AAPL_2024-04-01,buy,shares,158.0,23271,0.32178988443839324,0.0023818539415241835,1.045410732867417,0.10128781919657827,1.0
AAPL_2024-04-01,buy,shares,189.0,46542,0.3266249271791794,0.0024176424052593896,1.0611519396840352,0.10889159007296655,1.0
