session,side,size_normalisation,size,n,cost_bp,cost_sigma,cost_half_spreads,cost_sd,participating
INTC_2024-08-02,buy,shares,1.5,46780,2.411605979402205,0.003514314480885744,1.0000855066267595,0.38316063933378014,1.0
INTC_2024-08-02,buy,shares,3.5,46780,2.4120578744902725,0.003514973005315273,1.0002778965369772,0.3851562429612301,1.0
INTC_2024-08-02,buy,shares,5.5,46780,2.4123109446629725,0.003515341791999415,1.0003812170443163,0.3864735605904733,1.0
INTC_2024-08-02,buy,shares,7.5,46780,2.4126524323053777,0.003515839425102417,1.000514184938627,0.38804244992642484,1.0
INTC_2024-08-02,buy,shares,9.5,46780,2.4129235852307502,0.003516234562890393,1.000622060709701,0.38943860976856437,1.0
INTC_2024-08-02,buy,shares,12.0,46780,2.4132185752854074,0.0035166644373515006,1.0007411570900289,0.39096111464432776,1.0
INTC_2024-08-02,buy,shares,15.0,46780,2.4134675127371827,0.0035170272016252177,1.0008418967202184,0.3925077847784977,1.0
INTC_2024-08-02,buy,shares,19.0,46780,2.413696544282161,0.003517360958002491,1.0009349912118148,0.39408413976522366,1.0
INTC_2024-08-02,buy,shares,23.5,46780,2.413915304384658,0.003517679746313107,1.0010247191884438,0.3954285516700569,1.0
INTC_2024-08-02,buy,shares,30.0,46780,2.414325736452343,0.0035182778487275164,1.0011950887131336,0.3971437827266202,1.0
INTC_2024-08-02,buy,shares,37.5,46780,2.414763938635307,0.0035189164191616177,1.0013776491785213,0.39904382591590287,1.0
INTC_2024-08-02,buy,shares,47.5,46780,2.4152555388487804,0.0035196328039125966,1.0015828701724179,0.4013482132509302,1.0
INTC_2024-08-02,buy,shares,59.5,46780,2.4159188910587153,0.003520599474379171,1.0018597267181146,0.403940680809205,1.0
INTC_2024-08-02,buy,shares,79.66666666666667,70170,2.4169348666951316,0.003522080005577791,1.0022839992679073,0.4081166603921134,1.0
INTC_2024-08-02,buy,shares,106.0,46780,2.419244167339625,0.0035254452355386484,1.0032264627740706,0.41468444897394546,1.0
