session,side,size_normalisation,size,n,cost_bp,cost_sigma,cost_half_spreads,cost_sd,participating
INTC_2024-04-01,buy,shares,1.0,22463,1.1419951403849076,0.004335561818448738,1.0000000000000253,0.140615394166658,1.0
INTC_2024-04-01,buy,shares,2.5,44926,1.1446595141538765,0.004345677060426848,1.0023742747332498,0.1522052083970203,1.0
INTC_2024-04-01,buy,shares,4.5,44926,1.1466317784865339,0.004353164722706807,1.0040488803810959,0.16436841717315942,1.0
INTC_2024-04-01,buy,shares,6.5,44926,1.1480564746696056,0.004358573553406502,1.0052652722042565,0.1729921214760168,1.0
INTC_2024-04-01,buy,shares,8.5,44926,1.148973283524146,0.004362054199973195,1.0060503816152249,0.17924778405122063,1.0
INTC_2024-04-01,buy,shares,10.5,44926,1.1496325640669978,0.004364557145430801,1.0066122876811825,0.1839085834448941,1.0
INTC_2024-04-01,buy,shares,13.5,44926,1.1503577865563244,0.00436731043817559,1.0072349744366627,0.18912818625015407,1.0
INTC_2024-04-01,buy,shares,17.0,44926,1.1509869510010537,0.00436969904846615,1.0077796141309172,0.19349549669414515,1.0
INTC_2024-04-01,buy,shares,20.0,22463,1.1514565932073397,0.004371482035753836,1.0081890219472283,0.196445701202279,1.0
INTC_2024-04-01,buy,shares,23.5,44926,1.151929635988491,0.004373277933256308,1.008603278927354,0.19922461699049498,1.0
INTC_2024-04-01,buy,shares,30.0,44926,1.1526487011476134,0.0043760078498195415,1.0092351271297506,0.20337296190485835,1.0
INTC_2024-04-01,buy,shares,37.5,44926,1.1532932373352913,0.004378454818626223,1.0098008789056543,0.2070567320380545,1.0
INTC_2024-04-01,buy,shares,47.5,44926,1.154050938902706,0.0043813314175444595,1.010446858290409,0.21115317358150731,1.0
INTC_2024-04-01,buy,shares,59.5,44926,1.1549261805976896,0.004384654255217311,1.0111874889148085,0.21530837269819864,1.0
INTC_2024-04-01,buy,shares,75.0,44926,1.1559669240948391,0.004388605417187684,1.0120740695936141,0.21994151206200926,1.0
INTC_2024-04-01,buy,shares,94.5,44926,1.1570478636874824,0.004392709182834476,1.0130000920364794,0.22482271380201937,1.0
INTC_2024-04-01,buy,shares,112.0,22463,1.161126197385666,0.004408192495538222,1.0165041242424961,0.23082475103447198,1.0
INTC_2024-04-01,buy,shares,133.5,44926,1.16783494742039,0.004433662131503802,1.0222440089593046,0.24463089716899966,1.0
INTC_2024-04-01,buy,shares,168.0,44926,1.1764591512239038,0.004466403749574464,1.029626044194904,0.26866719191596056,1.0
INTC_2024-04-01,buy,shares,212.0,44926,1.187244535210349,0.004507350245190181,1.0389097865696815,0.29624502204053926,1.0
INTC_2024-04-01,buy,shares,266.5,44926,1.2074729845344458,0.004584147150391038,1.0564360375724335,0.3330787729062251,1.0
INTC_2024-04-01,buy,shares,335.5,44926,1.2347636789172192,0.004687755728379405,1.080199027050582,0.37853320118781225,1.0
INTC_2024-04-01,buy,shares,422.5,44926,1.2763876133183805,0.004845780166786792,1.1165866729887342,0.43445795265563814,1.0
INTC_2024-04-01,buy,shares,531.5,44926,1.338112916887132,0.005080119053110458,1.1705830729442588,0.501969123218267,1.0
INTC_2024-04-01,buy,shares,631.0,22463,1.4016458204873306,0.005321320456972267,1.2261651425191844,0.5588673774830745,1.0
INTC_2024-04-01,buy,shares,751.0,44926,1.483419444803647,0.005631772393941543,1.2978011216967336,0.6222401812984993,1.0
INTC_2024-04-01,buy,shares,945.5,44926,1.6249284022262904,0.00616900833398531,1.4220102728935384,0.7082151009219304,1.0
INTC_2024-04-01,buy,shares,1190.5,44926,1.812892785332941,0.006882611372918379,1.587319048991091,0.7926109281377505,1.0
INTC_2024-04-01,buy,shares,1499.0,44926,2.0485810939237106,0.007777397344981706,1.7945349026862796,0.8760160740629359,1.0
INTC_2024-04-01,buy,shares,1886.5,44926,2.3333368230540743,0.008858466802410415,2.044786442216954,0.9700505383672344,1.0
INTC_2024-04-01,buy,shares,2375.493923070074,44924,2.6809431774753856,0.01017814740768098,2.3504966202481947,1.0758433646823018,0.9999554823487513
INTC_2024-04-01,buy,shares,2990.0,44922,3.1065475003971375,0.01179394574777229,2.7248766497445667,1.1960447479345704,0.9999109646975025
INTC_2024-04-01,buy,shares,3548.0,22461,3.4801630700634383,0.013212369820993148,3.0533595030417677,1.2925931422142547,0.9999109646975025
INTC_2024-04-01,buy,shares,4223.989180284073,44918,3.910169699478509,0.014844881430056084,3.4312019778722602,1.4204178085120056,0.9998219293950051
INTC_2024-04-01,buy,shares,5317.445570353214,44902,4.559114360286946,0.01730858691722561,4.002646594501424,1.5836369633798568,0.9994657881850154
INTC_2024-04-01,buy,shares,6694.414300361075,44866,5.323315757228866,0.02020986230887907,4.677125430971523,1.7599857726321984,0.9986644704625384
INTC_2024-04-01,buy,shares,8427.338720132322,44739,6.271165419823928,0.02380835468546798,5.517328425378199,1.970873724583894,0.9958375996082447
INTC_2024-04-01,buy,shares,10603.63973110166,43734,7.391206349968708,0.028060567781750343,6.51871896385514,2.135919135337508,0.9734674798557628
INTC_2024-04-01,buy,shares,13318.449626201495,39326,8.539710277187968,0.03242084007985483,7.547680215237424,2.19712199263434,0.6269509860659752
INTC_2024-04-01,buy,shares,32248.249644933436,52807,9.6633003359828,0.036686527372409815,8.547670757457398,3.117297466037851,0.04028290967368561
INTC_2024-04-01,buy,x_over_adv,6.979521094018156e-08,22463,1.1419951403849076,0.004335561818448738,1.0000000000000253,0.140615394166658,1.0
INTC_2024-04-01,buy,x_over_adv,1.7448802735045389e-07,44926,1.1446595141538765,0.004345677060426848,1.0023742747332498,0.1522052083970203,1.0
INTC_2024-04-01,buy,x_over_adv,3.14078449230817e-07,44926,1.1466317784865339,0.004353164722706807,1.0040488803810959,0.16436841717315942,1.0
INTC_2024-04-01,buy,x_over_adv,4.536688711111801e-07,44926,1.1480564746696056,0.004358573553406502,1.0052652722042565,0.1729921214760168,1.0
INTC_2024-04-01,buy,x_over_adv,5.932592929915433e-07,44926,1.148973283524146,0.004362054199973195,1.0060503816152249,0.17924778405122063,1.0
INTC_2024-04-01,buy,x_over_adv,7.328497148719063e-07,44926,1.1496325640669978,0.004364557145430801,1.0066122876811825,0.1839085834448941,1.0
INTC_2024-04-01,buy,x_over_adv,9.42235347692451e-07,44926,1.1503577865563244,0.00436731043817559,1.0072349744366627,0.18912818625015407,1.0
INTC_2024-04-01,buy,x_over_adv,1.1865185859830865e-06,44926,1.1509869510010537,0.00436969904846615,1.0077796141309172,0.19349549669414515,1.0
INTC_2024-04-01,buy,x_over_adv,1.395904218803631e-06,22463,1.1514565932073397,0.004371482035753836,1.0081890219472283,0.196445701202279,1.0
INTC_2024-04-01,buy,x_over_adv,1.6401874570942664e-06,44926,1.151929635988491,0.004373277933256308,1.008603278927354,0.19922461699049498,1.0
INTC_2024-04-01,buy,x_over_adv,2.0938563282054465e-06,44926,1.1526487011476134,0.0043760078498195415,1.0092351271297506,0.20337296190485835,1.0
INTC_2024-04-01,buy,x_over_adv,2.6173204102568086e-06,44926,1.1532932373352913,0.004378454818626223,1.0098008789056543,0.2070567320380545,1.0
INTC_2024-04-01,buy,x_over_adv,3.315272519658624e-06,44926,1.154050938902706,0.0043813314175444595,1.010446858290409,0.21115317358150731,1.0
INTC_2024-04-01,buy,x_over_adv,4.1528150509408025e-06,44926,1.1549261805976896,0.004384654255217311,1.0111874889148085,0.21530837269819864,1.0
INTC_2024-04-01,buy,x_over_adv,5.234640820513617e-06,44926,1.1559669240948391,0.004388605417187684,1.0120740695936141,0.21994151206200926,1.0
INTC_2024-04-01,buy,x_over_adv,6.595647433847156e-06,44926,1.1570478636874824,0.004392709182834476,1.0130000920364794,0.22482271380201937,1.0
INTC_2024-04-01,buy,x_over_adv,7.817063625300334e-06,22463,1.161126197385666,0.004408192495538222,1.0165041242424961,0.23082475103447198,1.0
INTC_2024-04-01,buy,x_over_adv,9.317660660514239e-06,44926,1.16783494742039,0.004433662131503802,1.0222440089593046,0.24463089716899966,1.0
INTC_2024-04-01,buy,x_over_adv,1.1725595437950503e-05,44926,1.1764591512239038,0.004466403749574464,1.029626044194904,0.26866719191596056,1.0
INTC_2024-04-01,buy,x_over_adv,1.479658471931849e-05,44926,1.187244535210349,0.004507350245190181,1.0389097865696815,0.29624502204053926,1.0
INTC_2024-04-01,buy,x_over_adv,1.8600423715558382e-05,44926,1.2074729845344458,0.004584147150391038,1.0564360375724335,0.3330787729062251,1.0
INTC_2024-04-01,buy,x_over_adv,2.3416293270430914e-05,44926,1.2347636789172192,0.004687755728379405,1.080199027050582,0.37853320118781225,1.0
INTC_2024-04-01,buy,x_over_adv,2.94884766222267e-05,44926,1.2763876133183805,0.004845780166786792,1.1165866729887342,0.43445795265563814,1.0
INTC_2024-04-01,buy,x_over_adv,3.7096154614706494e-05,44926,1.338112916887132,0.005080119053110458,1.1705830729442588,0.501969123218267,1.0
INTC_2024-04-01,buy,x_over_adv,4.404077810325456e-05,22463,1.4016458204873306,0.005321320456972267,1.2261651425191844,0.5588673774830745,1.0
INTC_2024-04-01,buy,x_over_adv,5.241620341607635e-05,44926,1.483419444803647,0.005631772393941543,1.2978011216967336,0.6222401812984993,1.0
INTC_2024-04-01,buy,x_over_adv,6.599137194394166e-05,44926,1.6249284022262904,0.00616900833398531,1.4220102728935384,0.7082151009219304,1.0
INTC_2024-04-01,buy,x_over_adv,8.309119862428615e-05,44926,1.812892785332941,0.006882611372918379,1.587319048991091,0.7926109281377505,1.0
INTC_2024-04-01,buy,x_over_adv,0.00010462302119933214,44926,2.0485810939237106,0.007777397344981706,1.7945349026862796,0.8760160740629359,1.0
INTC_2024-04-01,buy,x_over_adv,0.00013166866543865252,44926,2.3333368230540743,0.008858466802410415,2.044786442216954,0.9700505383672344,1.0
INTC_2024-04-01,buy,x_over_adv,0.00016579809944779523,44924,2.6809431774753856,0.01017814740768098,2.3504966202481947,1.0758433646823018,0.9999554823487513
INTC_2024-04-01,buy,x_over_adv,0.00020868768071114285,44922,3.1065475003971375,0.01179394574777229,2.7248766497445667,1.1960447479345704,0.9999109646975025
INTC_2024-04-01,buy,x_over_adv,0.0002476334084157642,22461,3.4801630700634383,0.013212369820993148,3.0533595030417677,1.2925931422142547,0.9999109646975025
INTC_2024-04-01,buy,x_over_adv,0.0002948142158469715,44918,3.910169699478509,0.014844881430056084,3.4312019778722602,1.4204178085120056,0.9998219293950051
INTC_2024-04-01,buy,x_over_adv,0.00037113223524573656,44902,4.559114360286946,0.01730858691722561,4.002646594501424,1.5836369633798568,0.9994657881850154
INTC_2024-04-01,buy,x_over_adv,0.00046723805821466917,44866,5.323315757228866,0.02020986230887907,4.677125430971523,1.7599857726321984,0.9986644704625384
INTC_2024-04-01,buy,x_over_adv,0.0005881878836359952,44739,6.271165419823928,0.02380835468546798,5.517328425378199,1.970873724583894,0.9958375996082447
