sign,shares,n_fills,t_start,t_end,mid_start,mid_end
1.0,635,5,14409.947000495,14481.437602239,43.225,43.265
-1.0,100,2,14634.547261672,14634.547290753,43.255,43.24
1.0,200,1,14648.835770698,14648.835770698,43.24,43.24
-1.0,58,5,14705.745048366,14767.215839595,43.235,43.215
1.0,151,4,14855.592610638,14904.32602379,43.21,43.21
-1.0,266,5,14961.095013598,14964.489273101,43.21,43.19
1.0,5,1,14970.204884199,14970.204884199,43.165,43.165
-1.0,100,1,15010.259915277,15010.259915277,43.185,43.18
1.0,690,2,15057.013346597,15057.013384527,43.175,43.2
-1.0,200,1,15057.015331836,15057.015331836,43.185,43.18
1.0,2712,28,15057.023690363,16265.280707032,43.175,43.295
-1.0,58,1,16358.191705123,16358.191705123,43.31,43.31
1.0,12,2,16374.253833704,16374.253833704,43.31,43.325
-1.0,345,17,16374.922425104,16510.557703471,43.325,43.24
1.0,102,4,16516.149473814,16661.000343923,43.235,43.235
-1.0,73,4,16667.954386146,16735.139981135,43.235,43.23
1.0,500,2,16746.452070363,16757.003040025,43.225,43.23
-1.0,52,5,16771.14854574,17125.120492294,43.25,43.23
1.0,623,7,17271.434945625,17462.78392016,43.24,43.305
-1.0,1,1,17547.790806546,17547.790806546,43.315,43.3
1.0,10,2,17675.911934202,17714.061311625,43.315,43.335
-1.0,4,3,18001.176111443,18007.171245989,43.325,43.315
1.0,403,6,18356.406538105,18415.500957387,43.33,43.335
-1.0,10,1,18735.262424986,18735.262424986,43.35,43.35
1.0,310,10,18768.18577711,18843.153159204,43.35,43.435
-1.0,200,1,18843.153456149,18843.153456149,43.44,43.425
1.0,5,1,18961.602524562,18961.602524562,43.375,43.385
-1.0,21,2,19011.086493022,19092.321289637,43.38,43.35
1.0,825,5,19162.356531808,19272.985827862,43.35,43.385
-1.0,5,1,19272.985854814,19272.985854814,43.425,43.395
1.0,110,6,19375.317597718,19571.264201944,43.405,43.41
-1.0,1112,4,19659.869394338,19778.892191371,43.41,43.4
1.0,119,5,19870.396909173,19969.491844228,43.405,43.405
-1.0,2,2,20294.956230668,20294.956230668,43.4,43.395
1.0,159,7,20373.302636558,20890.909816621,43.4,43.39
-1.0,76,10,21096.03559796,22102.999155122,43.405,43.375
1.0,4,1,22114.841250643,22114.841250643,43.36,43.375
-1.0,349,34,22153.348203618,22496.275274459,43.375,43.33
1.0,100,1,22558.246005898,22558.246005898,43.305,43.33
-1.0,816,10,22610.844862773,22610.861184435,43.34,43.305
1.0,6,2,22654.148471272,22854.694447945,43.32,43.33
-1.0,201,18,22857.603071577,23458.917549671,43.335,43.305
1.0,63,1,23458.917612881,23458.917612881,43.275,43.295
-1.0,1,1,23617.206963366,23617.206963366,43.32,43.3
1.0,1,1,23814.490799772,23814.490799772,43.3,43.3
-1.0,141,2,23873.926039959,23901.662956842,43.325,43.305
1.0,37,2,23929.963936811,23930.24361188,43.29,43.305
-1.0,10,1,24106.553282603,24106.553282603,43.315,43.315
1.0,155,3,24660.105987573,24771.150981505,43.315,43.315
-1.0,63,8,24805.391983677,24814.201766955,43.32,43.315
1.0,77,2,24868.251856401,24947.962098107,43.325,43.34
-1.0,51,3,25053.161500242,25211.545082557,43.34,43.325
1.0,229,9,25256.595927627,25256.599096634,43.33,43.395
-1.0,100,1,25256.602570634,25256.602570634,43.42,43.41
1.0,15,3,25263.725804963,25273.491809471,43.34,43.375
