sign,shares,n_fills,t_start,t_end,mid_start,mid_end
1.0,410,12,44982.998407345,44984.605899001,219.315,219.325
-1.0,100,1,44984.606067256,44984.606067256,219.33,219.325
1.0,323,5,44985.604736197,44987.340418161,219.33,219.365
-1.0,130,4,44988.220966521,44988.220988791,219.36,219.355
1.0,160,6,44988.582030356,44988.735822773,219.345,219.355
-1.0,721,11,44990.795630996,44993.499776341,219.36,219.34
1.0,14,1,44993.644694589,44993.644694589,219.345,219.345
-1.0,100,1,44994.270653935,44994.270653935,219.345,219.34
1.0,100,1,44995.362367437,44995.362367437,219.345,219.355
-1.0,472,11,44996.013632203,44996.68903639,219.35,219.32
1.0,392,9,44999.728696978,45000.881035377,219.32,219.34
-1.0,596,16,45001.068306718,45005.376620485,219.355,219.275
1.0,110,4,45006.438000059,45008.779156254,219.25,219.28
-1.0,1,1,45008.981832236,45008.981832236,219.28,219.28
1.0,872,16,45009.630947652,45012.835068725,219.28,219.32
-1.0,13,2,45013.477485565,45013.477485565,219.33,219.33
1.0,45,3,45016.043854392,45016.043854392,219.305,219.31
-1.0,172,7,45016.043880602,45018.716308438,219.325,219.31
1.0,12,1,45022.628700628,45022.628700628,219.295,219.3
-1.0,403,4,45024.654187115,45025.030300852,219.295,219.28
1.0,111,6,45026.632128768,45026.633683373,219.27,219.28
-1.0,78,3,45027.439244657,45028.174394281,219.285,219.275
1.0,100,1,45028.969742971,45028.969742971,219.28,219.28
-1.0,1687,20,45029.971347634,45031.051983692,219.28,219.175
1.0,57,2,45031.181421232,45031.181421232,219.175,219.18
-1.0,10,1,45031.269304421,45031.269304421,219.185,219.185
1.0,9,1,45031.817934052,45031.817934052,219.185,219.19
-1.0,190,5,45033.324550641,45033.816009267,219.19,219.165
1.0,20,2,45034.030093387,45034.030093387,219.16,219.165
-1.0,250,5,45034.205354917,45034.222309849,219.17,219.16
1.0,863,17,45034.941609437,45035.578345898,219.155,219.215
-1.0,1,1,45035.761949744,45035.761949744,219.22,219.22
1.0,45,5,45036.533683293,45036.976846443,219.225,219.25
-1.0,296,5,45037.839772352,45037.839772352,219.255,219.255
1.0,12,1,45038.814280334,45038.814280334,219.245,219.255
-1.0,113,3,45038.878509002,45038.968011644,219.255,219.255
1.0,352,15,45039.3907849,45042.411267592,219.26,219.28
-1.0,619,3,45044.073588471,45044.073625169,219.28,219.27
1.0,392,8,45045.054945195,45046.8025172,219.26,219.29
-1.0,259,3,45048.034793544,45049.323007319,219.285,219.245
1.0,37,2,45050.732764218,45050.732764218,219.255,219.265
-1.0,520,5,45051.343113403,45051.343113403,219.27,219.265
1.0,291,8,45051.67678755,45051.676794171,219.245,219.25
-1.0,100,3,45055.135929472,45055.135929472,219.265,219.265
1.0,266,4,45056.863857247,45056.863857247,219.255,219.26
-1.0,8,1,45058.405882389,45058.405882389,219.27,219.27
1.0,532,11,45058.88169075,45060.835595136,219.27,219.345
-1.0,111,3,45060.835671954,45060.835714107,219.36,219.345
1.0,20,1,45060.835714107,45060.835714107,219.345,219.35
-1.0,317,4,45061.946768888,45061.947309402,219.34,219.335
1.0,89,2,45062.623510481,45062.623538951,219.32,219.325
-1.0,1097,15,45064.769303044,45071.017738654,219.325,219.31
1.0,20,2,45071.01806068,45071.01806068,219.305,219.31
-1.0,266,5,45071.018944613,45071.022232303,219.315,219.31
1.0,520,11,45071.75110619,45074.480049233,219.31,219.37
-1.0,1223,18,45074.480102187,45075.292216948,219.375,219.34
1.0,25,1,45075.538129576,45075.538129576,219.33,219.335
-1.0,415,9,45075.581096828,45077.665807413,219.34,219.315
1.0,214,4,45077.666078266,45080.1456264,219.315,219.33
-1.0,100,1,45080.769982398,45080.769982398,219.325,219.315
1.0,100,5,45080.770223335,45080.770223335,219.31,219.31
-1.0,945,21,45082.214797684,45086.23878083,219.32,219.29
1.0,600,8,45086.239090038,45087.632481724,219.285,219.29
-1.0,851,14,45090.179786725,45090.9513903,219.29,219.28
1.0,100,1,45091.19003571,45091.19003571,219.275,219.28
-1.0,252,5,45094.372437819,45094.375160296,219.3,219.29
1.0,129,4,45095.831865314,45096.271566298,219.3,219.31
-1.0,600,8,45096.424533646,45097.537323593,219.315,219.29
1.0,100,2,45097.537590424,45097.537590424,219.28,219.28
-1.0,636,16,45098.043359565,45100.625770877,219.285,219.26
1.0,244,5,45103.1740761,45103.177262741,219.25,219.265
-1.0,305,12,45103.819060848,45107.011134566,219.265,219.255
1.0,449,8,45110.427513607,45110.722927069,219.26,219.295
-1.0,244,6,45112.256371979,45116.409559061,219.3,219.3
1.0,332,6,45117.100671763,45117.126611068,219.3,219.31
