sign,shares,n_fills,t_start,t_end,mid_start,mid_end
1.0,846,23,14437.13212546,14601.952642689,23.36,23.43
-1.0,298,5,14668.725606697,14673.840734454,23.435,23.43
1.0,400,4,14793.155324989,14805.522399203,23.43,23.455
-1.0,400,5,14843.236157012,14862.677363818,23.455,23.445
1.0,400,3,15020.000065577,15020.000065577,23.455,23.465
-1.0,712,8,15063.485712809,15136.619118072,23.48,23.445
1.0,23,2,15147.739507719,15147.747954643,23.44,23.45
-1.0,3200,4,15309.47310029,15311.64074069,23.455,23.445
1.0,58,2,15427.489239354,15461.884086512,23.42,23.42
-1.0,205,4,15769.373618579,15862.728151474,23.42,23.415
1.0,432,5,15865.968272368,15865.971406966,23.415,23.43
-1.0,32,1,15865.973928478,15865.973928478,23.435,23.43
1.0,300,3,15868.440551377,15868.443405805,23.425,23.43
-1.0,100,1,15894.700688952,15894.700688952,23.42,23.42
1.0,500,6,16205.507685031,16644.115500265,23.425,23.445
-1.0,511,8,16651.116567025,16651.116787552,23.47,23.445
1.0,25,1,16693.727700256,16693.727700256,23.455,23.455
-1.0,79,1,16824.373175532,16824.373175532,23.47,23.47
1.0,3,1,16853.937301105,16853.937301105,23.46,23.46
-1.0,1445,19,16862.380373354,18141.948177134,23.46,23.39
1.0,550,8,18162.571622878,18367.078841952,23.385,23.395
-1.0,43,1,18485.08928725,18485.08928725,23.4,23.395
1.0,128,3,18592.343214991,18709.442138077,23.395,23.395
-1.0,550,7,18946.177270561,19021.681367609,23.41,23.395
1.0,203,3,19239.895385996,19286.543229287,23.39,23.39
-1.0,117,2,19333.981765996,19383.501018588,23.41,23.4
1.0,3,2,19893.095546889,19896.950831067,23.385,23.385
-1.0,390,7,19900.298524607,20121.323014599,23.39,23.39
1.0,343,5,20146.102404291,21015.814717029,23.39,23.415
-1.0,650,12,21154.474659309,21781.992778276,23.415,23.4
1.0,424,4,21855.133210947,22012.869943111,23.405,23.41
-1.0,601,9,22023.763173205,22308.861813293,23.41,23.395
1.0,100,1,22322.822229095,22322.822229095,23.405,23.405
-1.0,100,1,22323.826806662,22323.826806662,23.405,23.405
1.0,301,7,22424.89157673,22778.72446924,23.405,23.41
-1.0,255,8,23113.074877729,24372.780382173,23.41,23.415
1.0,4652,19,24387.49209635,25141.564905881,23.415,23.485
-1.0,1697,15,25176.896249044,25247.523052591,23.485,23.43
1.0,350,5,25516.092766311,25595.484455568,23.44,23.45
-1.0,200,2,25672.915488052,25672.915488052,23.46,23.455
1.0,1,1,25757.81745236,25757.81745236,23.455,23.455
-1.0,149,2,25822.579643504,25822.579643504,23.455,23.455
1.0,200,2,26291.548566796,26291.548566796,23.425,23.43
-1.0,3768,18,26479.887682864,26653.15708477,23.425,23.34
1.0,594,6,26776.512753054,26813.65724037,23.34,23.44
-1.0,200,2,26880.196180835,26880.196180835,23.445,23.44
1.0,200,2,26968.821401884,26968.821401884,23.42,23.435
-1.0,678,7,27162.012081397,27295.509303435,23.44,23.4
1.0,200,2,27362.479459646,27362.479459646,23.36,23.365
-1.0,201,1,27684.832938281,27684.832938281,23.38,23.375
1.0,459,1,27709.261386481,27709.261386481,23.365,23.375
-1.0,168,2,27827.333787594,27860.965470978,23.365,23.365
1.0,450,1,28016.473067408,28016.473067408,23.365,23.365
-1.0,155,2,28046.685723695,28046.685723695,23.365,23.365
1.0,50,1,28061.854901903,28061.854901903,23.365,23.365
-1.0,80,2,28073.716564474,28073.716564474,23.365,23.365
1.0,113,2,28341.233021288,28341.233021288,23.365,23.375
-1.0,100,2,28692.942754906,28852.757068962,23.39,23.39
1.0,378,2,28885.413725901,28903.991171169,23.395,23.4
-1.0,106,1,29002.11720435,29002.11720435,23.435,23.43
1.0,100,1,29052.735608184,29052.735608184,23.435,23.44
-1.0,200,2,29078.3223878,29078.3223878,23.445,23.44
1.0,623,5,29129.761798868,29159.23217878,23.44,23.465
-1.0,1350,13,29169.359731914,29262.693214561,23.48,23.455
1.0,250,4,29358.538313682,29481.419285227,23.44,23.45
-1.0,50,1,29536.162873284,29536.162873284,23.445,23.445
1.0,323,5,29548.675021445,29708.475813276,23.44,23.445
-1.0,1400,6,29753.092971023,29762.20728931,23.44,23.42
1.0,84,1,29771.968993361,29771.968993361,23.435,23.435
-1.0,382,5,29810.443915557,29829.51079563,23.435,23.42
1.0,200,2,29856.736126901,29856.736126901,23.415,23.425
-1.0,200,2,29910.694362876,29910.694362876,23.415,23.4
1.0,1383,11,29910.948725084,30077.456477323,23.395,23.445
-1.0,10,1,30121.790332651,30121.790332651,23.45,23.45
1.0,701,11,30124.98262777,30437.540407605,23.445,23.485
-1.0,482,6,30574.93338119,30842.655570949,23.485,23.435
1.0,911,6,30873.707395253,30994.729631892,23.415,23.405
-1.0,49,2,31027.602702713,31027.602702713,23.405,23.395
1.0,2384,7,31172.991190891,31348.016090674,23.39,23.425
-1.0,200,3,31490.354958438,31577.237973316,23.415,23.41
1.0,2329,12,31655.060136625,31817.652329173,23.405,23.45
-1.0,403,4,31819.980069826,31923.84816631,23.455,23.445
1.0,200,2,31936.817026771,31936.817026771,23.445,23.465
-1.0,200,2,31997.559292116,31997.559292116,23.475,23.47
1.0,120,2,32043.438006981,32043.438006981,23.455,23.455
-1.0,400,4,32102.55703751,32160.509881404,23.465,23.455
1.0,104,3,32180.323948252,32209.590855881,23.455,23.46
-1.0,11,2,32281.913069903,32281.913069903,23.455,23.455
1.0,1,1,32305.347637595,32305.347637595,23.455,23.455
-1.0,194,2,32359.444977331,32359.444977331,23.455,23.45
1.0,200,2,32360.556117246,32360.556117246,23.445,23.45
-1.0,354,5,32433.081134062,32433.081142744,23.445,23.43
1.0,797,5,32453.677992934,32511.750224475,23.43,23.43
-1.0,300,3,32518.495631144,32518.80080685,23.43,23.4
1.0,302,3,32528.885607525,32528.885607525,23.4,23.405
-1.0,260,4,32584.693333266,32610.622572322,23.41,23.39
1.0,752,4,32625.973318571,32627.434126427,23.39,23.395
-1.0,202,4,32723.072000335,32802.096741897,23.395,23.39
1.0,1141,6,32883.250144721,32883.250267925,23.395,23.4
-1.0,400,4,32883.385826442,32883.389214746,23.395,23.39
1.0,78,1,32894.892688453,32894.892688453,23.385,23.385
-1.0,108,3,32908.727614171,32908.727614171,23.385,23.385
1.0,148,4,33116.877993406,33243.902899384,23.385,23.385
-1.0,430,9,33254.330253769,33345.138547662,23.385,23.33
1.0,5186,15,33377.195443413,33509.427056712,23.33,23.37
-1.0,402,6,33527.530467453,33527.532977682,23.375,23.36
1.0,807,7,33541.929819602,33567.58461329,23.365,23.375
-1.0,200,2,33611.912530653,33635.893344136,23.375,23.375
1.0,6773,22,33714.191131821,34092.243738845,23.375,23.44
-1.0,1084,6,34110.756979259,34125.002025971,23.465,23.435
1.0,1854,6,34179.044808016,34200.153557121,23.44,23.47
-1.0,200,2,34200.156564515,34200.156564515,23.47,23.465
1.0,1597,9,34200.951083441,34200.952555946,23.465,23.48
-1.0,500,5,34200.956017951,34200.956027874,23.48,23.475
1.0,100,1,34200.966967612,34200.966967612,23.475,23.475
-1.0,2073,49,34201.094022815,34201.199384585,23.475,23.46
1.0,28534,66,34201.390449432,34201.716049986,23.465,23.51
-1.0,1451,18,34201.719075592,34201.918827633,23.52,23.5
1.0,523,8,34202.349356952,34202.675010303,23.495,23.505
-1.0,80,1,34202.696406983,34202.696406983,23.51,23.51
1.0,800,4,34203.133945869,34203.453391896,23.505,23.53
-1.0,150,1,34204.346923507,34204.346923507,23.525,23.52
1.0,1,1,34204.734065591,34204.734065591,23.525,23.525
-1.0,753,6,34204.735046944,34204.828063661,23.535,23.52
1.0,7,1,34205.839750274,34205.839750274,23.515,23.515
-1.0,73,1,34206.23897657,34206.23897657,23.525,23.52
1.0,4604,18,34207.937082954,34212.435413553,23.515,23.55
-1.0,250,2,34213.266005699,34213.71770034,23.545,23.54
1.0,1267,11,34213.717921782,34219.689175338,23.535,23.56
-1.0,1656,10,34220.695789816,34220.695967563,23.555,23.55
1.0,241,3,34220.696777226,34220.696790504,23.545,23.55
-1.0,7912,39,34223.97247742,34232.138836889,23.55,23.51
1.0,950,2,34234.97949341,34234.97949341,23.505,23.51
-1.0,1100,3,34234.979521306,34234.979625194,23.51,23.505
1.0,350,3,34234.979764105,34234.979764105,23.505,23.51
-1.0,150,1,34236.635845614,34236.635845614,23.515,23.51
1.0,158,1,34237.257434403,34237.257434403,23.505,23.505
-1.0,92,3,34241.253818946,34241.253928076,23.505,23.5
1.0,167,3,34242.278996473,34244.499861641,23.5,23.505
-1.0,271,4,34245.656355182,34247.586887692,23.505,23.49
1.0,107,3,34250.618024798,34250.618060742,23.485,23.485
-1.0,250,2,34251.761045831,34251.761045831,23.505,23.5
1.0,1673,17,34251.872851373,34252.877102768,23.485,23.5
-1.0,1353,6,34254.421999083,34254.421999083,23.505,23.5
1.0,3006,21,34254.422107499,34262.354985944,23.5,23.57
-1.0,572,3,34263.425539452,34263.425539452,23.565,23.56
1.0,626,5,34264.7761515,34264.7761515,23.555,23.56
-1.0,659,4,34266.534320986,34266.608607467,23.565,23.55
1.0,100,1,34268.16101461,34268.16101461,23.545,23.545
-1.0,236,3,34269.779568826,34269.779568826,23.555,23.55
1.0,360,4,34269.798082455,34269.798108352,23.545,23.55
-1.0,63,1,34272.824898952,34272.824898952,23.565,23.565
1.0,5244,28,34279.116779824,34280.920948659,23.575,23.62
-1.0,1258,8,34281.159683344,34281.159711224,23.625,23.62
1.0,671,5,34281.160042356,34281.160332863,23.625,23.63
-1.0,935,6,34285.064874169,34285.065255095,23.635,23.63
1.0,260,3,34289.072586807,34289.075425959,23.625,23.64
-1.0,962,10,34290.072343582,34290.072405637,23.645,23.64
1.0,14063,31,34290.072689832,34296.180585873,23.635,23.67
-1.0,1171,9,34298.247414068,34298.247983821,23.665,23.66
1.0,1050,7,34299.534567756,34299.534838624,23.655,23.66
-1.0,1441,14,34299.536120816,34300.567671889,23.665,23.64
1.0,521,3,34300.567787004,34300.567787004,23.635,23.64
-1.0,503,3,34300.567842952,34300.567845791,23.645,23.64
1.0,213,3,34300.567880764,34300.567933784,23.635,23.64
-1.0,700,8,34300.568013752,34300.568463148,23.645,23.64
1.0,713,4,34300.568677547,34300.568702274,23.635,23.64
-1.0,31,2,34300.569277946,34300.601394419,23.645,23.64
1.0,812,9,34300.601688764,34300.602427705,23.645,23.65
-1.0,2050,8,34300.607696889,34300.607792734,23.655,23.65
1.0,690,6,34303.166851633,34303.166883146,23.645,23.65
-1.0,530,6,34303.166977713,34303.166988412,23.655,23.655
1.0,677,10,34303.167053306,34303.80629526,23.655,23.68
-1.0,350,3,34304.081743276,34304.081766148,23.685,23.68
1.0,7864,31,34304.516828757,34307.630543316,23.675,23.705
-1.0,1030,7,34307.728199754,34307.728251185,23.705,23.7
1.0,149,2,34308.350191566,34308.350191566,23.695,23.7
-1.0,1610,12,34308.350444781,34308.732476397,23.705,23.69
1.0,150,1,34308.742417061,34308.742417061,23.685,23.69
-1.0,211,6,34308.842963552,34308.908039964,23.695,23.69
1.0,671,7,34309.291968351,34314.109712252,23.685,23.695
-1.0,122,5,34314.132500941,34314.132519871,23.695,23.69
1.0,613,5,34314.132575814,34314.948229366,23.69,23.7
