sec,signed_vol,mid
39027,-501.0,431.66
39028,-21.0,431.64
39029,-23.0,431.63
39030,217.0,431.725
39031,0.0,431.725
39032,0.0,431.725
39033,-102.0,431.685
39034,0.0,431.685
39035,0.0,431.685
39036,0.0,431.685
39037,0.0,431.675
39038,-102.0,431.64
39039,0.0,431.64
39040,0.0,431.64
39041,0.0,431.64
39042,0.0,431.64
39043,0.0,431.64
39044,0.0,431.64
39045,0.0,431.64
39046,0.0,431.64
39047,0.0,431.64
39048,30.0,431.67
39049,0.0,431.67
39050,10.0,431.7
39051,-2724.0,431.54
39052,-3146.0,431.515
39053,78.0,431.56
39054,20.0,431.59
39055,0.0,431.62
39056,-200.0,431.64
39057,0.0,431.64
39058,0.0,431.625
39059,0.0,431.63
39060,-105.0,431.62
39061,5.0,431.625
39062,300.0,431.655
39063,0.0,431.685
39064,253.0,431.74
39065,9.0,431.705
39066,0.0,431.715
39067,0.0,431.695
39068,0.0,431.7
39069,0.0,431.695
39070,-25.0,431.665
39071,0.0,431.71
39072,4.0,431.75
39073,0.0,431.76
39074,-213.0,431.74
39075,0.0,431.745
39076,0.0,431.74
39077,150.0,431.76
39078,0.0,431.76
39079,0.0,431.74
39080,1.0,431.74
39081,0.0,431.74
39082,0.0,431.745
39083,0.0,431.745
39084,0.0,431.745
39085,0.0,431.745
39086,0.0,431.745
39087,-2160.0,431.595
39088,0.0,431.6
39089,0.0,431.605
39090,0.0,431.61
39091,0.0,431.615
39092,130.0,431.66
39093,0.0,431.705
39094,0.0,431.675
39095,0.0,431.675
39096,0.0,431.66
39097,0.0,431.66
39098,0.0,431.66
39099,0.0,431.66
39100,0.0,431.66
39101,0.0,431.66
39102,-5.0,431.66
39103,0.0,431.67
39104,0.0,431.675
39105,-57.0,431.645
39106,-8.0,431.67
39107,13.0,431.695
39108,900.0,431.725
39109,0.0,431.725
39110,0.0,431.72
39111,0.0,431.72
39112,-109.0,431.675
39113,0.0,431.675
39114,-24.0,431.615
39115,0.0,431.625
39116,10.0,431.63
39117,532.0,431.73
39118,0.0,431.735
39119,-60.0,431.705
39120,0.0,431.705
39121,-30.0,431.68
39122,-48.0,431.61
39123,0.0,431.595
39124,0.0,431.58
39125,-342.0,431.515
39126,-10.0,431.49
39127,-110.0,431.455
39128,120.0,431.49
39129,-21.0,431.465
39130,-37.0,431.405
39131,20.0,431.42
39132,0.0,431.415
39133,0.0,431.415
39134,20.0,431.425
39135,0.0,431.425
39136,0.0,431.4
39137,0.0,431.4
39138,310.0,431.455
39139,0.0,431.45
39140,63.0,431.475
39141,0.0,431.49
39142,0.0,431.5
39143,-1.0,431.465
39144,-33.0,431.48
39145,0.0,431.495
39146,-10.0,431.48
39147,15.0,431.5
39148,0.0,431.505
39149,0.0,431.505
39150,0.0,431.505
39151,0.0,431.505
39152,0.0,431.505
39153,174.0,431.59
39154,0.0,431.665
39155,26.0,431.68
39156,0.0,431.68
39157,0.0,431.685
39158,0.0,431.685
39159,0.0,431.685
39160,-4.0,431.685
39161,61.0,431.69
39162,4.0,431.705
39163,0.0,431.705
39164,0.0,431.705
39165,0.0,431.705
39166,0.0,431.705
39167,0.0,431.715
39169,10.0,431.715
39170,0.0,431.715
39171,0.0,431.735
39172,0.0,431.735
39173,-10.0,431.74
39174,490.0,431.765
39175,0.0,431.765
39176,-1.0,431.765
39177,0.0,431.76
39178,-16.0,431.745
39179,21.0,431.76
39180,0.0,431.765
39181,-189.0,431.72
39182,3.0,431.725
39183,25.0,431.74
39184,0.0,431.74
39185,-112.0,431.675
39186,0.0,431.68
39187,115.0,431.72
39188,0.0,431.72
39189,315.0,431.785
39190,0.0,431.785
39191,119.0,431.81
39192,0.0,431.81
39193,-46.0,431.79
39194,-11.0,431.785
39195,0.0,431.785
39196,0.0,431.785
39197,0.0,431.79
39198,0.0,431.805
39199,-11.0,431.8
39200,12.0,431.875
39201,0.0,431.88
39202,546.0,432.005
39203,0.0,432.005
39204,0.0,431.975
39205,0.0,431.98
39206,-210.0,431.96
39207,0.0,431.975
39208,0.0,431.965
39209,0.0,431.965
39210,0.0,431.965
39211,-174.0,432.04
39212,-28.0,432.025
39213,0.0,432.025
39214,0.0,432.025
39215,258.0,432.1
39216,109.0,432.115
39217,0.0,432.115
39218,0.0,432.115
39219,0.0,432.115
39220,18.0,432.065
