sign,shares,n_fills,t_start,t_end,mid_start,mid_end
1.0,20,5,14411.034341406,14422.255258589,192.68,192.71
-1.0,1,1,14429.341445111,14429.341445111,192.7,192.62
1.0,3,2,14433.901765963,14433.901765963,192.545,192.63
-1.0,2,2,14436.100571498,14442.335566431,192.71,192.575
1.0,1,1,14450.195250875,14450.195250875,192.53,192.63
-1.0,21,2,14463.844209801,14466.238011595,192.635,192.575
1.0,1,1,14480.110944546,14480.110944546,192.53,192.59
-1.0,45,4,14487.68417532,14489.600441525,192.635,192.635
1.0,1,1,14490.244684844,14490.244684844,192.635,192.65
-1.0,1,1,14491.158822183,14491.158822183,192.67,192.65
1.0,1,1,14491.741562256,14491.741562256,192.635,192.65
-1.0,157,22,14493.296168667,14533.260027516,192.67,192.635
1.0,205,9,14535.507901399,14535.526587405,192.635,192.69
-1.0,1,1,14544.466733206,14544.466733206,192.755,192.74
1.0,1,1,14550.478319369,14550.478319369,192.73,192.74
-1.0,166,14,14552.317391774,14579.296973055,192.755,192.73
1.0,1,1,14583.241178568,14583.241178568,192.73,192.74
-1.0,138,4,14585.165366521,14606.850440205,192.755,192.7
1.0,240,4,14628.784017163,14629.955442269,192.73,192.755
-1.0,100,1,14631.902668739,14631.902668739,192.77,192.755
1.0,10152,50,14646.961275035,14726.504574332,192.755,193.18
-1.0,155,4,14732.062530433,14732.664127225,193.25,193.24
1.0,102,2,14734.550285794,14734.550285794,193.24,193.265
-1.0,77,2,14748.048666083,14748.37570823,193.27,193.225
1.0,200,1,14749.479717837,14749.479717837,193.225,193.23
-1.0,25,1,14749.479748915,14749.479748915,193.305,193.305
1.0,65,3,14749.480219427,14749.480223799,193.305,193.325
-1.0,4116,22,14749.484340404,14858.208992172,193.325,193.11
1.0,56,2,14860.349806758,14860.906257883,193.06,193.06
-1.0,1,1,14882.390859493,14882.390859493,193.07,193.06
1.0,144,1,14889.193443423,14889.193443423,193.06,193.1
-1.0,106,1,14889.19536543,14889.19536543,193.13,193.11
1.0,193,3,14889.271899772,14901.92726161,193.06,193.09
-1.0,459,11,14960.644475026,14987.10830332,193.12,192.86
1.0,163,4,15059.386838211,15116.890640082,192.875,192.88
-1.0,162,5,15176.941534846,15206.115701754,192.875,192.8
1.0,189,4,15231.43803593,15239.457607926,192.83,192.895
-1.0,32,4,15310.579094978,15431.562320453,192.94,192.885
1.0,1,1,15452.750868166,15452.750868166,192.885,192.905
-1.0,71,3,15548.406957332,15744.650664779,192.935,192.88
1.0,44,2,15846.793123494,15907.273552552,192.84,192.88
-1.0,193,4,16163.935848052,16201.524302363,192.905,192.87
1.0,5,1,16202.591816634,16202.591816634,192.87,192.87
-1.0,237,6,16203.450059074,16224.711522101,192.875,192.87
1.0,87,3,16256.37307907,16271.95644354,192.86,192.905
-1.0,2,1,16306.228809986,16306.228809986,192.905,192.895
1.0,50,2,16394.324374603,16396.101768838,192.9,192.91
-1.0,10,1,16403.435570874,16403.435570874,192.91,192.895
1.0,50,1,16405.034244589,16405.034244589,192.885,192.895
-1.0,5,1,16413.279287427,16413.279287427,192.935,192.895
1.0,35,3,16430.880242015,16432.443032375,192.895,192.925
-1.0,28,6,16440.806910386,16601.713178886,192.92,192.905
1.0,1083,16,16607.281106087,16661.562179966,192.905,193.1
-1.0,112,3,16773.410378844,16873.336701195,193.175,193.065
1.0,137,3,16877.242181214,16877.502676793,193.065,193.065
-1.0,1,1,16886.4491277,16886.4491277,193.065,193.05
1.0,22,1,16886.449349167,16886.449349167,193.01,193.05
-1.0,22,3,16941.313829663,16941.313829663,193.04,192.99
1.0,233,4,16942.998144615,16942.998214151,192.905,192.965
-1.0,50,3,16988.451137223,16988.451137223,192.97,192.965
1.0,1,1,16988.490555113,16988.490555113,192.92,192.98
-1.0,80,4,17053.514933026,17183.144336115,193.015,192.96
1.0,81,6,17261.374021775,17350.040185941,192.95,193.0
-1.0,16,2,17451.914523962,17546.952173097,193.065,193.075
1.0,3,2,17674.869277115,17688.588129874,193.105,193.105
-1.0,36,2,17796.507184473,17827.02788588,193.1,193.065
1.0,96,5,17827.02792794,17911.104426828,193.015,193.15
-1.0,501,10,17928.368323223,18072.241074073,193.15,192.99
1.0,25,2,18077.453965267,18077.455262157,192.945,192.99
-1.0,1,1,18109.415178509,18109.415178509,193.025,192.98
1.0,222,8,18109.780504976,18278.981702955,192.955,193.025
-1.0,30,6,18293.280047586,18358.36216019,193.02,192.97
1.0,1,1,18420.857226666,18420.857226666,192.99,193.02
-1.0,4,1,18422.863665175,18422.863665175,193.06,193.06
1.0,27,5,18441.594625233,18507.48326628,193.045,193.04
-1.0,300,4,18509.157551126,18509.157822996,193.085,193.085
1.0,280,2,18521.330380858,18521.3306073,193.09,193.1
-1.0,741,7,18530.358410488,18784.895667427,193.125,193.02
1.0,36,2,18814.491334289,18814.491921978,192.995,193.02
-1.0,6,4,18840.383977013,18906.326678628,193.05,193.015
1.0,1,1,18949.595009985,18949.595009985,193.015,193.025
-1.0,206,19,19147.508824145,19366.122676516,193.085,192.98
1.0,11,3,19489.657968385,19498.687735041,192.965,192.975
-1.0,70,1,19522.261334319,19522.261334319,192.995,192.975
1.0,130,4,19524.394081375,19612.825084758,192.965,192.99
-1.0,2,2,19641.252160235,19668.156692093,193.005,193.01
1.0,1,1,19731.939556153,19731.939556153,193.01,193.015
-1.0,26,2,19732.671000566,19732.671000566,193.015,192.995
1.0,382,12,19790.347252822,20022.205656109,192.98,193.025
-1.0,301,2,20111.323559407,20111.323559407,193.045,193.04
1.0,8,1,20136.867710227,20136.867710227,193.04,193.075
-1.0,322,8,20136.867742805,20146.301734646,193.095,193.075
1.0,3,2,20186.821770271,20191.995726175,193.05,193.035
-1.0,4,3,20237.301951328,20246.247017736,193.035,193.01
1.0,453,6,20279.559902087,20349.471473968,192.985,192.985
-1.0,182,1,20364.356089002,20364.356089002,192.985,192.98
1.0,298,9,20389.386943306,20588.380141057,192.985,193.055
-1.0,138,6,20592.099304969,20748.45332262,193.08,193.005
1.0,21,1,20849.596746897,20849.596746897,192.98,192.98
-1.0,142,15,20869.048715269,20934.250130383,192.995,192.9
1.0,12,3,20970.720492582,21037.537748892,192.88,192.93
-1.0,41,2,21037.537780473,21037.80674015,192.955,192.935
1.0,634,12,21055.295309863,21196.826312594,192.915,193.005
-1.0,15,4,21217.57378226,21246.535594631,193.025,192.985
1.0,390,9,21248.605766635,21622.391291955,192.97,193.01
-1.0,34,3,21658.041303515,21689.29050331,193.02,192.995
1.0,44,4,21696.465771623,21720.83637626,192.995,193.015
-1.0,20,2,21727.008325664,21727.008325664,193.02,192.98
1.0,15,1,21785.970322071,21785.970322071,192.96,192.975
-1.0,46,3,21827.855868881,21877.722560213,193.015,193.015
1.0,10,2,21886.105865714,21886.105865714,193.015,193.015
-1.0,5,3,21890.39835572,21987.342819749,193.015,192.975
1.0,2,2,22076.136781181,22198.952318234,192.985,193.005
-1.0,1,1,22223.664191324,22223.664191324,193.005,192.98
1.0,119,6,22302.086610594,22357.930787989,192.96,193.025
-1.0,1,1,22481.021764079,22481.021764079,193.03,193.025
1.0,134,5,22516.646002667,22611.72197555,193.01,193.035
-1.0,5,1,22615.001119088,22615.001119088,193.04,193.04
1.0,85,2,22618.908958402,22618.946932534,193.04,193.065
-1.0,760,9,22625.374213484,22678.857138791,193.085,193.065
1.0,1,1,22692.159363347,22692.159363347,193.035,193.065
-1.0,162,8,22954.469375459,23249.565767204,193.07,193.035
1.0,5,1,23534.032294803,23534.032294803,193.025,193.035
-1.0,308,7,23534.032530338,23555.382500417,193.065,193.065
1.0,1,1,23562.070982675,23562.070982675,193.065,193.08
-1.0,77,3,23562.134970026,23585.967880618,193.08,193.05
1.0,22,2,23688.816587742,23728.672015828,193.05,193.065
-1.0,106,5,23740.154348067,23796.965193361,193.07,193.04
1.0,550,7,23842.939633372,24316.251522743,193.035,193.035
-1.0,160,16,24431.899001869,24636.961086601,193.025,192.895
1.0,40,1,24647.622044449,24647.622044449,192.87,192.87
-1.0,328,1,24665.32246369,24665.32246369,192.855,192.855
1.0,10,1,24668.550117202,24668.550117202,192.855,192.855
-1.0,227,16,24671.074500074,24798.126067058,192.875,192.83
1.0,1,1,24812.88729114,24812.88729114,192.835,192.875
-1.0,45,3,24812.981249361,24886.524491652,192.875,192.875
1.0,2,2,24938.232544646,24987.673081286,192.88,192.955
-1.0,628,18,25037.814875931,25200.343931566,192.955,192.82
1.0,7,3,25200.757754379,25216.308882077,192.745,192.87
-1.0,1,1,25236.762664847,25236.762664847,192.88,192.87
1.0,1,1,25236.890433667,25236.890433667,192.825,192.87
-1.0,1,1,25237.379514228,25237.379514228,192.88,192.87
1.0,1,1,25252.535058013,25252.535058013,192.825,192.87
-1.0,1,1,25275.114755673,25275.114755673,192.88,192.87
1.0,1,1,25277.439522771,25277.439522771,192.825,192.87
-1.0,1,1,25421.334646334,25421.334646334,192.875,192.865
1.0,1,1,25432.887102568,25432.887102568,192.825,192.86
-1.0,1,1,25438.840332788,25438.840332788,192.89,192.87
1.0,335,6,25480.699426204,25504.127290758,192.86,192.905
-1.0,8,1,25552.244455126,25552.244455126,192.96,192.95
1.0,206,5,25565.725522227,25589.85111166,192.95,192.955
-1.0,16,1,25601.177246979,25601.177246979,192.995,192.955
1.0,11,2,25616.075601612,25619.244630898,192.93,192.955
-1.0,1,1,25660.082087689,25660.082087689,192.955,192.935
1.0,7,2,25661.367949757,25717.915725046,192.88,192.955
-1.0,10,3,25975.645057386,25991.347369927,192.945,192.885
1.0,200,2,26011.612140455,26011.835528725,192.92,192.925
-1.0,2,1,26078.492479719,26078.492479719,192.925,192.9
1.0,1014,8,26130.185209367,26376.120173954,192.865,192.925
-1.0,805,1,26376.120213513,26376.120213513,192.96,192.935
1.0,4,2,26397.853091456,26423.208349293,192.89,192.91
-1.0,343,11,26454.982200468,26624.488516387,192.91,192.85
1.0,1,1,26624.56784311,26624.56784311,192.825,192.85
-1.0,610,16,26681.072241825,26827.197243745,192.87,192.745
1.0,803,8,26847.840055798,26989.992399895,192.74,192.87
-1.0,11,1,27006.478313123,27006.478313123,192.885,192.87
1.0,200,5,27070.131010485,27070.136489591,192.88,192.885
-1.0,1,1,27093.562240161,27093.562240161,192.94,192.88
1.0,716,20,27106.375657422,27110.54396642,192.88,192.97
-1.0,1,1,27245.699689637,27245.699689637,192.965,192.94
1.0,1,1,27280.519734384,27280.519734384,192.9,192.94
-1.0,77,14,27298.502660531,27639.720411873,192.955,192.77
1.0,377,13,27662.652086505,27749.111486147,192.765,192.835
-1.0,69,3,27779.58270905,27782.770593767,192.84,192.815
1.0,1,1,27849.110677116,27849.110677116,192.815,192.82
-1.0,1,1,27852.398416544,27852.398416544,192.84,192.82
1.0,20,2,27902.071692794,27902.071692794,192.82,192.825
-1.0,1,1,27907.509144018,27907.509144018,192.84,192.825
1.0,1671,15,27947.24211772,28002.161035936,192.835,192.935
-1.0,1,1,28010.314422306,28010.314422306,192.95,192.92
1.0,2,2,28019.724085679,28019.724506758,192.88,192.91
-1.0,100,3,28077.159035987,28077.159049447,192.985,192.955
1.0,3,1,28084.676751659,28084.676751659,192.935,192.935
-1.0,6,2,28094.553868918,28136.447745366,192.98,192.955
1.0,184,13,28144.25248153,28229.387486053,192.955,193.005
-1.0,5,2,28235.038797553,28401.64812794,192.995,192.92
1.0,1,1,28412.280432749,28412.280432749,192.895,192.925
-1.0,1,1,28423.911580306,28423.911580306,192.955,192.925
1.0,141,4,28445.997767454,28589.678068023,192.88,192.94
-1.0,231,4,28608.205309494,28619.481109452,192.94,192.88
1.0,90,4,28652.615149414,28820.442747344,192.9,192.95
-1.0,16,3,28883.421737954,28886.290270749,192.945,192.865
1.0,99,3,28910.007039563,28910.007591492,192.905,192.94
-1.0,100,1,28930.56288741,28930.56288741,192.965,192.945
1.0,100,1,29032.517063318,29032.517063318,192.945,192.95
-1.0,3,2,29073.229938751,29073.229938751,192.95,192.945
1.0,261,6,29100.517301301,29134.838519704,192.925,192.955
-1.0,75,2,29167.305745339,29167.305857131,192.975,192.945
1.0,12,1,29239.699970235,29239.699970235,192.93,192.94
-1.0,1,1,29297.757151264,29297.757151264,192.955,192.94
1.0,50,1,29312.03900543,29312.03900543,192.935,192.935
-1.0,230,2,29349.880340849,29349.880340849,192.935,192.93
1.0,51,2,29349.921737972,29349.927058839,192.92,192.92
-1.0,82,5,29350.205749932,29395.751920074,192.925,192.9
1.0,1,1,29449.11077878,29449.11077878,192.89,192.895
-1.0,2,2,29563.824428673,29563.825199757,192.885,192.875
1.0,50,1,29563.82880521,29563.82880521,192.855,192.855
-1.0,2,1,29571.716055127,29571.716055127,192.855,192.84
1.0,9,1,29571.721645609,29571.721645609,192.825,192.835
-1.0,4,2,29583.516048109,29583.516048109,192.835,192.835
1.0,825,20,29592.051151987,29754.391294844,192.835,192.96
-1.0,1,1,29791.194773315,29791.194773315,192.955,192.95
1.0,50,2,29831.010291558,29831.010291558,192.92,192.925
-1.0,1,1,29856.458091015,29856.458091015,192.915,192.91
1.0,200,2,29865.649686713,29865.649707477,192.91,192.92
-1.0,6,2,29868.540950458,29868.540950458,192.92,192.9
1.0,10,1,29956.471690145,29956.471690145,192.88,192.9
-1.0,4,3,29967.049444107,30203.419492315,192.92,192.885
1.0,15,1,30236.600339127,30236.600339127,192.89,192.89
-1.0,300,4,30252.531967192,30254.300436723,192.89,192.88
1.0,2511,36,30291.243841014,30460.41535456,192.89,193.015
-1.0,11,2,30486.745155168,30486.745155168,193.015,193.005
1.0,1,1,30523.302713957,30523.302713957,193.005,193.015
-1.0,114,5,30554.01748182,30635.683563243,193.015,192.935
1.0,1,1,30703.871232169,30703.871232169,192.94,192.94
-1.0,49,3,30716.101411848,30716.103007483,192.94,192.925
1.0,32,3,30716.223660468,30738.203512775,192.905,192.93
-1.0,453,12,30753.139985928,30822.88875002,192.935,192.9
1.0,4,2,30838.302175029,30852.903095851,192.89,192.9
-1.0,456,7,30881.397554521,30883.838062137,192.895,192.875
1.0,200,2,30889.819340233,30889.819724562,192.895,192.9
-1.0,625,11,30892.996194336,30922.508820823,192.9,192.9
1.0,4,3,30975.361488203,30979.102961364,192.9,192.915
-1.0,16,2,31006.293587416,31020.299718194,192.915,192.91
1.0,2,1,31046.668953907,31046.668953907,192.9,192.905
-1.0,350,9,31067.34695971,31076.02218897,192.89,192.885
1.0,190,4,31080.031935294,31080.032552151,192.885,192.905
-1.0,421,6,31081.823894183,31122.635139292,192.905,192.91
1.0,14,2,31150.93056788,31162.072911562,192.885,192.91
-1.0,103,2,31163.948473202,31163.948473202,192.915,192.895
1.0,4,1,31166.649385063,31166.649385063,192.885,192.885
-1.0,144,2,31174.483141433,31255.536306439,192.91,192.89
1.0,4,1,31263.026409536,31263.026409536,192.89,192.89
-1.0,259,5,31290.018744513,31290.019034871,192.89,192.88
1.0,177,5,31380.600622389,31380.600680892,192.885,192.89
-1.0,113,3,31465.859657996,31465.859686595,192.885,192.885
