sec,signed_vol,volume,mid
34200,1321.0,5251.0,43.24
34201,-827.0,2181.0,43.18
34202,-1553.0,2885.0,43.145
34203,-3039.0,5083.0,43.125
34204,275.0,485.0,43.14
34205,96.0,296.0,43.16
34206,373.0,373.0,43.21
34207,63.0,63.0,43.215
34208,7.0,415.0,43.19
34209,0.0,0.0,43.18
34210,705.0,2559.0,43.22
34211,0.0,0.0,43.21
34212,-231.0,581.0,43.21
34213,631.0,631.0,43.23
34214,316.0,944.0,43.23
34215,574.0,1202.0,43.24
34216,22.0,236.0,43.24
34217,67.0,67.0,43.24
34218,934.0,1134.0,43.27
34219,186.0,430.0,43.265
34220,814.0,820.0,43.275
34221,344.0,594.0,43.28
34222,84.0,84.0,43.28
34223,-101.0,101.0,43.26
34224,815.0,815.0,43.28
34225,-244.0,514.0,43.27
34226,112.0,112.0,43.27
34227,50.0,128.0,43.24
34228,5.0,5.0,43.24
34229,-405.0,493.0,43.215
34230,309.0,309.0,43.23
34231,-8.0,688.0,43.21
34232,-106.0,306.0,43.185
34233,0.0,0.0,43.19
34234,-309.0,337.0,43.2
34235,-1.0,1.0,43.195
34236,97.0,123.0,43.185
34237,-203.0,421.0,43.16
34238,0.0,0.0,43.155
34239,0.0,0.0,43.155
34240,0.0,0.0,43.14
34241,0.0,0.0,43.14
34242,197.0,1087.0,43.13
34243,399.0,601.0,43.12
34244,0.0,0.0,43.12
34245,405.0,405.0,43.13
34246,546.0,546.0,43.15
34247,0.0,0.0,43.145
34248,206.0,206.0,43.175
34249,0.0,0.0,43.18
34250,0.0,0.0,43.18
34251,75.0,275.0,43.19
34252,0.0,0.0,43.185
34253,104.0,104.0,43.2
34254,384.0,416.0,43.185
34255,-100.0,100.0,43.175
34256,419.0,419.0,43.185
34257,313.0,547.0,43.24
34258,-110.0,926.0,43.25
34259,0.0,0.0,43.25
34260,-1.0,1.0,43.24
34261,111.0,1123.0,43.24
34262,0.0,0.0,43.235
34263,39.0,49.0,43.265
34264,133.0,195.0,43.275
34265,-500.0,500.0,43.25
34266,318.0,320.0,43.25
34267,-205.0,205.0,43.225
34268,0.0,280.0,43.225
34269,-99.0,99.0,43.22
34270,-795.0,2605.0,43.21
34271,0.0,0.0,43.21
34272,616.0,670.0,43.24
34273,109.0,109.0,43.27
34274,-6.0,6.0,43.27
34275,0.0,0.0,43.27
34276,0.0,0.0,43.27
34277,0.0,0.0,43.27
34278,279.0,279.0,43.29
34279,0.0,0.0,43.29
34280,0.0,0.0,43.29
34281,850.0,874.0,43.31
34282,-100.0,100.0,43.29
34283,0.0,0.0,43.29
34284,154.0,156.0,43.29
34285,-85.0,115.0,43.3
34286,-33.0,33.0,43.29
34287,0.0,0.0,43.285
34288,-38.0,644.0,43.245
34289,21.0,21.0,43.26
34290,-1243.0,1243.0,43.245
34291,55.0,57.0,43.29
34292,-1.0,1.0,43.28
34293,0.0,0.0,43.28
34294,0.0,0.0,43.28
34295,534.0,614.0,43.3
34296,27.0,37.0,43.315
34297,622.0,622.0,43.335
34298,0.0,0.0,43.33
34299,-2.0,2.0,43.3
34300,161.0,881.0,43.3
34301,48.0,48.0,43.305
