sign,shares,n_fills,t_start,t_end,mid_start,mid_end
1.0,165,3,14407.391777647,14456.186974383,421.995,424.025
-1.0,1,1,14473.432454363,14473.432454363,424.77,424.59
1.0,340,6,14473.433291757,14473.433949116,424.215,424.215
-1.0,1,1,14473.571407402,14473.571407402,424.215,424.005
1.0,260,3,14477.031981852,14485.874715226,423.175,423.55
-1.0,1,1,14514.311800924,14514.311800924,424.115,423.19
1.0,43,4,14527.340100956,14598.564319866,422.855,423.755
-1.0,15,5,14630.642959265,15022.662739149,423.755,423.655
1.0,46,4,15023.756767005,15346.544589781,423.525,423.72
-1.0,11,4,15355.341877784,15422.34535767,423.79,423.68
1.0,1,1,15450.873224298,15450.873224298,423.615,423.68
-1.0,27,5,15491.48195309,15504.623866308,423.765,423.67
1.0,16,2,15606.053057728,15611.549751995,423.775,423.785
-1.0,390,4,15633.252352365,15634.342040875,423.785,423.715
1.0,2892,42,15918.915762097,16037.787734844,423.68,424.325
-1.0,14,3,16037.787767636,16121.19036243,424.945,424.325
1.0,71,7,16231.877971181,16234.880862569,424.56,424.715
-1.0,2,1,16259.875030063,16259.875030063,425.1,424.715
1.0,5,2,16271.85286931,16276.860906998,424.46,424.715
-1.0,5,2,16404.387779196,16406.455520907,424.915,424.915
1.0,3,1,16534.439955643,16534.439955643,424.765,424.795
-1.0,56,1,16534.440009292,16534.440009292,425.12,424.795
1.0,28,3,16694.970774643,16699.872850161,424.72,424.76
-1.0,639,10,16699.873293659,16783.096247193,425.035,424.275
1.0,11,1,16913.466035912,16913.466035912,424.25,424.44
-1.0,77,7,17027.155529525,17225.488552948,424.54,424.59
1.0,1,1,17339.462410828,17339.462410828,424.325,424.325
-1.0,139,6,17365.163827998,17365.172265219,424.325,424.14
1.0,22,2,17365.172292937,17365.172875091,423.965,423.825
-1.0,164,17,17690.699563028,19047.321566653,423.785,423.865
1.0,1,1,19436.598138408,19436.598138408,423.865,423.875
-1.0,132,16,19449.941469337,19585.888673647,423.99,423.62
1.0,1,1,19619.587673882,19619.587673882,423.61,423.62
-1.0,711,39,19667.984186777,19855.168116553,423.62,422.945
1.0,3,2,20130.102870711,20303.104439646,423.095,423.39
-1.0,1,1,20323.23849896,20323.23849896,423.39,423.305
1.0,397,10,20349.53861041,20613.179996617,423.305,423.845
-1.0,2,2,20721.042917551,20730.369478443,424.385,424.08
1.0,67,4,20770.407364864,21099.508944534,423.7,424.39
-1.0,4,2,21231.601197488,21258.51717436,424.685,424.39
1.0,246,4,21351.389263943,21434.087826143,424.51,424.515
-1.0,37,3,21434.087876394,21470.017429094,424.67,424.515
1.0,2,2,21657.004004271,21657.654410973,424.425,424.515
-1.0,3,2,21667.685930204,21667.685930204,424.515,424.38
1.0,8,1,21667.685958207,21667.685958207,424.215,424.38
-1.0,29,5,21767.730719006,21811.747936234,424.515,424.38
1.0,223,10,21819.668085045,22450.820938692,424.2,424.595
-1.0,7,1,22464.874204916,22464.874204916,424.67,424.595
1.0,12,4,22470.234024463,22574.214403433,424.585,424.755
-1.0,4,1,22650.191701818,22650.191701818,424.78,424.775
1.0,6,4,22715.190917434,22947.852580532,424.715,424.84
-1.0,63,5,23215.08274843,23276.02905965,424.88,424.765
