sec,signed_vol,volume,mid
34200,-194.0,1736.0,44.275
34201,1266.0,2694.0,44.31
34202,5969.0,9735.0,44.39
34203,3981.0,5023.0,44.44
34204,0.0,0.0,44.44
34205,103.0,103.0,44.46
34206,-342.0,1318.0,44.41
34207,-200.0,200.0,44.39
34208,691.0,693.0,44.44
34209,451.0,1467.0,44.485
34210,0.0,0.0,44.485
34211,230.0,1578.0,44.47
34212,-100.0,100.0,44.455
34213,400.0,400.0,44.48
34214,5055.0,6531.0,44.52
34215,131.0,547.0,44.545
34216,-719.0,1105.0,44.535
34217,2215.0,3023.0,44.58
34218,94.0,94.0,44.575
34219,-1001.0,3419.0,44.57
34220,100.0,100.0,44.58
34221,200.0,606.0,44.58
34222,2825.0,8371.0,44.59
34223,260.0,260.0,44.6
34224,536.0,1072.0,44.635
34225,100.0,100.0,44.635
34226,6026.0,6028.0,44.67
34227,465.0,689.0,44.675
34228,-340.0,906.0,44.65
34229,400.0,400.0,44.665
34230,-1330.0,3346.0,44.65
34231,529.0,883.0,44.66
34232,299.0,505.0,44.665
34233,105.0,105.0,44.68
34234,100.0,100.0,44.685
34235,2534.0,2534.0,44.705
34236,2667.0,2667.0,44.715
34237,328.0,334.0,44.72
34238,-15.0,1831.0,44.72
34239,-282.0,860.0,44.715
34240,240.0,650.0,44.715
34241,63.0,1935.0,44.725
34242,210.0,228.0,44.725
34243,-9.0,227.0,44.725
34244,-300.0,710.0,44.725
34245,-514.0,1516.0,44.725
34246,-199.0,999.0,44.73
34247,-286.0,820.0,44.725
34248,100.0,100.0,44.725
34249,-174.0,426.0,44.73
34250,0.0,0.0,44.725
34251,0.0,0.0,44.725
34252,0.0,0.0,44.725
34253,-86.0,124.0,44.725
34254,-602.0,812.0,44.71
34255,-543.0,833.0,44.715
34256,210.0,620.0,44.715
34257,25.0,25.0,44.725
34258,0.0,0.0,44.725
34259,480.0,480.0,44.735
34260,0.0,0.0,44.735
34261,-813.0,813.0,44.725
34262,2656.0,2656.0,44.745
34263,859.0,859.0,44.755
34264,800.0,1000.0,44.755
34265,-402.0,402.0,44.73
34266,1000.0,1000.0,44.76
34267,0.0,0.0,44.76
34268,1954.0,3086.0,44.755
34269,902.0,1306.0,44.775
34270,5943.0,6143.0,44.79
34271,2601.0,4017.0,44.8
34272,686.0,686.0,44.825
34273,-202.0,402.0,44.815
34274,-501.0,501.0,44.82
34275,-493.0,771.0,44.82
34276,0.0,0.0,44.82
34277,-737.0,737.0,44.8
34278,0.0,0.0,44.805
34279,200.0,200.0,44.825
34280,1203.0,1203.0,44.835
34281,30.0,30.0,44.835
34282,298.0,698.0,44.835
34283,-300.0,300.0,44.825
34284,-122.0,490.0,44.815
34285,1.0,1.0,44.815
34286,-1031.0,1031.0,44.76
34287,861.0,861.0,44.78
34288,0.0,0.0,44.78
34289,0.0,0.0,44.785
34290,0.0,0.0,44.785
34291,-100.0,500.0,44.775
34292,0.0,0.0,44.77
34293,205.0,405.0,44.82
34294,-142.0,142.0,44.805
34295,290.0,510.0,44.81
34296,0.0,0.0,44.815
34297,0.0,0.0,44.815
34298,-401.0,401.0,44.805
34299,261.0,1335.0,44.825
34300,-547.0,1347.0,44.835
34301,500.0,500.0,44.845
34302,0.0,0.0,44.845
34303,0.0,0.0,44.845
34304,669.0,1835.0,44.845
34305,200.0,200.0,44.85
34306,203.0,403.0,44.855
34307,-600.0,600.0,44.83
34308,0.0,0.0,44.835
34309,-169.0,1433.0,44.82
34310,0.0,0.0,44.815
34311,137.0,137.0,44.815
34312,95.0,305.0,44.83
34313,25.0,25.0,44.845
34314,637.0,1403.0,44.85
34315,200.0,200.0,44.85
34316,0.0,0.0,44.85
34317,275.0,275.0,44.865
34318,0.0,0.0,44.865
34319,0.0,0.0,44.865
34320,0.0,0.0,44.865
34321,3342.0,6482.0,44.89
34322,-100.0,100.0,44.89
34323,2182.0,2460.0,44.91
34324,-689.0,867.0,44.885
34325,207.0,419.0,44.895
34326,-303.0,307.0,44.89
34327,0.0,0.0,44.905
34328,400.0,708.0,44.915
34329,97.0,97.0,44.915
34330,200.0,200.0,44.915
34331,2598.0,3632.0,44.935
34332,949.0,3019.0,44.925
34333,352.0,352.0,44.94
34334,-202.0,1002.0,44.925
34335,902.0,1304.0,44.935
34336,-82.0,82.0,44.925
34337,400.0,800.0,44.93
34338,100.0,300.0,44.945
34339,90.0,908.0,44.945
34340,102.0,102.0,44.945
34341,100.0,100.0,44.955
34342,100.0,100.0,44.955
34343,2078.0,3476.0,44.975
34344,2318.0,3470.0,44.965
34345,116551.0,123757.0,45.02
34346,668.0,1172.0,45.035
34347,571.0,983.0,45.04
34348,-539.0,539.0,45.015
34349,0.0,0.0,45.015
34350,0.0,0.0,45.015
34351,286.0,1924.0,45.0
34352,-100.0,100.0,45.005
34353,-1606.0,3152.0,44.98
34354,33.0,33.0,44.995
34355,129.0,129.0,45.005
34356,-78.0,78.0,45.005
34357,-323.0,323.0,44.99
34358,817.0,1017.0,45.02
34359,0.0,0.0,45.02
34360,195.0,617.0,45.02
34361,0.0,0.0,45.02
34362,598.0,600.0,45.035
34363,725.0,725.0,45.04
34364,1295.0,1919.0,45.06
34365,0.0,0.0,45.06
34366,0.0,0.0,45.06
34367,0.0,0.0,45.06
