sec,signed_vol,mid
34200,0.0,428.24
34201,-5304.0,427.745
34202,-143.0,427.62
34203,121.0,427.46
34204,12.0,427.655
34205,382.0,427.975
34206,-511.0,427.965
34207,128.0,428.085
34208,-38.0,427.96
34209,-462.0,427.8
34210,100.0,427.91
34211,45.0,427.825
34212,6.0,427.97
34213,0.0,427.97
34214,0.0,427.97
34215,-35.0,427.945
34216,450.0,428.13
34217,-230.0,428.155
34218,0.0,428.16
34219,-85.0,428.17
34220,-33.0,428.085
34221,747.0,428.215
34222,0.0,428.215
34223,0.0,428.215
34224,-3.0,428.24
34225,0.0,428.24
34226,306.0,428.25
34227,-310.0,428.11
34228,-5.0,428.105
34229,0.0,428.105
34230,0.0,428.105
34231,-473.0,427.985
34232,-25.0,428.015
34233,451.0,428.03
34234,-139.0,428.045
34235,0.0,428.03
34236,0.0,428.03
34237,-343.0,427.93
34238,-446.0,427.785
34239,0.0,427.805
34240,-669.0,427.72
34241,-115.0,427.615
34242,73.0,427.62
34243,0.0,427.625
34244,264.0,427.765
34245,-5.0,427.765
34246,0.0,427.765
34247,169.0,427.775
34248,-139.0,427.745
34249,0.0,427.745
34250,166.0,427.91
34251,-5.0,427.905
34252,0.0,427.905
34253,0.0,427.905
34254,0.0,427.895
34255,0.0,427.89
34256,7.0,427.945
34257,422.0,428.045
34258,218.0,428.095
34259,100.0,428.02
34260,0.0,428.05
34261,0.0,428.065
34262,7.0,428.09
34263,-655.0,427.935
34264,-459.0,427.945
34265,-38.0,427.87
34266,-20.0,427.83
34267,0.0,427.8
34268,0.0,427.795
34269,-341.0,427.835
34270,0.0,427.855
34271,-19.0,427.855
34272,278.0,428.005
34273,0.0,428.04
34274,-1.0,427.965
34275,0.0,427.965
34276,-3.0,427.89
34277,-357.0,427.835
34278,-14.0,427.835
34279,-105.0,427.735
34280,-130.0,427.67
34281,-265.0,427.605
34282,-17.0,427.625
34283,0.0,427.63
34284,0.0,427.565
34285,0.0,427.69
34286,0.0,427.665
34287,0.0,427.665
34288,0.0,427.605
34289,0.0,427.615
34290,0.0,427.62
34291,0.0,427.615
34292,-9.0,427.61
34293,0.0,427.61
34294,175.0,427.74
34295,111.0,427.8
34296,-5.0,427.76
34297,-10.0,427.725
34298,-200.0,427.645
34299,0.0,427.64
34300,0.0,427.64
34301,12.0,427.73
34302,0.0,427.735
34303,-149.0,427.63
34304,-563.0,427.545
34305,0.0,427.585
34306,-509.0,427.48
34307,-10.0,427.45
34308,0.0,427.45
34309,408.0,427.51
34310,0.0,427.51
34311,100.0,427.545
34312,0.0,427.62
34313,0.0,427.56
34314,-1.0,427.555
34315,12.0,427.575
34316,150.0,427.615
34317,0.0,427.62
34318,98.0,427.71
34319,-58.0,427.61
34320,0.0,427.645
34321,0.0,427.645
34322,212.0,427.78
34323,0.0,427.78
34324,0.0,427.76
34325,0.0,427.78
34326,0.0,427.78
34327,-21.0,427.66
34328,0.0,427.66
34329,-646.0,427.59
34330,693.0,427.785
34331,420.0,427.755
34332,62.0,427.825
34333,0.0,427.8
34334,100.0,427.9
34335,4.0,427.945
34336,0.0,427.94
34337,-67.0,427.83
34338,0.0,427.83
34339,111.0,427.945
34340,0.0,427.94
34341,0.0,427.945
34342,18.0,428.045
34343,208.0,428.105
34344,0.0,428.105
34345,0.0,428.135
34346,-200.0,428.05
34347,100.0,428.095
34348,-1314.0,428.015
34349,-61.0,428.015
34350,20.0,428.07
34351,0.0,428.055
34352,0.0,428.05
34353,10.0,428.07
34354,1.0,428.14
34355,0.0,428.135
34356,-9.0,428.07
34357,-10.0,428.01
34358,-200.0,427.93
34359,-1363.0,427.5
34360,0.0,427.575
34361,0.0,427.585
34362,0.0,427.585
34363,0.0,427.585
34364,0.0,427.585
34365,0.0,427.585
34366,0.0,427.585
34367,0.0,427.59
34368,-351.0,427.525
34369,0.0,427.525
34370,-231.0,427.52
34371,-9.0,427.355
34372,-342.0,427.14
34373,-2450.0,427.05
34374,-7.0,427.04
34375,-100.0,426.94
34376,-574.0,426.61
34377,-633.0,426.675
34378,-181.0,426.65
34379,0.0,426.655
34380,0.0,426.72
34381,-225.0,426.725
34382,0.0,426.73
34383,0.0,426.73
34384,0.0,426.74
34385,1307.0,427.065
34386,0.0,427.0
34387,-214.0,426.995
34388,2.0,427.03
34389,0.0,427.03
34390,0.0,427.03
34391,0.0,427.03
34392,0.0,427.03
34393,141.0,427.15
34394,-8.0,427.055
34395,0.0,427.055
34396,0.0,427.1
34397,0.0,427.12
34398,-100.0,427.14
34399,204.0,427.165
34400,0.0,427.195
34401,0.0,427.23
34402,265.0,427.22
34403,0.0,427.22
34404,0.0,427.195
34405,0.0,427.15
34406,-103.0,427.135
34407,75.0,427.17
34408,0.0,427.19
34409,0.0,427.18
