sec,signed_vol,mid
34200,1097.0,171.16
34201,-4269.0,171.095
34202,2146.0,171.13
34203,659.0,171.16
34204,374.0,171.15
34205,2447.0,171.06
34206,-2326.0,170.99
34207,499.0,170.975
34208,1289.0,170.99
34209,-222.0,170.955
34210,3487.0,171.05
34211,480.0,171.055
34212,735.0,171.075
34213,-768.0,171.03
34214,-49.0,171.03
34215,1833.0,171.05
34216,-42.0,171.055
34217,-576.0,171.06
34218,1217.0,171.15
34219,17138.0,171.22
34220,-500.0,171.2
34221,1.0,171.19
34222,404.0,171.17
34223,0.0,171.175
34224,-120.0,171.095
34225,104.0,171.04
34226,2145.0,171.04
34227,961.0,171.07
34228,443.0,171.05
34229,1207.0,171.08
34230,1151.0,171.145
34231,1330.0,171.225
34232,-949.0,171.185
34233,-25.0,171.175
34234,-225.0,171.145
34235,0.0,171.13
34236,-410.0,171.1
34237,0.0,171.1
34238,-339.0,171.095
34239,165.0,171.035
34240,566.0,171.015
34241,1342.0,171.04
34242,742.0,171.04
34243,84.0,171.055
34244,-50.0,171.065
34245,571.0,171.06
34246,-300.0,171.03
34247,-387.0,170.965
34248,-945.0,170.93
34249,386.0,170.91
34250,-1581.0,170.865
34251,1535.0,170.865
34252,756.0,170.875
34253,2.0,170.88
34254,95.0,170.88
34255,-2472.0,170.795
34256,528.0,170.77
34257,1143.0,170.775
34258,670.0,170.795
34259,638.0,170.815
34260,-77.0,170.81
34261,-604.0,170.8
34262,83.0,170.81
34263,-99.0,170.79
34264,-1313.0,170.735
34265,481.0,170.71
34266,1123.0,170.765
34267,0.0,170.765
34268,-250.0,170.72
34269,-369.0,170.715
34270,200.0,170.715
34271,200.0,170.715
34272,0.0,170.71
34273,-74.0,170.71
34274,795.0,170.71
34275,1068.0,170.72
34276,1.0,170.72
34277,4.0,170.735
34278,287.0,170.755
34279,547.0,170.77
34280,494.0,170.785
34281,162.0,170.8
34282,313.0,170.8
34283,0.0,170.8
34284,-125.0,170.79
34285,-2130.0,170.71
34286,-2428.0,170.64
34287,115.0,170.64
34288,293.0,170.635
34289,290.0,170.64
34290,936.0,170.65
34291,4.0,170.65
34292,0.0,170.65
34293,212.0,170.65
34294,1190.0,170.66
34295,-4276.0,170.635
34296,-6.0,170.63
34297,-81.0,170.625
34298,-325.0,170.565
34299,-14186.0,170.445
34300,4073.0,170.495
34301,11755.0,170.5
34302,-196.0,170.495
34303,3227.0,170.54
34304,317.0,170.535
34305,50.0,170.54
34306,-125.0,170.505
34307,0.0,170.505
34308,0.0,170.51
34309,300.0,170.515
34310,133.0,170.54
34311,-242.0,170.525
34312,-1609.0,170.47
34313,471.0,170.45
34314,94.0,170.44
34315,-1449.0,170.4
34316,540.0,170.4
34317,979.0,170.4
34318,-617.0,170.37
34319,583.0,170.365
34320,1287.0,170.415
34321,699.0,170.42
34322,-75.0,170.42
34323,1653.0,170.48
34324,224.0,170.52
34325,0.0,170.54
34326,-62.0,170.54
34327,-401.0,170.535
34328,0.0,170.51
34329,-224.0,170.495
34330,0.0,170.495
34331,0.0,170.495
34332,344.0,170.505
34333,286.0,170.56
34334,105.0,170.58
34335,496.0,170.58
34336,-482.0,170.535
34337,-545.0,170.48
34338,421.0,170.49
34339,386.0,170.51
34340,133.0,170.52
34341,-328.0,170.465
34342,-1359.0,170.445
34343,-103.0,170.44
34344,720.0,170.445
34345,-136.0,170.41
34346,0.0,170.41
34347,518.0,170.435
34348,144.0,170.41
34349,0.0,170.41
34350,-211.0,170.455
34351,220.0,170.45
34352,0.0,170.45
34353,0.0,170.45
34354,-425.0,170.44
34355,-560.0,170.42
34356,186.0,170.42
34357,0.0,170.425
34358,-956.0,170.38
34359,501.0,170.38
34360,-565.0,170.37
34361,639.0,170.39
34362,-480.0,170.37
34363,0.0,170.38
34364,272.0,170.405
34365,994.0,170.415
34366,0.0,170.415
34367,-3995.0,170.345
34368,-1114.0,170.325
34369,-1718.0,170.295
34370,-400.0,170.285
34371,-317.0,170.27
34372,-2144.0,170.235
34373,1240.0,170.255
34374,-51.0,170.255
34375,507.0,170.265
34376,1466.0,170.285
34377,79.0,170.285
34378,-144.0,170.29
34379,-300.0,170.28
34380,-596.0,170.27
34381,616.0,170.29
34382,428.0,170.31
34383,5.0,170.31
34384,0.0,170.305
34385,940.0,170.32
34386,1405.0,170.365
34387,-171.0,170.35
34388,1139.0,170.375
34389,-199.0,170.4
34390,627.0,170.43
34391,598.0,170.485
34392,25.0,170.485
34393,1218.0,170.59
34394,-329.0,170.57
34395,462.0,170.595
34396,225.0,170.605
34397,-33.0,170.635
34398,-2853.0,170.62
34399,-300.0,170.61
34400,34.0,170.585
34401,0.0,170.585
34402,-68.0,170.58
34403,975.0,170.59
34404,804.0,170.605
34405,-461.0,170.56
34406,513.0,170.59
34407,386.0,170.61
34408,524.0,170.63
34409,360.0,170.635
34410,979.0,170.69
34411,75.0,170.695
34412,493.0,170.735
34413,-70.0,170.71
34414,-26.0,170.685
34415,199.0,170.675
34416,0.0,170.675
34417,419.0,170.69
34418,127.0,170.71
34419,258.0,170.71
34420,61.0,170.71
34421,-694.0,170.725
34422,-197.0,170.715
34423,-831.0,170.69
34424,-114.0,170.63
34425,797.0,170.665
34426,0.0,170.66
34427,121.0,170.675
34428,-1093.0,170.665
34429,0.0,170.66
34430,-1102.0,170.635
34431,-5054.0,170.595
34432,-1119.0,170.495
34433,1743.0,170.51
34434,703.0,170.51
34435,356.0,170.53
34436,95.0,170.51
34437,30.0,170.51
34438,171.0,170.52
34439,0.0,170.52
34440,743.0,170.56
34441,-51.0,170.545
34442,0.0,170.545
34443,1029.0,170.61
34444,-163.0,170.565
34445,146.0,170.57
34446,300.0,170.575
34447,-4.0,170.575
34448,450.0,170.595
34449,-68.0,170.605
34450,-20.0,170.605
34451,0.0,170.615
34452,1240.0,170.69
34453,225.0,170.695
34454,0.0,170.695
34455,1593.0,170.775
34456,-972.0,170.735
34457,303.0,170.72
34458,-295.0,170.695
34459,-25.0,170.69
34460,0.0,170.69
34461,379.0,170.64
34462,-59.0,170.655
34463,0.0,170.655
34464,369.0,170.68
34465,898.0,170.69
34466,-158.0,170.67
34467,0.0,170.67
34468,435.0,170.66
34469,0.0,170.66
34470,31.0,170.665
34471,957.0,170.685
34472,276.0,170.715
34473,511.0,170.715
34474,200.0,170.73
34475,0.0,170.73
34476,0.0,170.73
34477,0.0,170.73
34478,0.0,170.73
34479,656.0,170.755
34480,496.0,170.79
34481,508.0,170.81
34482,-119.0,170.815
34483,375.0,170.83
34484,-403.0,170.77
34485,-4.0,170.77
34486,-102.0,170.77
34487,-25.0,170.76
34488,27.0,170.755
34489,-156.0,170.75
34490,601.0,170.765
34491,503.0,170.75
34492,296.0,170.75
34493,327.0,170.68
34494,472.0,170.69
34495,487.0,170.715
34496,0.0,170.715
34497,0.0,170.715
34498,0.0,170.71
34499,672.0,170.735
34500,980.0,170.74
34501,-2110.0,170.725
34502,1699.0,170.75
34503,774.0,170.795
34504,-100.0,170.795
34505,1604.0,170.835
34506,212.0,170.83
34507,1088.0,170.815
34508,0.0,170.815
34509,-148.0,170.81
34510,839.0,170.83
34511,-1431.0,170.775
34512,-646.0,170.73
34513,550.0,170.755
34514,2.0,170.745
34515,1134.0,170.765
34516,0.0,170.765
34517,604.0,170.79
34518,879.0,170.85
34519,323.0,170.825
34520,864.0,170.83
34521,5.0,170.825
34522,0.0,170.83
34523,512.0,170.85
34524,-100.0,170.845
34525,267.0,170.865
34526,-100.0,170.85
34527,316.0,170.85
34528,0.0,170.85
34529,1223.0,170.845
34530,-1449.0,170.825
34531,-104.0,170.805
34532,-621.0,170.805
34533,0.0,170.805
34534,338.0,170.81
34535,0.0,170.81
34536,0.0,170.81
34537,1673.0,170.855
34538,-7.0,170.895
34539,-1582.0,170.855
34540,120.0,170.87
34541,119.0,170.845
34542,136.0,170.855
34543,-2632.0,170.815
34544,63.0,170.82
34545,210.0,170.83
34546,81.0,170.83
34547,402.0,170.835
34548,0.0,170.845
34549,-245.0,170.835
34550,-173.0,170.85
34551,293.0,170.845
34552,-210.0,170.825
34553,-92.0,170.825
34554,301.0,170.82
34555,200.0,170.82
34556,-871.0,170.735
34557,241.0,170.74
34558,514.0,170.78
34559,520.0,170.795
34560,205.0,170.78
34561,0.0,170.78
34562,1168.0,170.79
34563,100.0,170.77
34564,200.0,170.8
34565,0.0,170.795
34566,60.0,170.795
34567,-214.0,170.795
34568,-100.0,170.795
34569,832.0,170.85
34570,690.0,170.86
34571,-200.0,170.84
34572,220.0,170.845
34573,213.0,170.85
34574,0.0,170.845
34575,-1.0,170.845
34576,901.0,170.855
34577,1.0,170.855
34578,615.0,170.855
34579,-69.0,170.855
34580,35.0,170.855
34581,-898.0,170.82
34582,903.0,170.85
34583,36.0,170.855
34584,-100.0,170.855
34585,-113.0,170.84
34586,-1304.0,170.81
34587,0.0,170.81
34588,0.0,170.815
34589,-49.0,170.815
34590,-211.0,170.795
34591,54.0,170.79
34592,271.0,170.81
34593,0.0,170.81
34594,335.0,170.835
34595,124.0,170.84
34596,100.0,170.855
34597,-1.0,170.84
34598,144.0,170.84
34599,0.0,170.84
34600,521.0,170.86
34601,402.0,170.875
34602,-2299.0,170.855
34603,15.0,170.85
34604,200.0,170.865
34605,228.0,170.855
34606,135.0,170.87
34607,0.0,170.87
34608,-605.0,170.845
34609,354.0,170.845
34610,-20.0,170.855
34611,455.0,170.865
34612,-462.0,170.86
34613,161.0,170.875
34614,-17.0,170.875
34615,-1199.0,170.86
34616,-1341.0,170.825
34617,-671.0,170.795
34618,163.0,170.81
34619,346.0,170.825
34620,-696.0,170.81
34621,864.0,170.81
34622,-66.0,170.815
34623,635.0,170.835
34624,115.0,170.835
34625,10.0,170.84
34626,185.0,170.855
34627,354.0,170.855
34628,931.0,170.885
34629,0.0,170.885
34630,0.0,170.885
34631,-9.0,170.875
34632,2393.0,170.885
34633,1290.0,170.885
34634,542.0,170.895
34635,227.0,170.935
34636,317.0,170.95
34637,100.0,170.935
34638,450.0,170.965
34639,125.0,170.965
34640,-100.0,170.95
34641,166.0,170.965
34642,0.0,170.965
34643,-454.0,170.935
34644,-29.0,170.935
34645,6.0,170.935
34646,168.0,170.965
34647,-2534.0,170.935
34648,-970.0,170.935
34649,-72.0,170.935
34650,-1739.0,170.885
34651,-99.0,170.88
34652,493.0,170.895
34653,-80.0,170.885
34654,376.0,170.915
34655,755.0,170.925
34656,-304.0,170.895
34657,203.0,170.905
34658,0.0,170.905
34659,0.0,170.905
34660,64.0,170.92
34661,-34.0,170.915
34662,-167.0,170.91
34663,0.0,170.915
34664,-225.0,170.915
34665,300.0,170.935
34666,0.0,170.935
34667,187.0,170.945
34668,-400.0,170.935
34669,300.0,170.945
34670,567.0,170.965
34671,21.0,170.955
34672,155.0,170.965
34673,-704.0,170.965
34674,0.0,170.965
34675,0.0,170.965
34676,0.0,170.965
34677,-2200.0,170.955
34678,0.0,170.955
34679,-1023.0,170.915
34680,421.0,170.945
34681,1649.0,170.985
34682,2827.0,171.035
34683,185.0,171.055
34684,-200.0,171.055
34685,600.0,171.07
34686,0.0,171.075
34687,-360.0,171.06
34688,0.0,171.065
34689,625.0,171.085
34690,-2305.0,171.03
34691,13.0,171.03
34692,299.0,171.045
34693,-91.0,171.055
34694,0.0,171.065
34695,-1689.0,171.02
34696,457.0,171.035
34697,-78.0,171.035
34698,-25.0,171.03
34699,73.0,171.015
34700,0.0,171.025
34701,267.0,171.025
34702,0.0,171.025
34703,-1317.0,170.995
34704,220.0,171.005
34705,300.0,171.025
34706,204.0,171.035
34707,0.0,171.035
34708,398.0,171.035
34709,314.0,171.045
34710,848.0,171.055
34711,-300.0,171.04
34712,-100.0,171.045
34713,0.0,171.045
34714,807.0,171.075
34715,46.0,171.07
34716,-1848.0,171.03
34717,-2.0,171.005
34718,102.0,171.035
34719,-98.0,171.03
34720,-200.0,171.01
34721,-210.0,170.965
34722,0.0,170.965
34723,-1254.0,170.915
34724,713.0,170.925
34725,-290.0,170.915
34726,549.0,170.92
34727,-149.0,170.905
34728,-421.0,170.85
34729,248.0,170.83
34730,0.0,170.845
34731,-1251.0,170.825
34732,-814.0,170.785
34733,550.0,170.79
34734,336.0,170.805
34735,0.0,170.805
34736,-391.0,170.775
34737,-45.0,170.765
34738,345.0,170.77
34739,1700.0,170.82
34740,-94.0,170.815
34741,953.0,170.825
34742,-300.0,170.79
34743,0.0,170.79
34744,-1889.0,170.755
34745,-1756.0,170.695
34746,-167.0,170.675
34747,810.0,170.685
34748,-1361.0,170.67
34749,-18.0,170.67
34750,-435.0,170.645
34751,12.0,170.65
34752,-1679.0,170.615
34753,1006.0,170.675
34754,1155.0,170.68
34755,1019.0,170.685
34756,0.0,170.685
34757,-104.0,170.67
34758,850.0,170.685
34759,-96.0,170.685
34760,-3.0,170.665
34761,18.0,170.685
34762,1186.0,170.695
34763,0.0,170.695
34764,-2.0,170.685
34765,0.0,170.685
34766,-96.0,170.675
34767,-10.0,170.665
34768,191.0,170.675
34769,0.0,170.675
34770,246.0,170.675
34771,380.0,170.695
34772,871.0,170.715
34773,225.0,170.685
34774,-805.0,170.665
34775,935.0,170.715
34776,329.0,170.725
34777,0.0,170.725
34778,-527.0,170.68
34779,245.0,170.705
34780,236.0,170.715
34781,450.0,170.705
34782,-256.0,170.695
34783,3.0,170.68
34784,147.0,170.695
34785,0.0,170.695
34786,937.0,170.695
34787,242.0,170.695
34788,199.0,170.695
34789,0.0,170.695
34790,-296.0,170.695
34791,0.0,170.695
34792,-912.0,170.685
34793,-85.0,170.685
34794,-291.0,170.675
34795,-1178.0,170.66
34796,10.0,170.655
34797,0.0,170.655
34798,0.0,170.655
34799,0.0,170.655
34800,1603.0,170.665
34801,-30.0,170.665
34802,-452.0,170.665
34803,-696.0,170.655
34804,-1279.0,170.655
34805,580.0,170.685
34806,-191.0,170.685
34807,-100.0,170.675
34808,442.0,170.685
34809,-17.0,170.675
34810,-1831.0,170.655
34811,0.0,170.65
34812,0.0,170.65
34813,0.0,170.65
34814,88.0,170.655
34815,387.0,170.665
34816,0.0,170.665
34817,588.0,170.675
34818,0.0,170.675
34819,-375.0,170.66
34820,63.0,170.665
34821,0.0,170.665
34822,0.0,170.665
34823,0.0,170.665
34824,240.0,170.665
34825,-2624.0,170.625
34826,227.0,170.615
34827,-283.0,170.615
34828,0.0,170.615
34829,-260.0,170.615
34830,0.0,170.615
34831,-1657.0,170.575
34832,-410.0,170.535
34833,352.0,170.545
34834,-30.0,170.545
34835,805.0,170.565
34836,0.0,170.565
34837,542.0,170.575
34838,-500.0,170.56
34839,192.0,170.555
34840,0.0,170.555
34841,0.0,170.555
34842,4.0,170.555
34843,-898.0,170.545
34844,-415.0,170.55
34845,0.0,170.545
34846,-200.0,170.535
34847,-100.0,170.535
34848,0.0,170.535
34849,251.0,170.545
34850,139.0,170.555
34851,-1720.0,170.515
34852,-5016.0,170.435
34853,-551.0,170.435
34854,2452.0,170.465
34855,-300.0,170.455
34856,801.0,170.475
34857,4.0,170.475
34858,-700.0,170.465
34859,0.0,170.465
34860,788.0,170.495
34861,-364.0,170.475
34862,-1090.0,170.465
34863,0.0,170.465
34864,-9.0,170.475
34865,-148.0,170.465
34866,-2948.0,170.455
34867,-133.0,170.445
