sign,shares,n_fills,t_start,t_end,mid_start,mid_end
-1.0,202,6,14413.329474301,14457.870619756,429.94,429.75
1.0,3,1,14464.021547281,14464.021547281,429.75,429.935
-1.0,57,3,14477.915594648,14506.897495856,429.775,429.655
1.0,3,2,14527.914546323,14538.320339943,429.69,429.8
-1.0,495,23,14568.870637682,15150.159854075,429.87,429.22
1.0,20,1,15186.708616265,15186.708616265,428.92,429.11
-1.0,18,3,15418.074969952,16101.366665604,429.085,429.17
1.0,26,2,16619.145740038,16671.066467446,429.31,429.45
-1.0,421,12,16694.695683838,17434.978580058,429.78,428.82
1.0,54,3,17630.802109965,17960.145460536,428.655,428.985
-1.0,1,1,18119.331677827,18119.331677827,428.95,428.88
1.0,300,3,18119.331929948,18119.33194316,428.77,428.87
-1.0,27,2,18480.881482172,18482.492557893,428.815,428.715
1.0,164,8,21005.157936885,21388.915166252,428.89,428.93
-1.0,1,1,21774.421438832,21774.421438832,428.95,428.93
1.0,2,2,21801.426898574,21902.674248503,428.88,428.98
-1.0,159,8,22379.758862508,23191.259600638,428.96,429.0
1.0,100,5,23275.396178504,23338.884624942,429.045,429.175
-1.0,153,4,23595.404087967,24702.153015221,429.345,429.325
1.0,20,2,25094.373436824,25096.741853265,429.595,429.67
-1.0,344,3,25200.087860639,25200.113499074,429.675,429.48
1.0,70,4,25398.58550842,25523.516546927,429.58,429.75
-1.0,64,3,25537.697996932,25575.511016981,429.83,429.825
1.0,71,8,25697.228471027,26182.712094774,429.77,429.83
-1.0,53,2,26208.848755213,26300.184580585,429.95,429.79
1.0,119,4,26335.590159397,26546.356466274,429.805,429.8
-1.0,102,3,26576.539331206,26665.006515546,429.8,429.655
1.0,5,2,26721.393543751,26721.675680209,429.57,429.655
-1.0,791,12,26892.255838064,27527.597356423,429.7,429.275
1.0,112,5,27535.808398456,27980.247210201,429.12,429.46
-1.0,244,5,28170.978503807,28170.979534381,429.475,429.21
1.0,18,1,28170.979608826,28170.979608826,429.135,429.18
-1.0,3,1,28349.913901473,28349.913901473,429.57,429.57
1.0,194,8,28381.247399789,28873.377164658,429.485,429.66
-1.0,277,7,29002.093647292,29002.095105841,429.68,429.305
1.0,38,2,29002.095155798,29002.095155798,429.405,429.455
-1.0,111,3,29002.095173109,29002.095746029,429.455,429.245
1.0,18,1,29002.095997077,29002.095997077,429.15,429.15
-1.0,105,5,29002.09693928,29002.09693928,429.15,429.14
1.0,38,2,29002.097627979,29002.097667401,429.065,429.18
-1.0,103,5,29002.097779524,29002.098134879,429.225,429.155
1.0,19,1,29002.09864234,29002.09864234,429.095,429.135
-1.0,137,6,29002.098725368,29104.099844218,429.175,429.25
1.0,734,15,29104.099875721,29200.664146679,429.095,428.98
-1.0,295,5,29242.221273244,29242.223435575,428.98,428.88
1.0,124,2,29256.095883057,29256.095883057,428.89,428.89
-1.0,1,1,29374.284178027,29374.284178027,428.98,428.89
1.0,60,3,29504.374284848,29504.374284848,428.95,428.95
-1.0,240,5,29543.38524989,29581.396749438,428.98,428.94
1.0,199,6,29639.344279033,29700.728848618,428.95,428.98
-1.0,1,1,29871.232357035,29871.232357035,428.965,428.965
1.0,656,16,29895.472365784,30315.519149488,428.945,429.435
-1.0,411,10,30384.599200633,30720.880278335,429.625,429.035
1.0,133,4,30912.000219081,30913.715711921,428.95,429.665
-1.0,158,8,30913.715763721,31338.312991897,429.71,429.185
1.0,345,5,31367.403193173,31367.403334272,429.185,429.4
-1.0,297,7,31466.483525658,31526.286182489,429.595,429.55
1.0,60,2,31526.286206958,31526.286267232,429.385,429.385
-1.0,212,8,31526.28627089,31702.852759843,429.385,429.315
1.0,100,1,31748.457916064,31748.457916064,429.43,429.48
-1.0,81,2,31748.459013028,31748.459723686,429.46,429.415
1.0,38,3,31748.460099321,31748.460099321,429.41,429.475
-1.0,214,3,31748.463633971,31748.464040833,429.51,429.44
1.0,26,2,31748.465160258,31748.465160258,429.435,429.435
-1.0,72,4,31800.219476769,31865.35881557,429.435,429.225
1.0,1536,8,31865.358834914,31865.359200467,429.055,429.13
-1.0,351,7,32161.744953653,32192.911555252,429.31,429.195
1.0,153,3,32238.498347205,32321.609156772,429.215,429.36
-1.0,46,6,32499.126970743,32687.478001175,429.48,429.405
1.0,10,1,32711.403239402,32711.403239402,429.39,429.415
-1.0,3048,20,32728.599279165,33216.467165781,429.505,429.115
1.0,8,1,33221.018169172,33221.018169172,429.105,429.2
-1.0,1858,26,33224.206931356,33900.078927486,429.23,428.785
