sign,shares,n_fills,t_start,t_end,mid_start,mid_end
-1.0,15,3,14405.648460992,14407.618455494,400.555,400.33
1.0,69,4,14408.698797819,14434.42459792,399.885,400.255
-1.0,299,6,14449.699488582,14468.139690077,400.405,400.24
1.0,1,1,14468.227567872,14468.227567872,400.06,400.23
-1.0,140,17,14468.268834173,14482.880241801,400.23,400.15
1.0,4,1,14502.404751033,14502.404751033,400.175,400.215
-1.0,100,3,14506.67159142,14515.343140722,400.24,400.215
1.0,16,1,14517.281313029,14517.281313029,400.175,400.215
-1.0,107,9,14517.281708562,14554.79850633,400.275,399.92
1.0,260,6,14563.74940003,14570.159201168,399.92,399.985
-1.0,35,1,14571.093548357,14571.093548357,399.965,399.965
1.0,120,3,14571.810227326,14572.347030604,399.965,400.04
-1.0,116,2,14572.970102239,14602.568903186,400.045,400.025
1.0,23,1,14602.589206917,14602.589206917,400.025,400.07
-1.0,60,4,14621.878530757,14627.775892491,400.075,400.055
1.0,6,1,14627.887492409,14627.887492409,400.055,400.075
-1.0,1016,23,14628.020893576,14673.835360529,400.12,399.86
1.0,10,1,14684.953711527,14684.953711527,399.86,399.895
-1.0,20,8,14691.877438626,14705.29239659,399.865,399.65
1.0,317,6,14712.594782107,14718.485768219,399.525,399.745
-1.0,4,2,14757.8828282,14757.8828282,399.715,399.69
1.0,10,1,14757.883052277,14757.883052277,399.505,399.69
-1.0,601,16,14767.145535331,14804.196126757,399.695,399.6
1.0,2,1,14837.579360056,14837.579360056,399.605,399.675
-1.0,1005,8,14840.712261735,14859.807280089,399.675,399.55
1.0,16,2,14859.80750298,14871.573801839,399.435,399.58
-1.0,5,1,14893.311349524,14893.311349524,399.62,399.59
1.0,20,1,14912.844717787,14912.844717787,399.535,399.59
-1.0,123,16,14928.052289639,14984.090874782,399.635,399.52
1.0,5,1,14990.086616176,14990.086616176,399.46,399.51
-1.0,1,1,14997.937007866,14997.937007866,399.52,399.51
1.0,41,5,14997.937037316,15056.282567649,399.43,399.63
-1.0,1,1,15078.169226957,15078.169226957,399.74,399.635
1.0,20,1,15080.44857807,15080.44857807,399.66,399.7
-1.0,111,5,15198.264087016,15262.183729926,399.705,399.57
1.0,38,4,15314.420611067,15415.902609155,399.58,399.87
-1.0,269,18,15428.961250172,15622.663451081,399.885,399.75
1.0,639,15,15660.168406854,15670.657032071,399.83,399.985
-1.0,7,2,15678.020677736,15683.782277819,400.025,399.985
1.0,28,1,15716.592573717,15716.592573717,400.025,400.08
-1.0,48,8,15738.286640862,15762.711768125,400.145,399.98
1.0,97,2,15768.449469525,15768.609823593,399.83,399.95
