model,n_sessions_historical,median_r2_historical,mean_r2_band_historical,median_slope_historical,top_decile_ratio_historical,decile_1_to_8_ratio_historical,n_sessions_corrected,median_r2_corrected,mean_r2_band_corrected,median_slope_corrected,top_decile_ratio_corrected,decile_1_to_8_ratio_corrected,median_r2_change,median_slope_change,top_decile_ratio_change
propagator,15,-2.0350275205864685,"[-14.319, -3.000]",0.3336427461564261,0.289051491830103,0.4773104637127268,15,-2.0350275205864685,"[-14.319, -3.000]",0.3336427461564261,0.289051491830103,0.4773234234844078,0.0,0.0,0.0
propagator_scaled,15,-0.0166949791447601,"[-0.387, 0.088]",0.5241952601109404,0.614802896589004,0.8670126075088472,15,-0.016694979144760147,"[-0.391, 0.088]",0.5242344591089739,0.6144254673343811,0.8666723038298727,-4.85722573273506e-17,3.919899803350724e-05,-0.00037742925462291854
sqrt,15,-0.3272789523275827,"[-0.467, -0.081]",0.5194560911294898,0.6374862983085173,0.6015306042577846,15,-0.3272449549986931,"[-0.466, -0.081]",0.5194560911294898,0.637526995696847,0.6015698758616451,3.399732888959006e-05,0.0,4.069738832968017e-05
sqrt_blend,15,0.0443143910750361,"[-0.103, 0.141]",0.6150540724647962,0.7087907314386325,0.7075965617537774,15,0.04444623324942831,"[-0.099, 0.142]",0.6151200706360193,0.7090935938119268,0.7079757267242954,0.00013184217439221602,6.599817122310281e-05,0.0003028623732943547
sqrt_rate,15,-0.2569273417206874,"[-0.332, -0.009]",0.5694566621896708,0.6690339291138687,0.6192328041958866,15,-0.25726039326444217,"[-0.331, -0.008]",0.5694566629477279,0.6690956195693246,0.6192385742443688,-0.00033305154375479207,7.580570615672855e-10,6.169045545589835e-05
sqrt_tod_loso,15,0.1759091330068916,"[0.160, 0.238]",0.8336951975839335,1.010598155819875,1.2236948938029275,15,0.1759091330068916,"[0.160, 0.238]",0.8336951975839335,1.01068187380152,1.2237946305351957,0.0,0.0,8.371798164485966e-05
sqrt_tod_prior,12,0.2062877785928778,"[0.160, 0.255]",0.9550079933617542,1.0964925433291728,1.338633871792364,12,0.2062813803191284,"[0.160, 0.255]",0.9550079933617542,1.096601099777911,1.338770084015617,-6.3982737494028274e-06,0.0,0.00010855644873819514
sqrt_trailing_sigma,15,0.1196674765012197,"[0.069, 0.161]",1.2335533512529082,1.3866469914943456,1.6079483722551304,15,0.11966747650121978,"[0.069, 0.161]",1.2335464571336385,1.3867401617203827,1.6080460759771584,8.326672684688674e-17,-6.894119269684751e-06,9.317022603716474e-05
