session,model,decile,predicted,realised,realised_se,n,ratio
AAPL_2024-04-01,propagator,3,4.521730701557868e-05,2.1690994216139182e-05,1.2308223887627752e-06,240,0.47970557398887115
AAPL_2024-04-01,propagator,4,5.485996304453362e-05,2.755798390544936e-05,1.4654548317925282e-06,238,0.5023332568248112
AAPL_2024-04-01,propagator,5,6.741575736011464e-05,3.308875034050788e-05,1.9349656011530764e-06,240,0.4908162666445733
AAPL_2024-04-01,propagator,6,8.65951536595887e-05,4.2579590057081585e-05,2.5545544572553075e-06,239,0.49170869566748254
AAPL_2024-04-01,propagator,7,0.00011932546381245623,5.3161164280435224e-05,2.905652554043456e-06,239,0.44551399661004965
AAPL_2024-04-01,propagator,8,0.0001793393784910149,7.439405676703276e-05,3.4078953685168554e-06,238,0.41482276448705313
AAPL_2024-04-01,propagator,9,0.00040304153627629847,0.00012232506650396,5.825392459166033e-06,239,0.303504863628006
AAPL_2024-06-03,propagator,0,9.512125205690132e-06,1.0376464045224507e-05,6.821481819600379e-07,421,1.0908670587112677
AAPL_2024-06-03,propagator,1,2.4926551904071074e-05,1.292723510319671e-05,9.91411581974415e-07,256,0.5186130497690457
AAPL_2024-06-03,propagator,2,3.2509793825773395e-05,1.741487145038367e-05,7.030619885180027e-07,585,0.5356807718841132
AAPL_2024-06-03,propagator,3,4.2583714727087e-05,2.2830316255999365e-05,1.018412969979748e-06,427,0.5361278695932384
AAPL_2024-06-03,propagator,4,5.1139744157039944e-05,2.8436281455639462e-05,1.068474133369919e-06,421,0.5560505224335366
AAPL_2024-06-03,propagator,5,6.298604378529345e-05,3.451793997927633e-05,1.352574903940191e-06,421,0.5480252116951643
AAPL_2024-06-03,propagator,6,7.978969464011163e-05,4.840339447490991e-05,1.9780092540246807e-06,423,0.6066371690383272
AAPL_2024-06-03,propagator,7,0.00010595157016363408,6.624005498730742e-05,2.353948101497245e-06,422,0.6251918200457505
AAPL_2024-06-03,propagator,8,0.00015132851722105407,8.701654971013502e-05,2.9982984281831903e-06,422,0.5750175268222912
AAPL_2024-06-03,propagator,9,0.00029641377152205754,0.00015110847109407066,5.052077821936517e-06,422,0.5097889693793325
AAPL_2024-08-01,propagator,0,1.1803138219022118e-05,1.071068661968243e-05,6.286893859834162e-07,810,0.9074439713347526
AAPL_2024-08-01,propagator,1,2.542466725895714e-05,1.839961609595652e-05,7.593321572982231e-07,853,0.7236915200718828
AAPL_2024-08-01,propagator,2,4.20355058518004e-05,1.9358999912102377e-05,7.19182681475967e-07,1069,0.46053923985961076
AAPL_2024-08-01,propagator,3,4.917125352464043e-05,3.209146599574412e-05,1.2781149281666925e-06,582,0.6526468962126951
AAPL_2024-08-01,propagator,4,6.080670226421847e-05,3.865389736714531e-05,1.2536482729816713e-06,860,0.635684816439899
AAPL_2024-08-01,propagator,5,7.476030500402208e-05,5.4528641700404975e-05,1.7545574945488893e-06,814,0.7293796045571423
AAPL_2024-08-01,propagator,6,9.376893036751712e-05,7.082122475023495e-05,2.0343407206939496e-06,835,0.7552738894712658
AAPL_2024-08-01,propagator,7,0.00012158236233541489,9.835094515227169e-05,2.578990380186347e-06,831,0.8089244464665556
AAPL_2024-08-01,propagator,8,0.0001688845344637477,0.00013773753806206195,3.290730481111083e-06,833,0.8155722399295734
AAPL_2024-08-01,propagator,9,0.00030597023294065675,0.0002338001231143348,5.376853645992581e-06,832,0.7641270226430182
AAPL_2024-10-01,propagator,0,2.857874698901871e-05,1.2410828734703812e-05,5.185516941535805e-07,762,0.4342677703635024
