session,start_second,order_fraction,TWAP_total,TWAP_drift,TWAP_impact,propagator_optimal_total,propagator_optimal_drift,propagator_optimal_impact,almgren_chriss_total,almgren_chriss_drift,almgren_chriss_impact,TWAP_inventory_var,propagator_optimal_inventory_var,almgren_chriss_inventory_var
MSFT_2024-06-03,54641,0.02,0.15506943021848973,0.14817500000003747,0.0068944302184522546,0.15506306961467697,0.1481686396053874,0.006894430009289578,0.11907817061924779,0.10837687616322,0.010701294456027785,2481294489259.994,2481380107527.107,1206548176401.7417
MSFT_2024-06-03,54726,0.005,0.1930072573892703,0.19128333333333103,0.0017239240559392727,0.1929993955453428,0.19127547155432012,0.0017239239910226789,0.11749053666109235,0.11481506277715425,0.0026754738839380953,155080905578.74963,155086256720.44418,75409261025.10886
MSFT_2024-06-03,54726,0.01,0.19473118866997438,0.19128333333333103,0.0034478553366433604,0.1947233267611298,0.19127547155432012,0.003447855206809672,0.12016603286771405,0.11481506277715425,0.0053509700905597975,620323622314.9985,620345026881.7767,301637044100.4354
MSFT_2024-06-03,54726,0.02,0.19817907290579811,0.19128333333333103,0.0068957395724670925,0.19817121086711784,0.19127547155432012,0.006895739312797711,0.12551709224985108,0.11481506277715425,0.01070202947269683,2481294489259.994,2481380107527.107,1206548176401.7417
MSFT_2024-06-03,54872,0.005,0.15944930728187368,0.1577249999999708,0.001724307281902876,0.15944396362991436,0.15771965639180507,0.0017243072381092957,0.04704515307397562,0.04436945785352009,0.0026756952204555298,155080905578.74963,155086256720.44418,75409261025.10886
MSFT_2024-06-03,54872,0.01,0.16117362179014744,0.1577249999999708,0.0034486217901766435,0.16116827809439419,0.15771965639180507,0.0034486217025891126,0.04972087061898841,0.04436945785352009,0.005351412765468322,620323622314.9985,620345026881.7767,301637044100.4354
MSFT_2024-06-03,54872,0.02,0.16462227248592878,0.1577249999999708,0.00689727248595799,0.1646169287025865,0.15771965639180507,0.00689727231078145,0.055072372683528686,0.04436945785352009,0.010702914830008597,2481294489259.994,2481380107527.107,1206548176401.7417
MSFT_2024-06-03,55242,0.005,0.26301774905088315,0.26129166666669335,0.0017260823841897812,0.2630325570623716,0.26130647455306644,0.001726082509305176,0.16595170489110464,0.1632731309173323,0.002678573973772336,155080905578.74963,155086256720.44418,75409261025.10886
MSFT_2024-06-03,55242,0.01,0.26474383866888296,0.26129166666669335,0.0034521720021896364,0.26475864680548755,0.26130647455306644,0.0034521722524211134,0.16863030121337325,0.1632731309173323,0.005357170296040939,620323622314.9985,620345026881.7767,301637044100.4354
MSFT_2024-06-03,55242,0.02,0.2681960396064342,0.26129166666669335,0.006904372939740833,0.268210847993273,0.26130647455306644,0.0069043734402065345,0.17398756090424305,0.1632731309173323,0.010714429986910745,2481294489259.994,2481380107527.107,1206548176401.7417
