symbol,quantity,min,max,mean,boot_lo,boot_hi
AAPL,explanatory_r2,0.3087892793380126,0.43732219386406934,0.3706066894288008,0.3265944463526991,0.41461893250490267
AAPL,predictive_r2,-0.00021972892622268425,0.0056063292441698165,0.0015854974912881347,0.0002539287648635646,0.003620006040128465
AAPL,metaorder_exponent,0.28552647997633723,0.48726714009420513,0.3574484319000077,0.29874103874156555,0.43220291193357074
INTC,explanatory_r2,0.3637542780063042,0.541957687054985,0.43695585760445477,0.3867730766480221,0.49453052840688694
INTC,predictive_r2,-0.00035033154758479235,0.004550150568466638,0.002020197975965976,0.0005838286389811653,0.0035155009344532084
INTC,metaorder_exponent,0.20867978760256797,0.46675888287393025,0.3345892334295323,0.2639671873548238,0.40854097324722227
MSFT,explanatory_r2,0.19762705499898436,0.4368226282655675,0.29309807193916637,0.21196647771582294,0.37519870465723526
MSFT,predictive_r2,-0.0010315703394259135,0.004466140746661185,0.0016183417825468283,-0.0004870811573697287,0.003723764722463385
MSFT,metaorder_exponent,0.31824401563469934,0.39759628067089203,0.3505283453617438,0.3269647215612484,0.3762947815930239
