model,n_sessions,median_r2,mean_r2_band,median_slope,top_decile_ratio,decile_1_to_8_ratio
propagator,15,-2.0350275205864685,"[-14.319, -3.000]",0.3336427461564261,0.289051491830103,0.4773104637127268
propagator_scaled,15,-0.016694979144760147,"[-0.387, 0.088]",0.5241952601109404,0.614802896589004,0.8670126075088472
sqrt,15,-0.32727895232758275,"[-0.467, -0.081]",0.5194560911294898,0.6374862983085173,0.6015306042577846
sqrt_trailing_sigma,15,0.11966747650121978,"[0.069, 0.161]",1.2335533512529082,1.3866469914943456,1.6079483722551304
sqrt_blend,15,0.0443143910750361,"[-0.103, 0.141]",0.6150540724647962,0.7087907314386325,0.7075965617537774
sqrt_tod_loso,15,0.1759091330068916,"[0.160, 0.238]",0.8336951975839335,1.0105981558198753,1.2236948938029275
sqrt_tod_prior,12,0.20628777859287784,"[0.160, 0.255]",0.9550079933617542,1.0964925433291728,1.338633871792364
sqrt_rate,15,-0.25692734172068743,"[-0.332, -0.009]",0.5694566621896708,0.6690339291138687,0.6192328041958866
