session,model,decile,predicted,realised,realised_se,n,ratio
MSFT_2024-10-01,propagator_scaled,5,8.739026758737716e-07,1.9246973285086187e-05,9.332511965102949e-07,395,22.02416106100385
MSFT_2024-10-01,propagator_scaled,6,1.3682270809308524e-06,2.9783039852560965e-05,1.5998582882873951e-06,393,21.767614650850593
MSFT_2024-10-01,propagator_scaled,7,1.9281850706064784e-06,3.770733805296564e-05,1.8028773890332767e-06,392,19.555870765613506
MSFT_2024-10-01,propagator_scaled,8,2.7363978623301966e-06,6.692119016531041e-05,2.595052499635141e-06,390,24.45594300688543
MSFT_2024-10-01,propagator_scaled,9,7.2496475517631625e-06,0.0001491775205953544,5.47282945593447e-06,393,20.57721006851891
MSFT_2024-12-02,propagator_scaled,0,-7.691574360679424e-06,0.00014616855525084185,8.214167803867747e-06,201,-19.003723866739065
MSFT_2024-12-02,propagator_scaled,1,-2.8718080097155475e-06,7.142262914294317e-05,5.96620451992111e-06,200,-24.870266014063237
MSFT_2024-12-02,propagator_scaled,2,-1.535021128210759e-06,3.8115259915387685e-05,3.6614352858224226e-06,230,-24.830446444613656
MSFT_2024-12-02,propagator_scaled,3,-7.948371580568971e-07,3.0495135411349768e-05,3.182174617606762e-06,173,-38.36651961000397
MSFT_2024-12-02,propagator_scaled,4,-2.4547906950191865e-07,1.7743022814641228e-05,1.573399725437142e-06,198,-72.27916763185608
MSFT_2024-12-02,propagator_scaled,5,3.5863786823578606e-07,1.69033945096785e-05,2.8234152086949842e-06,201,47.13220774155779
MSFT_2024-12-02,propagator_scaled,6,9.106587228640629e-07,2.4004704819953204e-05,2.331560682785553e-06,200,26.359715464490716
MSFT_2024-12-02,propagator_scaled,7,1.7895511257541395e-06,4.499120661358269e-05,4.290709129529885e-06,200,25.14105686397913
MSFT_2024-12-02,propagator_scaled,8,3.423323486262064e-06,7.531469233533983e-05,6.631151830282286e-06,200,22.000460265464465
MSFT_2024-12-02,propagator_scaled,9,1.0014111791989719e-05,0.0001670280879779784,9.10790703439158e-06,201,16.679271357004826
INTC_2024-08-02,propagator_scaled,0,-0.00022559894987314707,0.0007268947468031836,5.0853802589521246e-05,139,-3.2220661807686257
INTC_2024-08-02,propagator_scaled,1,-5.0633658915896924e-05,0.0003534509320450948,2.713467265000107e-05,138,-6.980552849877603
INTC_2024-08-02,propagator_scaled,2,-2.561324520979828e-05,0.00020240420298554287,1.3688190810896641e-05,138,-7.902325586923818
INTC_2024-08-02,propagator_scaled,3,-1.5881532255204387e-05,9.182890809167826e-05,1.2185709170388862e-05,138,-5.782118917498396
INTC_2024-08-02,propagator_scaled,4,-1.0770947455309934e-05,1.701434710077443e-05,5.200756701147561e-06,138,-1.579651852482725
INTC_2024-08-02,propagator_scaled,5,1.0847223424190175e-05,5.5400319741642314e-05,8.333074288960115e-06,144,5.107327246352756
INTC_2024-08-02,propagator_scaled,6,1.8077650759522665e-05,0.00010299042796742726,1.1336180387077272e-05,132,5.697113487667946
INTC_2024-08-02,propagator_scaled,7,2.839484607229386e-05,0.0001803588704297609,1.2127832357405051e-05,138,6.3518171562037535
INTC_2024-08-02,propagator_scaled,8,5.847235011403053e-05,0.0003345211897204976,2.9548526524553407e-05,138,5.721014959517229
INTC_2024-08-02,propagator_scaled,9,0.00028353048781317504,0.0007458351058110176,5.172086146042929e-05,138,2.630528771574174
INTC_2024-02-01,propagator_scaled,0,-3.863056524074374e-05,0.00044380840929597213,3.1116668500718396e-05,86,-11.488530041695752
INTC_2024-02-01,propagator_scaled,1,-1.0302067526444487e-05,0.0002509644841443905,1.5219306890687638e-05,85,-24.360593977877457
INTC_2024-02-01,propagator_scaled,2,-4.512130521387175e-06,0.00010440722451163002,7.627721497157024e-06,85,-23.13922968689564
INTC_2024-02-01,propagator_scaled,3,-3.5102644071756063e-06,9.49420815728718e-05,5.168783511376001e-06,85,-27.046988648146634
INTC_2024-02-01,propagator_scaled,4,-2.2086372973516275e-06,5.969280936193964e-05,6.287075846516721e-06,85,-27.026986021433746
INTC_2024-02-01,propagator_scaled,5,2.0423390930164525e-06,4.3412553607665126e-05,6.679431541370921e-06,85,21.256290767830592
INTC_2024-02-01,propagator_scaled,6,3.052557806302523e-06,9.981455876362732e-05,5.277153321924206e-06,89,32.698662923776
INTC_2024-02-01,propagator_scaled,7,4.034219862957901e-06,0.00011387729504236182,8.477501098449971e-06,81,28.227835594182682
INTC_2024-02-01,propagator_scaled,8,1.2721325120854717e-05,0.00024012164033581672,1.750115377043021e-05,85,18.87552106833376
INTC_2024-02-01,propagator_scaled,9,4.1637992895635015e-05,0.0004464731059438818,2.6497936471494298e-05,86,10.722733611655098
INTC_2024-04-01,propagator_scaled,0,-4.764187170272331e-05,0.00038778998551312216,2.7124560178806438e-05,86,-8.139688296313414
INTC_2024-04-01,propagator_scaled,1,-1.3729677998427387e-05,0.0001629378141353326,1.63728807352693e-05,85,-11.867562673647239
