q_star,a,wsse,deviance
0.00016243145545465694,134.01448396640126,3.7234287975690723,74.91512064265916
0.00016952952457248953,131.98850189796883,3.814703844117883,75.88384339695337
0.00017693777120526559,130.0842063398961,3.9056278654960295,76.82606431651749
0.00018466974975618651,128.16170635094534,3.9989028171549394,77.77012321241203
0.0001927396069403957,126.2227893887422,4.094439458070305,78.71451503948025
0.00020116210766833327,124.26927606071213,4.192143603792626,79.65781022358163
0.00020995266206016595,122.30301334687681,4.291916490955406,80.59865680799385
0.00021912735364071437,120.32586771712046,4.393655164983614,81.53578179198058
0.00022870296876646685,118.33971819688136,4.4972528878179885,82.46799174071279
0.00023869702733852124,116.34644943516068,4.6025995623000355,83.39417274561495
0.00024912781485764824,114.34794482796993,4.709582169738654,84.31328981250914
0.00026001441588011966,112.34607974888466,4.818085217102916,85.22438575199436
0.00027137674893552486,110.34271493626981,4.927991190257455,86.12657964263929
0.0002832356029704495,108.33969008404995,5.0391810096757315,87.01906493305783
0.0002956126753847052,106.33881767966511,5.151534485131319,87.90110724401771
0.0003085306117297001,104.34187712915713,5.264930765975162,88.77204192659342
0.000322013047141577,102.35060920524552,5.379248783754582,89.63127142718324
0.00033608464958494085,100.36671084985021,5.494367684113884,90.4782625050859
0.00035077116498627816,98.3918303578969,5.610167245131831,91.31254334337278
0.00036609946433966534,96.42756296446481,5.726528279493966,92.13370058907091
0.0003820975928709334,94.47544685250628,5.843333018161751,92.94137635422821
0.0003987948213502561,92.53695959354465,5.960465473481525,93.73526520530825
0.00041622169964704097,90.61351502902748,6.0778117799683224,94.51511116456074
0.00043441011262509966,88.7064605954389,6.195260511297792,95.28070474354502
