n_symbols,median_of_symbol_median_crsp_over_venue,p05_of_symbol_median_crsp_over_venue,p95_of_symbol_median_crsp_over_venue,minimum_symbol_median_crsp_over_venue,maximum_symbol_median_crsp_over_venue
108,7.596753070768344,4.0486629641284,9.986054942261417,3.6010284510412225,12.085613457963865
