q,impact,n,symbol
0.0005807225896273282,0.03145869240094952,1142,CMS
0.000817443590010193,0.037618452413781485,1142,CMS
0.0010466479545788651,0.038144411141872565,1142,CMS
0.0012853711498686297,0.04375793763696845,1141,CMS
0.0015402940864333243,0.04374252407480845,1142,CMS
0.0018365980325507326,0.04416125171793738,1142,CMS
0.002183191247210555,0.05393967516539124,1142,CMS
0.002624854666139816,0.054647813134388705,1141,CMS
0.0032411811633415106,0.0650727809694981,1142,CMS
0.004282920239079093,0.06860460996055916,1142,CMS
0.008668299502184154,0.0803328750448709,1142,CMS
0.0002741724422629981,0.02378536050058627,715,COR
0.0006335354172733351,0.03023891182677562,714,COR
0.0009709684750713949,0.035882687415170055,715,COR
0.0012775397202276196,0.037187294893877135,714,COR
0.0016210080265779887,0.045990561255153654,714,COR
0.0020044736925210836,0.048221436848705036,715,COR
0.00240074062375477,0.052632888837029476,714,COR
0.0028935206125856247,0.055446541211323176,714,COR
0.003540928239552564,0.05825603309368133,715,COR
0.004477880785585342,0.06420712227419047,714,COR
0.0059914679915614895,0.07386993745441925,714,COR
0.011454674138857797,0.07630639833655059,715,COR
0.0002868853940674053,0.02612818574742617,876,CSX
0.0005221065501670506,0.037077435280809416,876,CSX
0.0007047982667333844,0.043573433942644874,876,CSX
0.0008920935979549594,0.05010138898224414,876,CSX
0.0010800725628980722,0.05007663663782842,876,CSX
0.0012786529384120914,0.059081840049164655,875,CSX
0.0015025123171766687,0.06255746075288185,876,CSX
0.0017769580670430455,0.0696890141077887,876,CSX
0.002120425768414833,0.07351980902119036,875,CSX
0.0026089342971748397,0.08049523962099729,876,CSX
0.0034259872760070763,0.09179877480294758,876,CSX
0.008699214004037397,0.10681186971023347,876,CSX
0.00030831430731805297,0.026939102887594532,893,DHI
0.0006029874180566215,0.03400317542026312,893,DHI
0.0008473706620689827,0.038206873911024945,893,DHI
0.001072962634242565,0.04252985676704183,893,DHI
0.0012993512266883207,0.044451058104282536,893,DHI
