report_version,n_sessions,slice_seconds,min_slices,order_fraction_of_adv,p_exponent,flat_cost_scale,risk_aversion_multipliers,bucket_candidates_seconds,min_orders_per_bucket,minutes_per_session,train_fraction,event_day_session,any_session_used_coarser_than_one_minute_slices,any_session_used_coarser_than_half_hour_buckets
schedule-conditional-v1,12,60,30,0.01,0.5,1e-06,"low=0.1,medium=1.0,high=10.0","1800,3600,7200",30,390.0,0.7,INTC_2024-08-02,False,False
